reward,label,apr_disp_mean,apr_disp_std,wealth_gap_mean,wealth_gap_std,rho_mean,rho_std,n_configs,total_seeds
social_welfare,Social Welfare,0.007613432511134351,0.006632454789370052,46.73952021909462,12.71463585705215,1.198740911002629,0.1728587871926008,3,9
rawlsian_maximin,Rawlsian Maximin,-0.0007982703459305703,0.00412208091327102,57.81549215124008,2.224725428488036,1.0889426705795133,0.06052483280718165,3,9
fairness_lagrangian,Fairness Lagrangian,-0.0010679676018477597,0.0029690624963978254,42.098588351326235,12.379542386946882,1.1040464410105442,0.08977448737656955,3,9
utilitarian_profit,Utilitarian Profit,0.00493992880434313,9.064933036736789e-17,60.04211927800594,0.0,1.0104225364637187,0.0,3,9
