episode,grad_norm,grad_M,grad_F,n_obs
1,2.693800524866674e-06,5.179894060347578e-07,2.629573828016873e-06,11044
2,2.394190914856153e-06,6.125700338088791e-07,2.3013592453935416e-06,11872
3,2.408504542472656e-06,7.012397986727592e-07,2.29247348215722e-06,12593
4,2.074827534670476e-06,7.559760888398159e-07,1.917260988193448e-06,13251
5,1.6482752016599989e-06,7.699267143834732e-07,1.44100727084151e-06,14250
6,1.218721195073158e-06,7.069618845889636e-07,9.78445541477413e-07,15364
7,1.0046478564618155e-06,6.305003807938192e-07,7.698549779888708e-07,16349
8,9.101573823500076e-07,6.136108936516393e-07,6.591821488655114e-07,17400
9,8.238035320573545e-07,5.795512834083638e-07,5.734274282076512e-07,18884
10,7.364759539996157e-07,5.353457481760415e-07,4.939012114846264e-07,20099
11,6.9759670395797e-07,5.110767347105138e-07,4.63561093511089e-07,21554
12,6.289260454650503e-07,4.736552057238441e-07,4.038095369196526e-07,23173
13,5.476881028698699e-07,4.242149316269206e-07,3.3786233188948245e-07,24771
14,4.651225822271954e-07,3.724247790160007e-07,2.715783011808526e-07,26503
15,3.898378793110169e-07,3.2064284027910617e-07,2.163334897886671e-07,27938
16,3.118904317034321e-07,2.6301259481442685e-07,1.632935209272546e-07,29728
17,2.569919388406561e-07,2.199852247031231e-07,1.287882582801103e-07,31336
18,2.05987291224119e-07,1.7879278857435565e-07,9.866076311482177e-08,32696
19,1.6298199057018794e-07,1.4252863422825612e-07,7.577447291851058e-08,33923
20,1.2776830260463612e-07,1.1262551424806588e-07,5.7091941840781146e-08,35352
21,9.588001148586045e-08,8.512191129739223e-08,4.126425778849807e-08,36288
22,7.07068252836507e-08,6.31296117603597e-08,2.935615484034315e-08,37157
23,5.2643148507058874e-08,4.7281758952522075e-08,2.1210990297504395e-08,37703
24,3.887588917450557e-08,3.497081024761428e-08,1.541733674059742e-08,38245
25,2.8388232209408674e-08,2.5660897406964978e-08,1.0941036521217027e-08,38817
26,2.0758159635647644e-08,1.8825950576228934e-08,7.868897533569452e-09,39068
27,1.5254629559535715e-08,1.3830249834256849e-08,5.742084141502346e-09,39280
28,1.097666046945278e-08,9.922779042881302e-09,4.1469618849987455e-09,39466
29,7.993298467567911e-09,7.2204655587881925e-09,2.999775317036324e-09,39591
30,5.7606532877230165e-09,5.194520369400379e-09,2.157248379930365e-09,39776
31,4.145774834540816e-09,3.7371838956801184e-09,1.5350217763554495e-09,39771
32,2.9896081166214117e-09,2.694338752107228e-09,1.0970911956675875e-09,39905
33,2.1666277660870037e-09,1.951905526098585e-09,7.870537555021427e-10,39903
34,1.5664831654049751e-09,1.4066731113260291e-09,5.680497738858037e-10,39949
35,1.133836358135909e-09,1.0178728970799964e-09,4.0609993146034635e-10,39973
36,8.160098152742988e-10,7.294130854873514e-10,2.91026897025759e-10,39978
37,5.943997516411058e-10,5.294341076655941e-10,2.1042605158339e-10,39988
38,4.370016570831581e-10,3.8719821793264936e-10,1.5395613950364148e-10,39991
39,3.171518603295453e-10,2.7984495276633936e-10,1.1119238169099431e-10,39991
40,2.3368945667456837e-10,2.0448037707510022e-10,8.170117360428719e-11,39993
41,1.7252088646557695e-10,1.4911641366133208e-10,6.125714518967483e-11,39999
42,1.2729432785629768e-10,1.0873980188508269e-10,4.5332682052645617e-11,39999
43,9.449448168386e-11,8.023757352981775e-11,3.338240447958718e-11,39999
44,6.91630641647123e-11,5.858189627838684e-11,2.4083308264311043e-11,40000
45,5.2311929094051024e-11,4.363388816930325e-11,1.8536059839813213e-11,39998
46,3.862855174618929e-11,3.221420699639488e-11,1.3484728091095466e-11,40000
47,2.8886955327767083e-11,2.399433256250472e-11,1.0131275159086515e-11,40000
48,2.1502272185003332e-11,1.7798363477483647e-11,7.479163989521087e-12,40000
49,1.60811034627395e-11,1.3350574985804275e-11,5.5375287688619315e-12,40000
50,1.2157889278663347e-11,9.944760293034705e-12,4.310451301448026e-12,40000
51,9.07434630909032e-12,7.430087795023965e-12,3.1880915008636324e-12,40000
52,6.770294828234436e-12,5.541522102303631e-12,2.3686406568773632e-12,40000
53,5.04698843481477e-12,4.121327411288345e-12,1.766099094226148e-12,40000
54,3.737931839054021e-12,3.003410454366362e-12,1.3513128333322857e-12,40000
55,2.747168378197662e-12,2.22561964517698e-12,9.69556357942325e-13,40000
56,2.0441784116115306e-12,1.6281818558325225e-12,7.613228081813916e-13,40000
57,1.5140429058049798e-12,1.1995880634316225e-12,5.76838598588536e-13,40000
58,1.1140909158754986e-12,8.786352721779078e-13,4.3413371313659466e-13,40000
59,8.198033181125441e-13,6.464904024443274e-13,3.2137999401472833e-13,40000
60,6.118541003713451e-13,4.817560738355764e-13,2.437221973718151e-13,40000
61,4.580522701587432e-13,3.6040029467720997e-13,1.8249955041106658e-13,40000
62,3.397492519523898e-13,2.6592608865817773e-13,1.371743430650385e-13,40000
63,2.537964142231703e-13,1.985559747218549e-13,1.020971434023514e-13,40000
64,1.8939339571470706e-13,1.4815351636471297e-13,7.610385032667116e-14,40000
65,1.421179661583935e-13,1.1145361163925754e-13,5.6550897726539637e-14,40000
66,1.0649272262630573e-13,8.342838139080434e-14,4.235393435167261e-14,40000
67,7.979452873192044e-14,6.268537799296661e-14,3.1374259608493375e-14,40000
68,5.947103703593526e-14,4.6818377354238695e-14,2.3229370358680834e-14,40000
69,4.436524457811404e-14,3.4975999554280955e-14,1.7267430703609563e-14,40000
70,3.3079753671526324e-14,2.6164339520916985e-14,1.2798945659819178e-14,40000
71,2.4961871220204046e-14,1.9649644799192397e-14,9.709841065138216e-15,40000
72,1.8591097560613327e-14,1.4758200629454155e-14,7.13025558735092e-15,40000
73,1.4167955884555362e-14,1.1223382215730295e-14,5.4891101938044006e-15,40000
74,1.0679867431498576e-14,8.472694388531737e-15,4.1138268430608495e-15,40000
75,7.890044988070975e-15,6.287098662863255e-15,3.0236577469784118e-15,40000
76,5.974985233008412e-15,4.791299464384363e-15,2.253387160569033e-15,40000
77,4.521538528925182e-15,3.620370858978912e-15,1.7136434728976077e-15,40000
78,3.4115363681410217e-15,2.7443213158087577e-15,1.2858875993694498e-15,40000
79,2.558928885302604e-15,2.0542219743405242e-15,9.740706310461449e-16,40000
80,1.9389026737365875e-15,1.5628576322427126e-15,7.281624080794409e-16,40000
81,1.4568606703771385e-15,1.1797506653093417e-15,5.437063724964767e-16,40000
82,1.100550331883986e-15,8.861899039773275e-16,4.148448150109567e-16,40000
83,8.30629942472484e-16,6.698521305948627e-16,3.117251181880868e-16,40000
84,6.21674431802255e-16,5.051557854845654e-16,2.282327894096548e-16,40000
85,4.673764749106883e-16,3.790729989918519e-16,1.7199743824338436e-16,40000
86,3.5649157707408504e-16,2.881422121590898e-16,1.318727331432295e-16,40000
87,2.6547807218006773e-16,2.1559781069369923e-16,9.621711945657616e-17,40000
88,1.989409077859434e-16,1.6235731656601376e-16,7.100740724303844e-17,40000
89,1.4979384595965216e-16,1.223042783941305e-16,5.2993693211401685e-17,40000
90,1.1310367417215628e-16,9.214268583949104e-17,4.005027538863733e-17,40000
91,8.513582415901155e-17,6.965790508705003e-17,2.9838876310458017e-17,40000
92,6.420976931797567e-17,5.2537440237852137e-17,2.2377061984351922e-17,40000
93,4.8007312821311576e-17,3.937614635046377e-17,1.6532119403629742e-17,40000
94,3.599704737373565e-17,2.982519805184884e-17,1.2039498837604173e-17,40000
95,2.7182433749719496e-17,2.246058075644017e-17,9.088807453465228e-18,40000
96,2.0578382557773734e-17,1.7034477770161768e-17,6.827744404227559e-18,40000
97,1.5400450298873494e-17,1.2784212851808114e-17,5.0676314465290495e-18,40000
98,1.1618645058368833e-17,9.701013750983073e-18,3.7598857814526215e-18,40000
99,8.649136142474916e-18,7.244033387252527e-18,2.7663258536955243e-18,40000
100,6.5136759197600574e-18,5.455442255425042e-18,2.0795899626011907e-18,40000
101,4.9297954459271946e-18,4.137344424982512e-18,1.5682170851511345e-18,40000
102,3.694368527445052e-18,3.1062321517767333e-18,1.1721185469028201e-18,40000
103,2.7978393670822633e-18,2.3619377249385094e-18,8.769021289808605e-19,40000
104,2.0794673330753797e-18,1.765647623177102e-18,6.397517221085919e-19,40000
105,1.57278394931304e-18,1.3364580347163337e-18,4.821680251529523e-19,40000
106,1.1752042407803726e-18,9.994880210145346e-19,3.5876123390950167e-19,40000
107,8.772194561433511e-19,7.534525052913162e-19,2.572585471779732e-19,40000
108,6.673176711182865e-19,5.7256439044427855e-19,1.9684048683057872e-19,40000
109,4.973700021492401e-19,4.28070723284714e-19,1.444177474889687e-19,40000
110,3.772175203813321e-19,3.2364493536478803e-19,1.1056531629675065e-19,40000
111,2.8143140131497523e-19,2.431931938915157e-19,7.982458993494081e-20,40000
112,2.112993971428525e-19,1.825429542859352e-19,5.959460204759794e-20,40000
113,1.5746480266728222e-19,1.3663424934348317e-19,4.3559699410908965e-20,40000
114,1.185650187748422e-19,1.0300704392242686e-19,3.2706679415081233e-20,40000
115,9.02680036623642e-20,7.874380091645785e-20,2.4265407892728423e-20,40000
116,6.657735058604091e-20,5.842472955455214e-20,1.7489860019794334e-20,40000
117,5.0429699354451824e-20,4.420369506069844e-20,1.32947537665077e-20,40000
118,3.8009175329010367e-20,3.3386764050267604e-20,9.813932512444811e-21,40000
119,2.8732425538584856e-20,2.5226121628659078e-20,7.443134326052666e-21,40000
120,2.156483929174038e-20,1.8994301221223692e-20,5.492406565931079e-21,40000
121,1.6143337613941583e-20,1.424456228928458e-20,4.079376092330936e-21,40000
122,1.2099769394846243e-20,1.0664766128431594e-20,3.0632489293981137e-21,40000
123,9.074792512959695e-21,8.008021136243957e-21,2.2658979118401044e-21,40000
124,6.701623452448562e-21,5.925503875158996e-21,1.6644097731820839e-21,40000
125,5.0223369490408115e-21,4.436078748345606e-21,1.2492953623931342e-21,40000
126,3.776574269864326e-21,3.3580885326237257e-21,9.096549220995044e-22,40000
127,2.8518035106433386e-21,2.514409140362603e-21,7.107507004199627e-22,40000
128,2.111907214431169e-21,1.8740754207604847e-21,5.1233625407748e-22,40000
129,1.5844476006546145e-21,1.4040514442067508e-21,3.8439591470415393e-22,40000
130,1.1847603304330096e-21,1.0563479114504504e-21,2.8149788272553486e-22,40000
131,8.840108084974225e-22,7.889135632641571e-22,2.093851160187296e-22,40000
132,6.558350257163284e-22,5.862444682045683e-22,1.548058873357286e-22,40000
133,4.929581951742007e-22,4.408923152005573e-22,1.1663111584010716e-22,40000
134,3.720094353405398e-22,3.317338830781041e-22,9.032434014497792e-23,40000
135,2.7557087413290904e-22,2.4707305305074653e-22,6.572457740721279e-23,40000
136,2.0424646346034545e-22,1.843089948901813e-22,4.823527554752965e-23,40000
137,1.5177223121683618e-22,1.3797831040233744e-22,3.5824313096861105e-23,40000
138,1.1161668678618997e-22,1.0235126301887952e-22,2.679810351044987e-23,40000
139,8.30229275961781e-23,7.734113483821842e-23,1.9801397952622546e-23,40000
140,6.028310954630686e-23,5.735723707061661e-23,1.4667200880631077e-23,40000
141,4.342783097336797e-23,4.26605375252957e-23,1.1073575792472063e-23,40000
142,3.080222893671965e-23,3.209643413782524e-23,8.16344819158912e-24,40000
143,2.070300443613956e-23,2.3729829019592745e-23,6.126082769654231e-24,40000
144,1.3208612844095532e-23,1.7795771165917868e-23,4.5931299988748584e-24,40000
145,6.5673396111682036e-24,1.3232925537194442e-23,3.4474657285005725e-24,40000
146,2.217851866668797e-24,9.838335577449025e-24,2.5230728005210277e-24,40000
147,3.391370716998824e-25,7.299333900314548e-24,1.8489582220668798e-24,40000
148,3.743391899492572e-27,5.520510934748153e-24,1.4035240662369223e-24,40000
149,0.0,4.059857265932285e-24,1.055090318072817e-24,40000
150,0.0,3.0251381960530564e-24,7.6480439470107065e-25,40000
151,0.0,2.227702372792292e-24,5.737806911218645e-25,40000
152,0.0,1.6607492235013088e-24,4.141454671385631e-25,40000
153,0.0,1.2416483293713736e-24,3.1052856258587994e-25,40000
154,0.0,9.189323341859915e-25,2.3042023069875195e-25,40000
155,0.0,6.847464020004572e-25,1.7234748327785688e-25,40000
156,0.0,5.144260077521305e-25,1.2772248468611932e-25,40000
