episode,grad_norm,grad_M,grad_F,n_obs
1,7.962004019645974e-06,5.205856268730713e-06,6.005995146551868e-06,12041
2,7.977567292982712e-06,5.2643604249169584e-06,5.977869477646891e-06,13593
3,7.607546649524011e-06,5.044734280090779e-06,5.679669811797794e-06,15291
4,7.221355190267786e-06,4.802795956493355e-06,5.377583875088021e-06,17768
5,6.660171038674889e-06,4.406629614095436e-06,4.980003723176196e-06,19824
6,6.150612534838729e-06,4.055125828017481e-06,4.612073098542169e-06,22791
7,5.7252800615970045e-06,3.7584738947771257e-06,4.30772161053028e-06,26063
8,5.245428837952204e-06,3.4207923818030395e-06,3.966360054619145e-06,29218
9,4.7756470848980825e-06,3.1034114726935518e-06,3.619032440838055e-06,31975
10,4.351554707682226e-06,2.831908204825595e-06,3.2921032016020035e-06,34252
11,3.918246420653304e-06,2.555590754127479e-06,2.9565728709712857e-06,36750
12,3.520241307342076e-06,2.297614628332667e-06,2.653244337125216e-06,37904
13,3.223788553441409e-06,2.1153036868781783e-06,2.420563987470814e-06,38759
14,2.95980953524122e-06,1.9503427211020608e-06,2.2156709746923298e-06,39277
15,2.725517333601601e-06,1.7996920860241516e-06,2.0385261905175867e-06,39603
16,2.51649112215091e-06,1.6656622392474674e-06,1.8802037402565477e-06,39827
17,2.311980324520846e-06,1.53027133364958e-06,1.7286508864344796e-06,39898
18,2.119538748956984e-06,1.4041465874470305e-06,1.58452394316555e-06,39960
19,1.9393855836824514e-06,1.278852892028226e-06,1.455457891097467e-06,39976
20,1.771293113961292e-06,1.1611607533268398e-06,1.3355490864341846e-06,39994
21,1.6140114666995942e-06,1.0501576070964802e-06,1.2238117506058188e-06,39995
22,1.483467144680617e-06,9.583336577634327e-07,1.1306767646601656e-06,39999
23,1.3729650163440963e-06,8.817643788461282e-07,1.0507725392017164e-06,39999
24,1.279315483770915e-06,8.202060826079105e-07,9.803793545870576e-07,40000
25,1.1885018693646998e-06,7.611137675667123e-07,9.11658787572378e-07,39998
26,1.1192048532393528e-06,7.170623916863406e-07,8.582974828641454e-07,40000
27,1.0535310366321935e-06,6.765624220861355e-07,8.066218128988112e-07,40000
28,1.0036553703685058e-06,6.454387744270207e-07,7.676503628317732e-07,40000
29,9.641356655265554e-07,6.231537099665729e-07,7.346254164986021e-07,40000
30,9.218300647262368e-07,5.975810495328915e-07,7.006614737292693e-07,40000
31,8.87306214281125e-07,5.781469667454076e-07,6.716969096487446e-07,40000
32,8.585955129092326e-07,5.625165044875757e-07,6.470330049523909e-07,40000
33,8.264618145403801e-07,5.427898486232152e-07,6.21475237494451e-07,40000
34,8.007079372873704e-07,5.279209744912805e-07,6.000363441671652e-07,40000
35,7.803871540090768e-07,5.160808882465062e-07,5.831485623275512e-07,40000
36,7.569021818198962e-07,5.001597287446202e-07,5.658042141476471e-07,40000
37,7.30762167222565e-07,4.815892680198886e-07,5.474473141475755e-07,40000
38,7.077777013364539e-07,4.634422339222511e-07,5.32801323060994e-07,40000
39,6.836836519141798e-07,4.447524304396211e-07,5.172027499611431e-07,40000
40,6.631091196140915e-07,4.298204885344603e-07,5.027853262618009e-07,40000
41,6.434147508116439e-07,4.1405874640076956e-07,4.902258297079243e-07,40000
42,6.201757400958741e-07,3.9532091022920213e-07,4.755172824388865e-07,40000
43,6.013168558638426e-07,3.794748977270501e-07,4.640367023966974e-07,40000
44,5.890489092053031e-07,3.672435582302569e-07,4.5799589543094054e-07,40000
45,5.728755354539317e-07,3.519733411394555e-07,4.492675031997351e-07,40000
46,5.500928637047764e-07,3.332905293973454e-07,4.3475384359226165e-07,40000
47,5.265365530249255e-07,3.1384567478198733e-07,4.1970326947193836e-07,40000
48,5.076730644759664e-07,2.9790902544846176e-07,4.077228652477061e-07,40000
49,4.944290594721679e-07,2.843566733190528e-07,4.010133523024706e-07,40000
50,4.859614932684053e-07,2.732382995418448e-07,3.9811430951886e-07,40000
51,4.793527068613912e-07,2.641816081450088e-07,3.954831413466309e-07,40000
52,4.763175809330278e-07,2.576843485257996e-07,3.951861060613737e-07,40000
53,4.716453076980543e-07,2.4772222673163924e-07,3.9513426486337277e-07,40000
54,4.668434030463686e-07,2.3679470473325642e-07,3.95394266661242e-07,40000
55,4.5256862790665764e-07,2.2556292833542105e-07,3.85220459975244e-07,40000
56,4.443884336069459e-07,2.1627170099236537e-07,3.807989514825749e-07,40000
57,4.319250592743629e-07,2.064601289930579e-07,3.719830488080334e-07,40000
58,4.134747086936841e-07,1.964170905921492e-07,3.567375586044364e-07,40000
59,4.0208300333688395e-07,1.8815812552475109e-07,3.4847465713028214e-07,40000
60,3.874303331485862e-07,1.8019920844380977e-07,3.3650883324298775e-07,40000
61,3.791352867210662e-07,1.732690719791208e-07,3.3096713991653814e-07,40000
62,3.667469741230889e-07,1.6607917530109265e-07,3.2107385550261824e-07,40000
63,3.591833603877604e-07,1.60869404908226e-07,3.153806176214857e-07,40000
64,3.554136753791681e-07,1.574741901322341e-07,3.130460299871629e-07,40000
65,3.477447023669811e-07,1.5241968753798576e-07,3.0723700206181093e-07,40000
66,3.366870373611164e-07,1.466984542730643e-07,2.980580688927148e-07,40000
67,3.24596271639166e-07,1.4110401025391186e-07,2.877481222185452e-07,40000
68,3.151134819745494e-07,1.363267756460118e-07,2.798562661610049e-07,40000
69,3.100152241586329e-07,1.3292655864916014e-07,2.760024528924987e-07,40000
70,3.020004726295156e-07,1.2812759564440057e-07,2.695414593745227e-07,40000
71,2.961367044918007e-07,1.2438761132216314e-07,2.647767018970626e-07,40000
72,2.888675680878805e-07,1.2060850451689478e-07,2.586787388736411e-07,40000
73,2.768990157164808e-07,1.1617559891874409e-07,2.478080318724097e-07,40000
74,2.63378439058215e-07,1.1081760931119788e-07,2.3571797669319494e-07,40000
75,2.545442612245097e-07,1.068151291860886e-07,2.27997702495486e-07,40000
76,2.467783133397461e-07,1.0337376465940908e-07,2.212727139294657e-07,40000
77,2.4198797632379865e-07,1.0064054833947013e-07,2.173390498683148e-07,40000
78,2.418796896108688e-07,9.900494291059658e-08,2.179019418235839e-07,40000
79,2.408513068985485e-07,9.748390539243701e-08,2.174636790641671e-07,40000
80,2.439334423343098e-07,9.597903982694335e-08,2.2134720722988282e-07,40000
81,2.4241049345619103e-07,9.417501445341261e-08,2.2043985836717186e-07,40000
82,2.38763249171825e-07,9.170814507797333e-08,2.1758908985702877e-07,40000
83,2.372806449102427e-07,8.99173713264645e-08,2.1668344629688366e-07,40000
84,2.391288944636472e-07,8.880729751581384e-08,2.1899933244640127e-07,40000
85,2.3837178275698534e-07,8.702602372068213e-08,2.189249670436766e-07,40000
86,2.3965452555785305e-07,8.504679982479503e-08,2.208932130542962e-07,40000
87,2.384338415595267e-07,8.338845702837716e-08,2.202093867254007e-07,40000
88,2.4190634917431453e-07,8.193516976007231e-08,2.2434801394410897e-07,40000
89,2.492757573691051e-07,8.121752870238198e-08,2.320518319720577e-07,40000
90,2.6467279212738504e-07,8.24899615281538e-08,2.474508846717072e-07,40000
91,2.88225606936976e-07,8.799818118632174e-08,2.690658220672049e-07,40000
92,3.079649957271613e-07,9.323424876583887e-08,2.866415798052913e-07,40000
93,3.219595612335979e-07,9.878932161200282e-08,2.9812065349688055e-07,40000
94,3.36964689040542e-07,1.055431297913856e-07,3.098901686371392e-07,40000
95,3.366685064065678e-07,1.0409478790052162e-07,3.093380485097441e-07,40000
96,3.2383144343839376e-07,9.863745731308883e-08,2.981612965413661e-07,40000
97,3.16120690513344e-07,9.593155425591249e-08,2.90519665213651e-07,40000
98,2.939830210380024e-07,8.97042369274459e-08,2.696779688449169e-07,40000
99,2.884691525650851e-07,8.757426428473991e-08,2.636630540564511e-07,40000
100,2.7560912485569133e-07,8.393937633854875e-08,2.518688120289881e-07,40000
101,2.752157399754651e-07,8.370450643724325e-08,2.50577954830078e-07,40000
102,2.654167019500165e-07,8.071732082726157e-08,2.414306266018684e-07,40000
