episode,grad_norm,grad_M,grad_F,n_obs
1,6.467470484494697e-06,3.5752445910475217e-06,5.37937376066111e-06,11918
2,5.921168394706911e-06,3.2743389510869747e-06,4.921624167764094e-06,13766
3,5.425398740044329e-06,3.0161202175804647e-06,4.498582711676136e-06,15451
4,5.039249572291737e-06,2.8110312086937483e-06,4.16944021708332e-06,17733
5,4.6478335207211785e-06,2.622581405375968e-06,3.815861418843269e-06,20447
6,4.2310239223297685e-06,2.38282132158929e-06,3.4730239804048324e-06,23618
7,3.890022071573185e-06,2.176617726945551e-06,3.2017510420701e-06,26661
8,3.629243337854859e-06,1.997999106606585e-06,3.007262648679898e-06,30225
9,3.3744709071470425e-06,1.8389511069472064e-06,2.8080821721232496e-06,33046
10,3.105308906015125e-06,1.6984287185550784e-06,2.58041200140724e-06,35340
11,2.8391564228513744e-06,1.589076987329463e-06,2.335161298105959e-06,37365
12,2.582538172646309e-06,1.4905440366419498e-06,2.0931693143211305e-06,38400
13,2.3358500129688764e-06,1.3886501619708724e-06,1.865537683443108e-06,39142
14,2.1437890609377064e-06,1.3076281675239445e-06,1.688396537247172e-06,39602
15,1.956057531060651e-06,1.2191587757115483e-06,1.520952082501026e-06,39760
16,1.7824618225859012e-06,1.134186618401145e-06,1.36711480536178e-06,39890
17,1.6223582406382777e-06,1.0558100029811612e-06,1.2237558166816598e-06,39947
18,1.4861213912809037e-06,9.896868959913263e-07,1.1001609436789297e-06,39973
19,1.3663144500242197e-06,9.17767408736836e-07,1.0039042308562784e-06,39988
20,1.2452694591047475e-06,8.401616469200235e-07,9.114806402976684e-07,39994
21,1.1352203728165478e-06,7.667064778615895e-07,8.303337040160841e-07,40000
22,1.0457829375809524e-06,7.054549655549636e-07,7.659290304218302e-07,40000
23,9.704544936539603e-07,6.543706376760383e-07,7.113401920832985e-07,39998
24,9.137436904893548e-07,6.123913180999807e-07,6.735873512297985e-07,40000
25,8.670120337228582e-07,5.803332214782131e-07,6.401127734534384e-07,40000
26,8.178746497833345e-07,5.480758886733383e-07,6.035502906343027e-07,40000
27,7.745184120722115e-07,5.219319518801058e-07,5.691417754860595e-07,40000
28,7.235793759718945e-07,4.914726332572172e-07,5.284667281557631e-07,40000
29,6.72015289637784e-07,4.583345685205132e-07,4.892148126600659e-07,40000
30,6.248897648220009e-07,4.272726812359906e-07,4.539466829101002e-07,40000
31,5.848994533153018e-07,3.9962651499081403e-07,4.2515202380855044e-07,40000
32,5.456294616124069e-07,3.722440169440233e-07,3.970189936808311e-07,40000
33,5.064724746262073e-07,3.457196271483554e-07,3.68281234841561e-07,40000
34,4.71092050702282e-07,3.211805790215294e-07,3.428429806717759e-07,40000
35,4.347793662873301e-07,2.96462872029224e-07,3.1632552577320894e-07,40000
36,4.012314605006395e-07,2.728919810124353e-07,2.925338549175649e-07,40000
37,3.707648943418463e-07,2.5117230961768655e-07,2.712654634251521e-07,40000
38,3.45865146300639e-07,2.3384359337796925e-07,2.534417831157043e-07,40000
39,3.219456914393959e-07,2.1685534079551874e-07,2.3663817216856842e-07,40000
40,2.998563388700859e-07,2.0182055493478401e-07,2.205299267643568e-07,40000
41,2.813718822380906e-07,1.889946759092709e-07,2.0725475735616786e-07,40000
42,2.658071878158808e-07,1.7782187455850362e-07,1.963993554454646e-07,40000
43,2.49548804731603e-07,1.6691190296569405e-07,1.8437646076563402e-07,40000
44,2.365751186061971e-07,1.5843971823414904e-07,1.745212472314961e-07,40000
45,2.239116980717881e-07,1.496482440188629e-07,1.6540755609639748e-07,40000
46,2.1101725167227414e-07,1.411727765798787e-07,1.5570971356737573e-07,40000
47,2.0227648178661187e-07,1.3523840891593866e-07,1.4926916946933488e-07,40000
48,1.901140223026232e-07,1.2692727580088106e-07,1.4043692431187085e-07,40000
49,1.803617948326064e-07,1.2040459296258632e-07,1.3320904201918893e-07,40000
50,1.7017103459693317e-07,1.1362186569385813e-07,1.2563751283778404e-07,40000
