episode,grad_norm,grad_M,grad_F,n_obs
1,9.968191079678944e-06,1.4967586139391642e-06,9.839502126851585e-06,12011
2,9.672482519818004e-06,1.6509808347109356e-06,9.51413585426053e-06,13301
3,8.973616786533967e-06,1.696912931947736e-06,8.793055712885689e-06,15380
4,8.310921657539438e-06,1.7543144394949195e-06,8.102922947728075e-06,17225
5,7.680473572690971e-06,1.7719460174703272e-06,7.453887974406825e-06,20077
6,7.171285233198432e-06,1.790162400538975e-06,6.927270533196861e-06,22904
7,6.699392997688847e-06,1.7826288285505143e-06,6.443746769946301e-06,26537
8,6.169687367219012e-06,1.744123892422067e-06,5.9072740441479255e-06,29528
9,5.606176273431629e-06,1.6825903230710535e-06,5.34021182829747e-06,32614
10,5.024468464398524e-06,1.5801733752596192e-06,4.76524746773066e-06,35035
11,4.503669970290503e-06,1.4499979670290486e-06,4.261490175849758e-06,36931
12,4.041142346977722e-06,1.315097961196443e-06,3.819644462055294e-06,38257
13,3.6396904761204496e-06,1.191778210340999e-06,3.4378990676486865e-06,38998
14,3.2797534004203044e-06,1.0857639836103772e-06,3.0938510917621898e-06,39483
15,2.9577156510640634e-06,9.909798563967342e-07,2.785926881188061e-06,39755
16,2.688063204914215e-06,9.103292768486426e-07,2.528508957766462e-06,39896
17,2.4688986286491854e-06,8.438215104433766e-07,2.319602799616405e-06,39935
18,2.277317207699525e-06,7.845266054573585e-07,2.1374028165155323e-06,39969
19,2.112487663907814e-06,7.315099992410978e-07,1.981368086489965e-06,39985
20,1.969561708392576e-06,6.847059808023914e-07,1.846372470026836e-06,39997
21,1.8446394278726077e-06,6.421609555218311e-07,1.7289622746829991e-06,39996
22,1.7295424186158923e-06,6.01685485435155e-07,1.6212546825045138e-06,39999
23,1.6178169062186498e-06,5.625996664093691e-07,1.5166108369157882e-06,39999
24,1.5170063534242215e-06,5.277577201923123e-07,1.4219806416804204e-06,39999
25,1.4280300320024253e-06,4.965794460076722e-07,1.3386189721131814e-06,40000
26,1.3476806088874582e-06,4.686169461365353e-07,1.2632740435947198e-06,40000
27,1.2819397170460434e-06,4.455875739495241e-07,1.2016870414299774e-06,40000
28,1.2094086514480296e-06,4.236050870076724e-07,1.1324239039822714e-06,40000
29,1.1347307236064808e-06,4.013075454167847e-07,1.0609633136482444e-06,40000
30,1.0765336355689217e-06,3.823110716894007e-07,1.0058955695058105e-06,40000
31,1.0273649877490243e-06,3.65353116649203e-07,9.597137022865354e-07,40000
32,9.812954431254184e-07,3.497073066682788e-07,9.163318281935062e-07,40000
33,9.367633424517408e-07,3.349148869347119e-07,8.742459272070846e-07,40000
34,8.960967079474358e-07,3.220379767299164e-07,8.355502814083593e-07,40000
35,8.576117238590086e-07,3.098122931532999e-07,7.989397090568673e-07,40000
36,8.160527045220078e-07,2.950729935946584e-07,7.601125844303169e-07,40000
37,7.826657224541123e-07,2.831201015851548e-07,7.289727363968268e-07,40000
38,7.521280736000335e-07,2.7238061761636345e-07,7.003901600910467e-07,40000
39,7.185416848187742e-07,2.606571740670916e-07,6.689255656056048e-07,40000
40,6.834629857621621e-07,2.486119115019392e-07,6.360126008075895e-07,40000
41,6.514578103633539e-07,2.365389661918016e-07,6.064282729312254e-07,40000
42,6.14714906532754e-07,2.228181301688892e-07,5.724096467929485e-07,40000
43,5.804662350783474e-07,2.097971929515552e-07,5.407742946772487e-07,40000
44,5.497006441146368e-07,1.983838160413143e-07,5.122362267684366e-07,40000
45,5.25250754890294e-07,1.8909075549800042e-07,4.896405698673334e-07,40000
46,5.041281951889687e-07,1.8017050251728506e-07,4.704621971995948e-07,40000
47,4.828229407394247e-07,1.7146784614396893e-07,4.5100267698217067e-07,40000
48,4.649935192446719e-07,1.628934569453122e-07,4.35199211779036e-07,40000
49,4.466515122203418e-07,1.5509621675846574e-07,4.185596367278777e-07,40000
50,4.26698534283787e-07,1.490598720010894e-07,3.99557507080317e-07,40000
51,4.055409590364434e-07,1.4230478484478226e-07,3.795293821440282e-07,40000
52,3.884882175952953e-07,1.36221032676076e-07,3.636284873209661e-07,40000
53,3.694335930504167e-07,1.2966049212081998e-07,3.457660397998552e-07,40000
54,3.5151904853591986e-07,1.2370418289719964e-07,3.288886603058927e-07,40000
55,3.3457743597864464e-07,1.183966631401745e-07,3.128006369479408e-07,40000
56,3.187540471571993e-07,1.1306263303367815e-07,2.9791311817461974e-07,40000
57,3.05090537722208e-07,1.0801826277884174e-07,2.8522160278043884e-07,40000
58,2.926697391103517e-07,1.0314943210687488e-07,2.737922102369339e-07,40000
59,2.8055930556547537e-07,9.8537178416791e-08,2.6259502305947535e-07,40000
60,2.7029545890400186e-07,9.44458307117202e-08,2.531721747800475e-07,40000
61,2.617269387883425e-07,9.052163818523697e-08,2.454928846873372e-07,40000
62,2.536420709020604e-07,8.678124885364015e-08,2.3825653272524505e-07,40000
63,2.479441434388719e-07,8.41533918105597e-08,2.33148526262994e-07,40000
64,2.411959485471016e-07,8.144168361923222e-08,2.2695138568451514e-07,40000
65,2.348750314240533e-07,7.871101814771465e-08,2.2121723475265759e-07,40000
66,2.2729427939793825e-07,7.582242744774703e-08,2.141996304771965e-07,40000
