episode,grad_norm,grad_M,grad_F,n_obs
1,3.0219221116567496e-06,2.0798315745196305e-06,2.1723990357713774e-06,10991
2,2.273439804412192e-06,1.5361476926045723e-06,1.6641645288473228e-06,11945
3,2.0270069853722816e-06,1.3584034377345231e-06,1.4974436908232749e-06,12475
4,2.033603323070565e-06,1.3524190762836952e-06,1.5124743413252872e-06,13233
5,2.080159219985944e-06,1.3766274378212984e-06,1.5537187891823123e-06,14067
6,2.0575109829223948e-06,1.3569224392995238e-06,1.541928554615879e-06,15255
7,1.9267836250946857e-06,1.2731238712149209e-06,1.4426907455344915e-06,16228
8,1.8636872027855132e-06,1.230735392709903e-06,1.396274797116348e-06,17418
9,1.844189114308392e-06,1.2110376701457426e-06,1.387618340231711e-06,18641
10,1.7364448012813227e-06,1.139905634772731e-06,1.3067215149931144e-06,19828
11,1.6871892967174065e-06,1.1093777629866963e-06,1.267822085537773e-06,21375
12,1.6771972468632157e-06,1.101495286093268e-06,1.2609239092853386e-06,22847
13,1.709356752144231e-06,1.1153196055602166e-06,1.2905160247100866e-06,24305
14,1.7321751784038495e-06,1.119539206229092e-06,1.3151087614460266e-06,26133
15,1.7065890460798985e-06,1.101197199204762e-06,1.29565535189613e-06,27317
16,1.5971459106367547e-06,1.031935653372784e-06,1.2098064416932177e-06,29235
17,1.5348103943324531e-06,9.896374422169174e-07,1.1631234428932655e-06,30682
18,1.4909766150594803e-06,9.570986776452628e-07,1.1337245950926444e-06,32122
19,1.4235700973586065e-06,9.150141409008938e-07,1.0818250757438364e-06,33587
20,1.3816134014632553e-06,8.886122486728709e-07,1.048516423907131e-06,34730
21,1.2830452078560484e-06,8.315566901728744e-07,9.667902531873551e-07,36000
22,1.1574320524232462e-06,7.589454753542668e-07,8.641386557428632e-07,36824
23,1.010809342005814e-06,6.711253490720992e-07,7.474273502339202e-07,37449
24,8.394429187319474e-07,5.655941777149565e-07,6.134050636319444e-07,38186
25,6.943001835679752e-07,4.717794865882752e-07,5.040149062551791e-07,38558
26,5.669478468917077e-07,3.923517795101361e-07,4.047339530188765e-07,38968
27,4.711901055998169e-07,3.326929629565712e-07,3.2940650385171466e-07,39228
28,3.802687729148602e-07,2.742096114616288e-07,2.600940831598564e-07,39473
29,3.006274198469328e-07,2.191357708625219e-07,2.031665644608438e-07,39626
30,2.389720350493008e-07,1.7702346610803946e-07,1.58636169089732e-07,39683
31,1.856896290064469e-07,1.3886257477224717e-07,1.220153222902809e-07,39831
32,1.414788215470253e-07,1.0658416726982979e-07,9.218998542337432e-08,39840
33,1.0958321183807129e-07,8.306797383283994e-08,7.088278408673433e-08,39901
34,8.429572773138717e-08,6.434851940184673e-08,5.4078210354191476e-08,39948
35,6.651308837035685e-08,5.111592926709818e-08,4.2312642278830026e-08,39941
36,5.366882049884225e-08,4.119263508073345e-08,3.4192922271358845e-08,39966
37,4.368007466837298e-08,3.38229355634212e-08,2.7526761314788928e-08,39984
38,3.498291079040428e-08,2.71149094288603e-08,2.2026833690347303e-08,39978
39,2.8664185691695824e-08,2.219456973762135e-08,1.808283656146159e-08,39989
40,2.310155444718021e-08,1.8027906278916817e-08,1.4412016469123046e-08,39991
41,1.8849291905098653e-08,1.4798602343546465e-08,1.1651239972820804e-08,39991
42,1.546807482100121e-08,1.2307718399995338e-08,9.328182670742537e-09,39998
43,1.2838087037891912e-08,1.0408917283655228e-08,7.481964381383932e-09,40000
44,1.08054107883504e-08,8.825963071501519e-09,6.212175662767549e-09,40000
45,9.158918068408184e-09,7.489602715793353e-09,5.254249479946793e-09,40000
46,7.80466002936464e-09,6.392390616838384e-09,4.462489044954054e-09,40000
47,6.643058547695091e-09,5.451909590448167e-09,3.782563595677857e-09,40000
48,5.5577320523525495e-09,4.5643315793597594e-09,3.1594069582752127e-09,40000
49,4.7937098734962555e-09,3.948703586331703e-09,2.7071025421321333e-09,40000
50,4.13954381883741e-09,3.4209248767069766e-09,2.3206576660328437e-09,40000
51,3.5529366115838452e-09,2.948623789578164e-09,1.972384033877006e-09,40000
52,3.1117048937545633e-09,2.596313164460184e-09,1.7053549683510025e-09,40000
53,2.720877523287868e-09,2.2791064591132222e-09,1.4768264389175554e-09,40000
54,2.3758408573826273e-09,1.9967429931710967e-09,1.278653516401107e-09,40000
55,2.0797024102847672e-09,1.761737089545079e-09,1.0972240893636354e-09,40000
56,1.840587904311519e-09,1.5772584349704744e-09,9.41301148138507e-10,40000
57,1.620579115346743e-09,1.3922005770439227e-09,8.223335346002614e-10,40000
58,1.4194796449373823e-09,1.2189218523417367e-09,7.210915753397272e-10,40000
59,1.2189047549071572e-09,1.047173792123601e-09,6.181672951299787e-10,40000
60,1.0358934821041996e-09,8.91019980020502e-10,5.231956534679226e-10,40000
61,8.65659988136258e-10,7.423940351358738e-10,4.4141024169164206e-10,40000
62,7.214378539011078e-10,6.154176612760408e-10,3.7284331178000224e-10,40000
63,6.069937330543951e-10,5.174044526157218e-10,3.143161564356234e-10,40000
64,5.243011580446931e-10,4.4803313836716535e-10,2.6962351795667416e-10,40000
65,4.4973466617470587e-10,3.8515049483045516e-10,2.2986214320841467e-10,40000
66,3.9061948120533424e-10,3.3530675458415255e-10,1.9829597686094047e-10,40000
67,3.3953334588332496e-10,2.9191371542225397e-10,1.715824565762247e-10,40000
68,2.944179344765985e-10,2.535821275184702e-10,1.4804361903042462e-10,40000
69,2.5997676234013056e-10,2.2454876846822455e-10,1.2962372841762715e-10,40000
70,2.3071866639412517e-10,1.995438814184069e-10,1.1455111859071109e-10,40000
71,2.0116017185323187e-10,1.7434030608054482e-10,9.925543026367831e-11,40000
72,1.79916956333237e-10,1.5610618353534278e-10,8.844854015865876e-11,40000
73,1.5799458963350332e-10,1.3711608237709783e-10,7.764577175661813e-11,40000
74,1.3958185995921468e-10,1.2106256275234983e-10,6.873523972217299e-11,40000
75,1.2376130675839647e-10,1.0734579197757553e-10,6.093537480156286e-11,40000
76,1.0854380588787294e-10,9.406433271186287e-11,5.359674856708629e-11,40000
77,9.388476801541755e-11,8.120897704300134e-11,4.663502223278826e-11,40000
78,8.112133881299499e-11,7.017651737495356e-11,4.0293123004797587e-11,40000
79,6.96722193826993e-11,6.028072485619873e-11,3.460066261284922e-11,40000
80,6.059200363672801e-11,5.252041510028782e-11,2.9921426447643285e-11,40000
81,5.189361440560703e-11,4.5043118540588616e-11,2.552337161065843e-11,40000
82,4.4355793343831e-11,3.8543900710008565e-11,2.1741362182803314e-11,40000
83,3.799682443683672e-11,3.3073967176111545e-11,1.853253141226308e-11,40000
84,3.3101441726524066e-11,2.8878495081374744e-11,1.6028152763358783e-11,40000
85,2.827269147964717e-11,2.469251712822196e-11,1.3647033156316546e-11,40000
86,2.457704179059661e-11,2.1508159836480797e-11,1.1789764477188047e-11,40000
87,2.1115017720396697e-11,1.8501353227229345e-11,1.0089563733106656e-11,40000
88,1.806720051344968e-11,1.5833358929517868e-11,8.629706324536635e-12,40000
