episode,time_start,time_end,timesteps_in_episode,mu_M_start,mu_M_end,mu_F_start,mu_F_end,delta_mu_M,delta_mu_F,rho_episode,R_M,R_F,R_total,wealth_gap,loans_M_episode,loans_F_episode,applications_M_episode,applications_F_episode,defaults_M_episode,defaults_F_episode,profit_episode,approval_rate_M_episode,approval_rate_F_episode,success_prob_M_episode,success_prob_F_episode,total_loans_M,total_loans_F,total_applications_M,total_applications_F,total_defaults_M,total_defaults_F,cumulative_profit,approval_rate_M_cumulative,approval_rate_F_cumulative,success_prob_M_cumulative,success_prob_F_cumulative,actual_approvals_M_episode,actual_approvals_F_episode,true_approvals_M_episode,true_approvals_F_episode,true_positive_M,false_positive_M,true_negative_M,false_negative_M,true_positive_F,false_positive_F,true_negative_F,false_negative_F,accuracy_M,accuracy_F,precision_M,precision_F,recall_M,recall_F,hawkes_events_M,hawkes_events_F,total_profit,cumulative_time,approval_rate_M,approval_rate_F,success_prob_M,success_prob_F
1,0.0,99.5,1105,60.81565575819663,61.4013131137613,48.29054967454462,48.75114700950556,0.5856573555646705,0.46059733496093713,1.271517030410824,0.005856573555646704,0.004605973349609371,0.005231273452628037,12.650166104255739,324,248,607,498,49,48,554.3636281482602,0.5337726523887973,0.4979919678714859,0.8487654320987654,0.8064516129032258,324,248,607,498,49,48,554.3636281482602,0.5337726523887973,0.4979919678714859,0.8487654320987654,0.8064516129032258,324,248,514,410,275,49,44,239,200,48,40,210,0.5255354200988468,0.4819277108433735,0.8487654320987654,0.8064516129032258,0.5350194552529183,0.4878048780487805,324,248,554.3636281482602,100.0,0.5337726523887973,0.4979919678714859,0.8487654320987654,0.8064516129032258
2,0.0,199.0,1124,61.4013131137613,62.052465797660815,48.75114700950556,49.28166299196487,0.6511526838995181,0.5305159824593133,1.2273950369618822,0.0061840501973209425,0.004955566587101252,0.005569808392211098,12.770802805695944,375,313,620,504,63,42,638.6891954881683,0.6048387096774194,0.621031746031746,0.832,0.865814696485623,699,561,1227,1002,112,90,1193.0528236364285,0.5696821515892421,0.5598802395209581,0.8397711015736766,0.839572192513369,375,313,524,431,312,63,33,212,271,42,31,160,0.5564516129032258,0.5992063492063492,0.832,0.865814696485623,0.5954198473282443,0.62877030162413,375,313,638.6891954881683,200.0,0.5696821515892421,0.5598802395209581,0.8397711015736766,0.839572192513369
3,0.0,298.5,1113,62.052465797660815,62.70172307875413,49.28166299196487,49.8200784086281,0.6492572810933126,0.5384154166632271,1.2058668102726633,0.0062868910685250036,0.005098429113611592,0.005692660091068297,12.881644670126029,413,308,618,495,77,50,658.3524706010234,0.6682847896440129,0.6222222222222222,0.8135593220338984,0.8376623376623377,1112,869,1845,1497,189,140,1851.405294237452,0.602710027100271,0.5804943219772879,0.8300359712230216,0.8388952819332566,413,308,509,422,336,77,32,173,258,50,23,164,0.5954692556634305,0.5676767676767677,0.8135593220338984,0.8376623376623377,0.6601178781925344,0.6113744075829384,413,308,658.3524706010234,300.0,0.602710027100271,0.5804943219772879,0.8300359712230216,0.8388952819332566
4,0.0,398.0,1153,62.70172307875413,63.45335976899735,49.82207747221833,50.45943985551892,0.7516366902432239,0.6373623833005908,1.1792925185682623,0.0065942600270018125,0.005422225452435754,0.006008242739718783,12.993919913478429,436,314,654,499,61,39,702.788581019809,0.6666666666666666,0.6292585170340681,0.8600917431192661,0.8757961783439491,1548,1183,2499,1996,250,179,2554.193875257261,0.6194477791116446,0.592685370741483,0.838501291989664,0.8486897717666948,436,314,556,427,375,61,37,181,275,39,33,152,0.6299694189602446,0.6172344689378757,0.8600917431192661,0.8757961783439491,0.6744604316546763,0.6440281030444965,436,314,702.788581019809,400.0,0.6194477791116446,0.592685370741483,0.838501291989664,0.8486897717666948
5,0.0,497.5,1081,63.4574215679362,64.08502675714068,50.46249618457425,51.055329574318684,0.6276051892044805,0.5928333897444347,1.058653577989316,0.00653874199788811,0.005529559799548125,0.0060341508987181176,13.029697182821998,394,339,576,505,70,46,672.6525572735264,0.6840277777777778,0.6712871287128713,0.8223350253807107,0.8643067846607669,1942,1522,3075,2501,320,225,3226.8464325307873,0.6315447154471545,0.6085565773690523,0.835221421215242,0.8521681997371879,394,339,473,431,324,70,33,149,293,46,28,138,0.6197916666666666,0.6356435643564357,0.8223350253807107,0.8643067846607669,0.6849894291754757,0.679814385150812,394,339,672.6525572735264,500.0,0.6315447154471545,0.6085565773690523,0.835221421215242,0.8521681997371879
6,0.0,597.0,1192,64.08954893655815,64.7924449427128,51.05965627123138,51.71130468163145,0.7028960061546599,0.6516484104000639,1.0786430150625759,0.006627981974193631,0.005701258345144709,0.006164620159669169,13.081140261081359,446,393,624,568,78,61,747.7441867447092,0.7147435897435898,0.6919014084507042,0.8251121076233183,0.8447837150127226,2388,1915,3699,3069,398,286,3974.5906192754965,0.6455798864557989,0.623981753014011,0.8333333333333334,0.8506527415143603,446,393,522,485,368,78,24,154,332,61,22,153,0.6282051282051282,0.6232394366197183,0.8251121076233184,0.8447837150127226,0.7049808429118773,0.6845360824742268,446,393,747.7441867447092,600.0,0.6455798864557989,0.623981753014011,0.8333333333333334,0.8506527415143603
7,0.0,696.5,1153,64.79456753104428,65.54652180825087,51.71130468163145,52.34276262660099,0.7519542772065932,0.6314579449695401,1.1908224184951313,0.006758380071506065,0.005788875645794807,0.006273627858650436,13.203759181649886,444,363,642,511,70,54,735.9824772340421,0.6915887850467289,0.7103718199608611,0.8423423423423424,0.8512396694214877,2832,2278,4341,3580,468,340,4710.573096509539,0.6523842432619212,0.6363128491620111,0.8347457627118644,0.8507462686567164,444,363,545,427,374,70,27,171,309,54,30,118,0.6246105919003115,0.6634050880626223,0.8423423423423423,0.8512396694214877,0.6862385321100918,0.7236533957845434,444,363,735.9824772340421,700.0,0.6523842432619212,0.6363128491620111,0.8347457627118644,0.8507462686567164
8,0.0,796.0,1172,65.55038485102844,66.39332010528103,52.34276262660099,52.972268642907906,0.8429352542525947,0.6295060163069195,1.3390424116957391,0.00697208043385551,0.005852148710454106,0.006412114572154808,13.421051462373129,484,371,667,505,72,57,760.3925182217051,0.7256371814092953,0.7346534653465346,0.8512396694214877,0.8463611859838275,3316,2649,5008,4085,540,397,5470.965614731244,0.6621405750798722,0.6484700122399021,0.8371531966224367,0.8501321253303133,484,371,566,427,412,72,29,154,314,57,21,113,0.6611694152923538,0.6633663366336634,0.8512396694214877,0.8463611859838275,0.7279151943462897,0.7353629976580797,484,371,760.3925182217051,800.0,0.6621405750798722,0.6484700122399021,0.8371531966224367,0.8501321253303133
9,0.0,895.5,1252,66.39332010528103,67.24545856812786,52.97865008485158,53.78861848808375,0.852138462846824,0.809968403232169,1.0520638329178964,0.0071442253443680355,0.006108965348376808,0.006626595346372422,13.45684008004411,486,427,668,584,76,55,826.8106326634344,0.7275449101796407,0.7311643835616438,0.8436213991769548,0.8711943793911007,3802,3076,5676,4669,616,452,6297.776247394679,0.6698379140239605,0.6588134504176483,0.8379800105207785,0.8530559167750325,486,427,560,506,410,76,32,150,372,55,23,134,0.6616766467065869,0.6763698630136986,0.8436213991769548,0.8711943793911007,0.7321428571428571,0.7351778656126482,486,427,826.8106326634344,900.0,0.6698379140239605,0.6588134504176483,0.8379800105207785,0.8530559167750325
10,0.0,995.0,1267,67.24846358460083,68.14719794556812,53.79942789184933,54.55551389385682,0.8987343609672962,0.7560860020074927,1.1886668429002207,0.007331542187371497,0.006264964219312197,0.0067982532033418475,13.591684051711304,505,419,706,561,90,63,849.3247996162858,0.7152974504249292,0.7468805704099821,0.8217821782178218,0.8496420047732697,4307,3495,6382,5230,706,515,7147.101047010964,0.6748668129113131,0.6682600382409177,0.836080798699791,0.8526466380543634,505,419,590,482,415,90,26,175,356,63,16,126,0.6246458923512748,0.6631016042780749,0.8217821782178217,0.8496420047732697,0.7033898305084746,0.7385892116182573,505,419,849.3247996162858,1000.0,0.6748668129113131,0.6682600382409177,0.836080798699791,0.8526466380543634
11,0.0,1094.5,1212,68.1478950436775,69.0408638234874,54.56214798631744,55.22576819287176,0.8929687798099053,0.6636202065543202,1.3456021546517087,0.007477461877537066,0.006304744107570127,0.006891102992553596,13.815095630615637,549,351,718,494,101,47,824.0276885701484,0.7646239554317549,0.7105263157894737,0.8160291438979963,0.8660968660968661,4856,3846,7100,5724,807,562,7971.128735581113,0.683943661971831,0.6719077568134172,0.8338138385502472,0.8538741549661987,549,351,585,429,448,101,32,137,304,47,18,125,0.6685236768802229,0.6518218623481782,0.8160291438979964,0.8660968660968661,0.7658119658119659,0.7086247086247086,549,351,824.0276885701484,1100.0,0.683943661971831,0.6719077568134172,0.8338138385502472,0.8538741549661987
12,0.0,1194.0,1230,69.04461487829396,69.88459768300206,55.230989907329786,55.953481047320906,0.8399828047081002,0.7224911399911207,1.1626202152713228,0.007557451604004524,0.006385776143980238,0.006971613873992381,13.93111663568115,543,412,698,532,90,68,841.4283283062869,0.7779369627507163,0.7744360902255639,0.8342541436464088,0.8349514563106796,5399,4258,7798,6256,897,630,8812.5570638874,0.6923570146191331,0.6806265984654731,0.8338581218744212,0.8520432127759512,543,412,584,445,453,90,24,131,344,68,19,101,0.6833810888252149,0.6823308270676691,0.8342541436464088,0.8349514563106796,0.7756849315068494,0.7730337078651686,543,412,841.4283283062869,1200.0,0.6923570146191331,0.6806265984654731,0.8338581218744212,0.8520432127759512
13,0.0,1293.5,1288,69.89431791992908,70.88221206935856,55.95623972111122,56.66696012789601,0.9878941494294793,0.7107204067847945,1.3899898469196659,0.007743504854739948,0.006443392656424146,0.007093448755582047,14.215251941462547,571,425,750,538,103,69,887.3064378988498,0.7613333333333333,0.7899628252788105,0.819614711033275,0.8376470588235294,5970,4683,8548,6794,1000,699,9699.863501786249,0.6984089845577913,0.6892846629378864,0.8324958123953099,0.8507367072389493,571,425,630,447,468,103,17,162,356,69,22,91,0.6466666666666666,0.7026022304832714,0.819614711033275,0.8376470588235294,0.7428571428571429,0.796420581655481,571,425,887.3064378988498,1300.0,0.6984089845577913,0.6892846629378864,0.8324958123953099,0.8507367072389493
