episode,mu_M_mean,mu_M_std,mu_F_mean,mu_F_std
1,61.52133477947099,0.0134865946494197,48.37096297205351,0.0069645517895958
2,61.588069774574855,0.0183946500953502,48.4413433743984,0.0122208042231146
3,61.654228287060434,0.0249459363094703,48.519605764627975,0.0251982335991231
4,61.72646086264873,0.029657105694212,48.60608579051159,0.0356535376924909
5,61.80319120163574,0.0390096969436284,48.69277153127111,0.0498776415046053
6,61.88276194374372,0.0475789591094736,48.785937551997584,0.0630881686365384
7,61.97088403776896,0.0527992349204764,48.88989165356711,0.0711229004565859
8,62.055078743220975,0.0569840495053614,49.00340928171613,0.0907668504991189
9,62.14115221567128,0.0654875759302696,49.12571671797385,0.1045976735292084
10,62.22873655080148,0.0713336502336118,49.26246725821484,0.130268102716449
11,62.325507176282784,0.0812076651050394,49.408109426504765,0.1510948561842424
12,62.41955908842728,0.0903206556739028,49.56070789254923,0.1682931144511351
13,62.51497671842712,0.0948396104104061,49.723436414181634,0.1830097720868216
14,62.610951885541205,0.0981234192315386,49.885104585454414,0.1906581189623172
15,62.70974716452672,0.1075416981724885,50.06421502759211,0.1931742588800148
16,62.8088131035777,0.1125713499298698,50.24229533991134,0.19474307817516
17,62.90731985602156,0.1168041745012663,50.41563199301432,0.1944465931795077
18,63.00584543022144,0.1204531540918527,50.58091672822749,0.1871571008330456
19,63.10535768835702,0.1199107593515696,50.75453464428677,0.1788367751889152
20,63.20490596820999,0.1247520541690542,50.92201449954525,0.1669959766934057
21,63.30334887599322,0.1299093785318889,51.09081010822696,0.1542940282483385
22,63.40339897804688,0.1364167476894896,51.254730584886055,0.1413258637261593
23,63.50451542667908,0.1426330625535032,51.41172911008565,0.133198205745465
24,63.60442202331071,0.1466985914388877,51.56253108209468,0.1291235358447101
25,63.7054290784982,0.1547541010373524,51.70933644867331,0.1277311672933989
26,63.80535309240346,0.1584752506666968,51.8514342591291,0.1261068541735324
27,63.90527896090549,0.1657380007309526,51.99629573171045,0.1289296130362235
28,64.00324552543188,0.1723432496788733,52.13827018991704,0.1225356290460002
29,64.10514608740088,0.1803360721966079,52.28009316318887,0.1247647024318538
30,64.20682568007311,0.1890613653018884,52.419895329961605,0.1248028442930998
31,64.31093214199021,0.1940913297480767,52.55703731394542,0.1285597077208759
32,64.41560383783613,0.1998418801182396,52.69668743856581,0.1282181433643942
33,64.5201505733929,0.2090577464395456,52.83796069306031,0.1313599338756315
34,64.62544841451437,0.2140049410619371,52.980534896651285,0.1385122914115782
35,64.73035848865256,0.2203939863853848,53.13196650836737,0.1448100615182492
36,64.83542282796282,0.223284292522638,53.28370901851789,0.150634575465064
37,64.94294581384784,0.2350423316641982,53.43561075141948,0.1565349095164907
38,65.05622390466709,0.2386610415227351,53.58960865913798,0.1601361950950995
39,65.16716540398643,0.2436426337864421,53.74091329163862,0.1641562043037535
40,65.27685806190289,0.2483972299742387,53.89761154658776,0.1637814034679418
41,65.38560466147857,0.2514499783387297,54.05793693038432,0.1679598893521311
42,65.49531823879289,0.257076860897321,54.21100407459333,0.1645655653575142
43,65.60444078967,0.2618907783032153,54.37283801956769,0.1656892517028836
44,65.71437773752521,0.267976851714903,54.52695428479999,0.1673235646640603
45,65.82538624277444,0.2789782244985896,54.68479169634556,0.1674929531519198
46,65.93942847039321,0.2861249962423467,54.83528253770884,0.1775800910972044
47,66.05342901249976,0.2959553877669802,54.98785635117167,0.177065197196672
48,66.16650710417449,0.3066497978015262,55.1425263481505,0.1755018765143552
49,66.28393037045628,0.3187807002800846,55.29959730742746,0.1751933129646052
50,66.39736079742275,0.3293375410890182,55.45414058657229,0.1827404948850517
51,66.51728218028227,0.3360957491050428,55.61695038412635,0.1830513225116941
52,66.63256037239839,0.3415735851205122,55.77403151727267,0.1872259479202008
53,66.74797643564887,0.3465643064001419,55.934750302489775,0.1924920014242105
54,66.8640843899413,0.3537608829316625,56.09795673615544,0.2027778964762653
55,66.97956930209469,0.3632717575500693,56.26174246379685,0.2055551706971706
56,67.09590266466935,0.3734828086611276,56.42361776439945,0.2125602525880236
57,67.21625666039003,0.3826150344261511,56.58594451774228,0.2176623582034105
58,67.33569538400909,0.3893112303696355,56.749700412772185,0.2179026602192042
59,67.45987257075959,0.3986989021860111,56.91355740312757,0.2221124019809148
60,67.58050935985635,0.40631154425426,57.08197992648523,0.2307535894231216
61,67.70585192556233,0.4154837066884497,57.25355186502348,0.2367712364328715
62,67.8314427966698,0.425980034139381,57.41770021859144,0.2411281451380015
63,67.9596592908965,0.4379258614058564,57.594980164354695,0.2454675043692011
64,68.08373668065076,0.4464232919963144,57.76850537363256,0.2487877974379681
65,68.21433224414157,0.4530988263012839,57.93754793658625,0.2530066353428984
66,68.34180131836487,0.4616284254630791,58.10704773693247,0.2600825079964055
67,68.46881694374245,0.4733409980692453,58.27614031949888,0.2643214955718158
68,68.60224256835335,0.4830006255973861,58.45210688664014,0.2702506505777207
69,68.73548569269737,0.4940217708943733,58.62218888518119,0.2696025781130254
70,68.87075097284658,0.4988790943912203,58.79776734736256,0.2770611769821982
71,69.00250279068587,0.507472044060076,58.974243073811024,0.280294683532831
72,69.13360033248493,0.5165263513045116,59.14970868665388,0.2834172796526158
73,69.26419415020922,0.5276592053228111,59.32835967879205,0.2808523027305478
74,69.40040218709603,0.5345759090774156,59.504668085909216,0.2880565838039451
75,69.5353710412417,0.548386187435108,59.68139635454554,0.2976250060983835
76,69.67584394734175,0.5536044430757798,59.86319993780163,0.2967046400405866
77,69.81492270793247,0.5674679686348426,60.040125517733806,0.3009618605314258
78,69.95337064071838,0.5749000581993863,60.22388464921666,0.3016452494564064
79,70.09126796713673,0.5800245596087569,60.40107393054863,0.3074416960199114
80,70.23806430450051,0.5880798627735464,60.57918759617684,0.3154309713369972
81,70.38187633358584,0.5972723234440441,60.76046132172352,0.3219593407774185
82,70.52510624140264,0.60582682318619,60.94276792853201,0.3261735693786259
83,70.66814030961436,0.6210385293422301,61.12334855149125,0.3287109193917613
84,70.81352998973497,0.633943543280511,61.3079568016844,0.3369349416772146
85,70.95967291588649,0.6512079499037594,61.48952533841767,0.3380925769340406
86,71.10975162639866,0.6697756177261364,61.6696323402932,0.3438014816111929
87,71.26058669562326,0.6773587673230189,61.85658086994607,0.3473859411000115
88,71.41613349437044,0.6911157623381462,62.04431410478723,0.3573700381521152
89,71.56407117685629,0.7050734090022409,62.231578283697175,0.358871071737452
90,71.7191916613621,0.7138024419572533,62.422148737489216,0.3668302175065459
91,71.86855922117454,0.7254046184635361,62.61352239751152,0.3684570028441733
92,72.01826025271876,0.735537255132209,62.80597361676486,0.3785928644101864
93,72.17390563430506,0.7518425764939747,62.99247259293679,0.3819216197417381
94,72.33011680127963,0.7633142130980554,63.183785292335074,0.3821893985141296
95,72.49030360419155,0.7789235996185858,63.38252529170212,0.3909948210256425
96,72.6518078889462,0.7880474999684407,63.57716682834253,0.3992894467674606
97,72.81233201052643,0.8037907406955838,63.77109601586606,0.4029052442840182
98,72.97799300275425,0.8163498637487007,63.96136848560843,0.4054092831705409
99,73.14114390671645,0.8257428450120109,64.15492912743954,0.4084626924867616
100,73.30756033703665,0.842365507011277,64.34954258771461,0.4137445321891338
101,73.47477061267264,0.8507279086884717,64.5478688874177,0.419362966482283
102,73.64258875910204,0.8594497062857779,64.74697554449789,0.4222701481544776
103,73.80956545597218,0.8742860248822496,64.94297592765218,0.4281928705188375
104,73.97608713045125,0.8913697947289083,65.1349504435768,0.4393019976453273
105,74.14769116716141,0.9058122121637358,65.33727028381028,0.4472120695563362
106,74.31612406448367,0.9179451378385702,65.54094763962325,0.4509579831342107
107,74.49242375935368,0.9290580682994364,65.74347073432698,0.465083573551217
108,74.667237706366,0.9412996058637164,65.94024874952784,0.4728994891370412
109,74.8440404320414,0.9565053963428032,66.14303727225081,0.4778177201895776
110,75.01558440706894,0.9711792637853652,66.34083864583741,0.4903715947750151
111,75.19132145044517,0.989724341355955,66.54695744163774,0.4939780155946143
112,75.37009123768188,1.0076484736074316,66.74784212694286,0.5007582364532364
113,75.54782304027822,1.0296285485337704,66.95469687596012,0.5048545905267762
114,75.72926766846903,1.0509311580915863,67.1626004693013,0.5173473103445162
115,75.91566722354852,1.0720202497189202,67.37430016145763,0.5290129946757456
116,76.10197634717127,1.0923215249061748,67.58435948014571,0.5418153805052024
117,76.28657127505764,1.1090639017703088,67.79647359719785,0.5528640986754253
118,76.47686000740768,1.1287151062017031,68.01139114192772,0.565323586497734
119,76.66711816463658,1.152653832398856,68.22160874133297,0.5729020485059845
120,76.86184713235096,1.175010320122572,68.42661946191288,0.58321893334962
121,77.06140550578445,1.2040367442377324,68.64093225197878,0.592281748467758
122,77.25061153426643,1.2274782760489964,68.84880579179591,0.5939589849245089
123,77.45036453664365,1.2544218374751033,69.05990128785879,0.6004158080559838
124,77.65009982572238,1.2753617354170712,69.26406232274677,0.6084206905849454
125,77.84376308874612,1.2980150926630676,69.47735745056166,0.6176394793592541
126,78.0508112600719,1.3232628733137772,69.68585381360455,0.6235758499450511
127,78.25288185423632,1.3466368281706291,69.89412680956765,0.6313467204944951
128,78.45540689886562,1.371804933954783,70.10342881848452,0.6418104244956376
129,78.67167987593183,1.3986874558112603,70.30836862476968,0.6470165416351173
130,78.87892733799852,1.4184766227887184,70.52169727589589,0.6525524532785972
131,79.08843549373486,1.4461913267333553,70.73296788367118,0.6628937067201262
132,79.2986860453502,1.472588204743081,70.94178540045054,0.6717023536063134
133,79.51249152703492,1.4937644367092529,71.15963771816584,0.6855402364666258
134,79.72563958788167,1.5208209284316034,71.3782008921788,0.6900670347914187
135,79.93641539291681,1.54452532981201,71.59360302460027,0.7031880613371848
136,80.15337504536924,1.571118986363131,71.80526350062436,0.7039589447313074
137,80.37222434133862,1.594870230602201,72.01908357001646,0.7107727876755381
138,80.59476129054146,1.6214852368163426,72.22994956981529,0.7207982508979139
139,80.81971209587448,1.6408975725871373,72.44203253834138,0.7314247884867869
140,81.04824623431304,1.6568494620253813,72.6546068941575,0.7425558287767585
141,81.27140307898837,1.671927811528296,72.87185494399684,0.7511072815382143
142,81.50136637227179,1.6926990539167388,73.08384477849954,0.766218893191318
143,81.73640495492299,1.7188308309958766,73.29483167539065,0.7663864240318082
144,81.96665638233819,1.7430553218978078,73.50587841139864,0.7789182733943912
145,82.19145418058633,1.7678954214459233,73.71815268492277,0.7902403145316076
146,82.42424956470641,1.7987551959872998,73.93050712067887,0.7989867951798958
