episode,mu_M_mean,mu_M_std,mu_F_mean,mu_F_std
1,61.51292972810607,0.1328844667525827,48.336458057161714,0.079934207461357
2,61.57302871214934,0.2757513152931352,48.366700203558686,0.1605987326793388
3,61.63513256396847,0.4164294565952649,48.39982500087676,0.2462696615168841
4,61.69573333667063,0.5521038176341699,48.430044378665386,0.3226657078481263
5,61.75868903484343,0.6886949008869657,48.46003143045607,0.3959751774093307
6,61.81981063699324,0.815949522588558,48.49025371314523,0.470563797552255
7,61.88607014407354,0.9452295986869746,48.52472592463933,0.557631238479135
8,61.950289105661206,1.0676231335120177,48.55638901831776,0.6354287711496668
9,62.0124564569479,1.1765408239445982,48.59020830803768,0.7171366067181381
10,62.0775888298749,1.2857248982081098,48.62484007905843,0.7971475902391156
11,62.14548598179461,1.3952158853739218,48.65866584602634,0.8748898167378856
12,62.21463904316796,1.5021451609234815,48.69392143643671,0.9511893017403864
13,62.28588012637256,1.60041774238558,48.73110221400027,1.0300278563276697
14,62.36015259774774,1.6963622143124282,48.768265846504455,1.1052661436526507
15,62.43502487525393,1.7832645681529775,48.80675610379292,1.1815761497305282
16,62.51273514658268,1.8692372083140048,48.847739034053205,1.2618599248026396
17,62.59024903630361,1.9405111145787053,48.88656710450012,1.3354872572877263
18,62.67130588371267,2.0141476602324486,48.93114628368191,1.417849774464517
19,62.75780051290167,2.083422408358162,48.97487967155047,1.4957359273879829
20,62.84502710037596,2.1508349446057022,49.017284889905774,1.5665389520673758
21,62.93649643153209,2.2190084989330665,49.06539737306037,1.6461460116143107
22,63.02705063604496,2.269710998009552,49.11343030988149,1.7196435227565383
23,63.12005250449975,2.314742936043068,49.16397783036258,1.7991162117125756
24,63.21994648735921,2.358914526624778,49.21476284110298,1.8738012052295363
25,63.32454663973651,2.399176239985577,49.26905855419752,1.951247206051196
26,63.41880527393365,2.4262314682264567,49.32321762525093,2.027949283194721
27,63.52052240954472,2.4558014200289144,49.38093881274854,2.102531071993752
28,63.62492034462123,2.4840970817826302,49.43828740241076,2.174526986377778
29,63.72318314059326,2.50392752017105,49.49805705836612,2.2448678882732604
30,63.82706330122184,2.5242929183231038,49.56429844099419,2.324703818980438
31,63.93254590205252,2.5319111464452946,49.63116055116016,2.4040672692848
32,64.03733070906057,2.538962817139855,49.70198442866639,2.4864547803387835
33,64.14377192169567,2.53927543519251,49.77030435710304,2.569236545487533
34,64.24644943167216,2.534910443646773,49.84342100549475,2.654314414334354
35,64.34725577875273,2.527596077292679,49.915848088018926,2.735043511063072
36,64.45191999030766,2.517281408472796,49.9915429537317,2.8145683694655337
37,64.55526081337317,2.5012804864003666,50.066371731409824,2.897612830692634
38,64.65759708295118,2.481590837782917,50.14570826379626,2.988789660234055
39,64.7582263772325,2.4581285855022617,50.22260087022174,3.075799592518605
40,64.85895267372857,2.4317797166566644,50.30263755642446,3.166205693904719
41,64.96376456481684,2.4011114909245075,50.38512101990922,3.2591094238278897
42,65.0627935918922,2.3720946424718585,50.46628033336841,3.350734527113284
43,65.1593589110138,2.3409241154133653,50.55076454275373,3.4461372387734936
44,65.25970690213887,2.3085393121241538,50.63259401436342,3.535354680225466
45,65.35680856409992,2.2763896483147663,50.72134173373436,3.637307575705095
46,65.45315425318819,2.24384959730002,50.80639664532478,3.736755585543512
47,65.55138165598967,2.2106421687668623,50.892491293065824,3.833849530420751
48,65.64885492152928,2.1787648219408835,50.97826023320879,3.9346561036013927
49,65.74448880644825,2.1464717312796857,51.06281716134719,4.027147996711605
50,65.83533201311636,2.117345288190537,51.15348448126888,4.12868528785062
51,65.92455148995307,2.0887287657053606,51.24310657818337,4.23382610647815
52,66.01515068155985,2.0589630232997607,51.33208435947581,4.333425658908888
53,66.10085166706617,2.032354466345869,51.42218659712584,4.437209761429444
54,66.19217854995634,2.0042201579677923,51.51479847852615,4.53688177544882
55,66.28132732514409,1.9778248779847487,51.60942353613554,4.645090309400607
56,66.37283388362803,1.9518827619104773,51.70659575811717,4.748433976262718
57,66.46208757547461,1.9275811480480816,51.80459115643588,4.851393174493842
58,66.54823675328979,1.9042957519190653,51.903326380285264,4.952993845299472
59,66.63422310635515,1.882783253460769,52.00599198768423,5.055107647776027
60,66.72308191676532,1.8596767831276344,52.10835969874838,5.160486590966189
61,66.8091455588964,1.8404019262553104,52.21401316302608,5.261272991753099
62,66.89745398568496,1.821517104782889,52.31990433739944,5.366024684706765
63,66.98622648830772,1.8034916007933928,52.42445583196998,5.464404126990671
64,67.07068874228625,1.789275176883747,52.53848824914841,5.57092911185054
65,67.16021252138543,1.7760697404780053,52.65045166029663,5.67531301649123
66,67.2512366495619,1.7639856310564963,52.7722737270646,5.788626157093913
67,67.34038043932064,1.7541635462342051,52.8925039257745,5.895691457023576
68,67.42790427549957,1.748999247272652,53.01898347940393,6.003873688491895
69,67.51849293461632,1.7453013134382107,53.152531804484326,6.115598052336449
70,67.60519564585343,1.7437923778188436,53.28886712050554,6.232639994297347
71,67.69356023051145,1.7447591606601922,53.4228398989163,6.3427152748051805
72,67.78462915924624,1.7490017896947034,53.56277258573814,6.450183083441484
73,67.87532763842998,1.7558858040414775,53.69735681802606,6.555019634791883
74,67.96319512585038,1.7639314452228965,53.83553879983746,6.663654535560663
75,68.05105687965172,1.777473158638685,53.977863556192645,6.7732244463280935
76,68.1396321130479,1.7923974923661472,54.12647596975719,6.882563903234538
77,68.22914479163452,1.810257082580505,54.27767038383297,6.996280096977408
78,68.31542967718967,1.8325118955936197,54.42830863396316,7.106079296597454
79,68.40725213114041,1.8570462522824769,54.58394015840079,7.219355636644908
