episode,reach_M_mean,reach_M_std,reach_F_mean,reach_F_std,apps_M_mean,apps_M_std,apps_F_mean,apps_F_std
27,0.050914666666666636,0.0007612124831112756,0.0269373333333333,0.0016619934483090388,1254.608,20.41959842896035,653.7040000000001,33.10226578347772
28,0.05102266666666664,0.001965960325133755,0.026858666666666635,0.0011921036494831846,1257.84,26.68332812825267,652.5279999999999,31.840854259896986
29,0.05104066666666664,0.0009472181492255125,0.0268473333333333,0.001942506971244444,1257.6480000000001,39.582824558133794,651.712,34.87922017476882
30,0.051019333333333305,0.0020943044456599533,0.026787333333333302,0.002010666003536567,1257.6480000000001,38.53517873320428,650.6239999999999,27.9069883720906
31,0.051057333333333295,0.0019354873058512025,0.026720666666666636,0.0005930148958218975,1258.7520000000002,29.863690327888143,648.7760000000001,18.5321342537766
32,0.05104733333333331,0.0013287420951996708,0.02665066666666663,0.0013087313619600319,1258.744,15.401298646542765,647.792,15.354478174135386
33,0.05109799999999997,0.0012292725943057281,0.026591333333333297,0.0008685876147196793,1260.008,15.43502510525979,646.696,13.425349157470729
34,0.05119799999999997,0.0016972199490801392,0.026497999999999963,0.001464771502847977,1262.848,17.11139970896595,645.448,29.41700188666411
35,0.05115866666666664,0.002776388541492944,0.026495999999999964,0.0015907719998653157,1262.9360000000001,40.15270850141992,645.0,23.404273114113156
36,0.05113866666666664,0.0007427426651719078,0.026506666666666633,0.002384906240877781,1263.336,12.351518125315609,644.9920000000001,29.59053902854762
37,0.0512453333333333,0.0013928388277183892,0.026435999999999966,0.0023114449545204056,1265.904,30.14232904073605,642.7360000000001,34.284690460903974
38,0.05126066666666663,0.0015837718690939378,0.026341999999999966,0.0014360439485692005,1266.864,33.95055227827671,641.0,37.99684197403779
39,0.05140199999999997,0.001969912575612331,0.02627266666666664,0.0011506037062728868,1269.04,32.35181602321576,639.976,16.79761887887685
40,0.05138199999999997,0.0038055515004033575,0.026279999999999967,0.0007898663740715078,1270.4959999999999,74.3333034379611,639.6160000000001,21.423351745233514
41,0.0514733333333333,0.0016936154620613572,0.026239999999999965,0.0011365151414154994,1273.2320000000002,37.91253090997751,639.096,26.42423130386199
42,0.0515753333333333,0.0014879142747110585,0.026241333333333297,0.0012389511693363868,1276.16,36.177340974704045,638.792,31.32666595729587
43,0.05158866666666663,0.0021419098435223167,0.02620666666666663,0.0009952665751222537,1276.2160000000001,28.959281759049205,637.656,22.826300620118015
44,0.05168466666666663,0.002104492549021964,0.02611599999999997,0.001961716935068189,1277.7759999999998,34.197075898386394,636.288,28.92749557082327
45,0.05169266666666664,0.0027671686291627054,0.026060666666666635,0.0014836142056178486,1277.8319999999999,38.42915559832144,634.728,28.938555596297476
46,0.0517913333333333,0.0023790754506740636,0.026033333333333304,0.0015456030825826074,1279.776,23.45207879911715,634.88,25.949181104612915
47,0.05192199999999997,0.0028585155432691144,0.02599599999999997,0.0009363047936792051,1282.5120000000002,41.136844798793206,634.776,25.00719896349849
48,0.0519913333333333,0.0017922673411693358,0.02595799999999997,0.0008669871202426694,1285.504,42.353748358321255,634.2320000000001,20.29187029329726
49,0.05202333333333329,0.0011983785341498257,0.02590266666666664,0.0017057093669334096,1285.6960000000001,17.07161386629864,632.904,24.87247474619283
50,0.05219533333333329,0.0024759958714738574,0.025876666666666638,0.0014343019982633262,1289.696,31.264036847470607,631.7679999999999,32.51092124194576
51,0.05228999999999997,0.0021917775637342557,0.025897999999999966,0.0022426422907910358,1291.824,47.26690173895471,632.056,33.48432469081615
52,0.0523673333333333,0.0016146895126377188,0.025848666666666634,0.0007601169500661033,1293.112,30.505081543900186,630.944,19.630588376307013
53,0.05232799999999996,0.0018770544300401747,0.025871333333333305,0.001431394036905601,1292.2,25.71847584908561,630.12,29.39795911283639
54,0.052438666666666627,0.003080674529312618,0.025826666666666637,0.001388844443733331,1294.8239999999998,49.40202425002441,629.2959999999999,27.463430230034994
55,0.05258733333333329,0.0012236103228651662,0.025877333333333304,0.001588500340992509,1298.096,18.575252353602092,629.712,27.608694282779837
56,0.0526253333333333,0.0007180219742846133,0.025899333333333302,0.001479113848822246,1298.9279999999999,9.830564581955606,629.312,38.7896893516821
57,0.05270999999999995,0.002496108081705526,0.025849333333333308,0.00043269183285824235,1301.096,38.61398710312107,628.1759999999999,21.122499852053497
58,0.05277666666666663,0.0008717797887081382,0.025833333333333305,0.0003316624790355353,1302.328,18.18790807102345,628.408,16.942254867637896
59,0.052825999999999956,0.001769651566457837,0.0257773333333333,0.0012036980056845325,1304.08,21.37849386650051,627.208,26.55108284044174
60,0.05293866666666663,0.0021018510360579275,0.025665333333333304,0.0017862126288758359,1307.232,29.097078891187685,625.672,33.74966666502056
61,0.05306666666666663,0.0019396448701301742,0.025564666666666635,0.0013249737942901136,1309.776,27.349588662354687,623.4879999999999,29.579722784366993
62,0.053155333333333304,0.002201262264146544,0.025547333333333304,0.0015116216457831024,1311.36,43.869807385034186,622.7919999999999,32.03123475609393
63,0.053311999999999964,0.0022574567794558533,0.025554666666666635,0.0014602130742539779,1315.056,35.82959670440068,622.28,23.87969849055888
64,0.05338799999999996,0.0009389710680669064,0.025505999999999966,0.0014255603186895224,1316.04,14.840485167271318,620.944,17.776388834631177
65,0.05356799999999996,0.0013339581869175922,0.02551266666666664,0.0015558134706820132,1318.4479999999999,35.75695736496605,620.304,26.993332510084784
66,0.053597999999999965,0.0024213173641176727,0.025477333333333303,0.0010442966798546857,1319.792,41.77750590928089,619.088,19.687559523719543
67,0.05357066666666663,0.0017619433715203188,0.025489999999999968,0.0011284207253207334,1319.312,33.64758535170094,618.472,23.301502097504358
68,0.05361666666666664,0.0031824169710736715,0.025447999999999967,0.0005359311730271202,1320.9679999999998,33.967042850386605,617.944,13.690872872099865
69,0.0537173333333333,0.0013798148023879686,0.025455999999999968,0.0010624918300339442,1323.4080000000001,38.499870129651086,617.784,13.763720427268202
70,0.05384399999999996,0.0015869257491556736,0.025436666666666632,0.0012186057606954057,1325.016,15.328405005087776,617.2,31.518883228947058
71,0.05402599999999996,0.0014668560483792174,0.025395999999999964,0.0015342388630486508,1328.672,28.308302669005077,615.8960000000001,24.06158764504121
72,0.05404866666666663,0.0032479053078698014,0.0253653333333333,0.002024159633581867,1329.536,47.604201495246194,615.424,26.828343221302354
73,0.0540673333333333,0.001323295549418608,0.02526066666666663,0.0013798148023879545,1329.736,17.966635745180564,613.04,13.196969349058897
74,0.05426199999999997,0.001711561989658707,0.025273333333333294,0.0015165750888103146,1332.616,32.68883601476198,612.1759999999999,11.338430226446693
75,0.054258666666666636,0.0023190036174568205,0.025219999999999968,0.0013492796432006133,1333.1760000000002,31.874754901018456,610.864,13.093509842666327
76,0.05430133333333329,0.0015939120288006863,0.025129999999999965,0.0015450638246435778,1334.168,31.556932677305632,609.104,18.216476058777122
77,0.054367999999999965,0.002741451359326958,0.025069333333333298,0.0016253204812179882,1335.9279999999999,41.92660253347509,608.152,28.950993074504368
78,0.05448199999999996,0.0007479601890772438,0.025033999999999966,0.0007535103036971566,1338.4720000000002,17.652195330892983,607.5840000000001,9.85900603509299
79,0.0545413333333333,0.0016445195178058595,0.02496799999999996,0.0007509253550712472,1340.376,15.484185480676725,606.552,23.986662960903917
80,0.054528666666666635,0.0014864200094335481,0.02484266666666663,0.0016110727964792966,1341.32,12.214745187681975,604.336,26.21907702418222
81,0.054541333333333296,0.0022277292873636393,0.024769333333333296,0.0014136241839093303,1343.92,44.25652494265676,603.8240000000001,20.635891063872187
82,0.05459399999999997,0.0017841898254763436,0.024727333333333296,0.0012371562373263815,1345.2479999999998,30.010664771044308,603.0319999999999,16.82379267585047
83,0.054654666666666636,0.0017435595774162637,0.02471666666666663,0.001181336343111273,1347.2160000000001,44.58071331865384,601.9119999999999,24.741867350707384
84,0.05472466666666664,0.002956630965586798,0.0247613333333333,0.0018451136670797489,1348.704,49.25444142409901,602.5120000000001,30.825963083089555
85,0.054757999999999966,0.00048476798574163826,0.024757333333333298,0.00019293061504651322,1349.2,3.4409301068170506,601.864,22.653917983430592
86,0.054744666666666636,0.0012991450179936836,0.0247413333333333,0.0011098047876390803,1350.016,30.31171390733292,601.1360000000001,12.734205903785284
87,0.054848666666666636,0.001872609587358413,0.02472466666666663,0.001188603288645032,1352.624,14.372195378577343,601.04,15.011995203836165
88,0.05493066666666664,0.001803083778173155,0.02467399999999996,0.002572612161468048,1354.184,25.65618833731932,600.5120000000001,30.374989711932415
89,0.054924666666666636,0.001973716179078313,0.02466666666666663,0.0013256025883432124,1354.736,47.520942751591114,600.024,21.320412753978285
90,0.0550033333333333,0.0009315459074988104,0.024569333333333297,0.0012710450643291854,1356.5520000000001,32.30232189796888,597.52,28.160965892525777
91,0.055047999999999965,0.0011421227799341405,0.0245093333333333,0.0026401809702282794,1357.92,22.050850323740352,596.928,37.98631332466998
92,0.0551753333333333,0.002044912386061239,0.024429999999999962,0.0008537498983243669,1361.48,21.86869909253863,595.984,19.270703152713445
93,0.055249333333333296,0.0033954217541991654,0.02435799999999996,0.0007735200923914687,1363.944,34.16079624364748,595.336,17.488281790959338
94,0.05527133333333331,0.0018127633908238535,0.024303333333333295,0.001384838538522721,1365.352,32.09610568277716,593.432,21.348536249588633
95,0.05532199999999997,0.0020907202374088876,0.02421399999999996,0.0010997474457549272,1367.84,25.71380951940027,592.272,21.265935201631738
96,0.05533399999999997,0.0021380156947766174,0.024190666666666628,0.0006293735862833271,1369.5439999999999,27.575351312358652,591.4879999999999,18.037738217415175
97,0.05540466666666664,0.002754087870784077,0.02412266666666663,0.0008650626181574087,1371.392,38.1292538610448,589.024,15.755633912984905
98,0.05539066666666663,0.0014798648586948722,0.02407266666666663,0.000600000000000005,1371.2320000000002,42.7392091644195,588.3679999999999,16.012495120998476
99,0.055443333333333296,0.0010019425576792633,0.023999333333333296,0.0010967122584241511,1374.424,17.269626515938324,587.176,21.423351745233518
100,0.05552399999999997,0.0018139888521034183,0.023919999999999962,0.0009288583195395098,1376.68,35.805027579936315,585.96,7.573638491504595
101,0.055681333333333305,0.0024745369937289804,0.02385466666666663,0.0008938058451861306,1379.9359999999997,39.51910930170365,584.6320000000001,18.456435192094922
102,0.055775999999999964,0.0024916527312876706,0.023851333333333294,0.0015468606200229585,1382.6,37.5946804747693,584.456,33.95526468752673
103,0.05575599999999997,0.0018630918149976203,0.023876666666666626,0.0019274335267396357,1384.2879999999998,40.20646714149354,585.2080000000001,40.20646714149355
104,0.055826666666666636,0.002299516857467635,0.023835333333333292,0.001486420009433536,1385.296,51.8667523563988,584.616,22.222511109233356
105,0.05599066666666664,0.0016133126720440085,0.02383666666666663,0.000881286937760158,1388.1280000000002,38.40104165253854,584.136,23.181026724457222
106,0.05601666666666664,0.0020892582415776117,0.02376466666666663,0.001073157335467028,1388.6959999999997,34.01999412110472,582.736,26.528475267153972
107,0.056161333333333306,0.002815334990922225,0.023738666666666627,0.0011296508801886824,1391.6,45.035097424120224,581.696,15.173661390712525
108,0.05629066666666664,0.001500370324656915,0.023696666666666633,0.001733974240485331,1395.0,34.47897910321592,580.424,30.261526729495984
109,0.056367333333333304,0.002713341523329167,0.02366666666666663,0.0011983785341498512,1396.3440000000003,54.11986696214247,578.856,28.756912212544652
110,0.05648399999999997,0.0006980130530457313,0.0236593333333333,0.0010637982264821654,1399.736,49.487776268488766,578.976,20.943734146517425
111,0.05666999999999996,0.0012501111061732832,0.023580666666666632,0.0010533016872883356,1402.6640000000002,23.79411691994473,577.544,11.637869220780924
112,0.0567353333333333,0.0013621877827801466,0.0235313333333333,0.0010146154170149744,1404.2720000000002,15.954936540143304,576.6,22.842066456430775
113,0.05685799999999997,0.0021580598282305067,0.02346999999999997,0.0009339283817414488,1405.432,25.187298386289864,574.896,10.43839068055991
114,0.057004666666666634,0.0012478871031556453,0.0233993333333333,0.0006046119049072241,1409.376,40.315753744659176,573.408,15.561490931141527
115,0.05710866666666664,0.0013074572438303384,0.023355333333333297,0.0010895972752454183,1411.368,38.29673615335907,573.1360000000001,24.424577785501224
116,0.057295333333333295,0.0013193011618108895,0.023327999999999963,0.0011506037062728692,1414.6240000000003,8.822698000045111,571.888,17.304334717058612
117,0.057381333333333305,0.001823458252881043,0.023276666666666633,0.0017293222821543539,1414.888,21.976350925483512,570.808,28.336548837146697
118,0.05746999999999997,0.0020940391591371824,0.0232393333333333,0.0005835713800003845,1416.5439999999999,41.52878519773965,569.192,17.35050431543706
119,0.05746599999999996,0.002003191897392201,0.023194666666666634,0.0011062951183517323,1417.0639999999999,11.551623262554921,568.216,35.57189902155914
120,0.057593999999999965,0.001535324793723523,0.023169999999999965,0.0012710450643291847,1419.5439999999999,32.46536616149585,567.432,36.37911488752853
121,0.05767599999999997,0.0017253019059476854,0.02313799999999997,0.0009213516640723319,1420.68,5.607138307550475,566.6080000000001,20.105720578979508
122,0.05779466666666664,0.0023151673805580694,0.023141333333333302,0.001025508004194357,1423.04,24.418026128252055,566.904,8.93532316147547
123,0.058027333333333306,0.0016566364853052152,0.02313799999999997,0.001190704739966132,1427.04,34.88610038396381,566.144,18.10414317221337
124,0.05801799999999997,0.0025801593404714725,0.023109999999999974,0.0016170961628796177,1428.128,40.33162530818712,565.072,29.525582128046178
125,0.05811466666666664,0.0019210818711225249,0.023104666666666634,0.0012023125864580935,1430.0080000000003,33.787571679539205,564.6,10.910545357588685
126,0.05810599999999997,0.001273010430261899,0.02309466666666663,0.0015586675220984293,1431.2879999999998,31.656910777901242,564.1519999999999,10.49571341072154
127,0.05814066666666664,0.0019666666666666517,0.023035999999999966,0.001944079330800165,1433.28,25.803875677889938,562.2719999999999,16.475436261295176
128,0.05833533333333331,0.001018713785995766,0.022965333333333303,0.0010442966798547243,1436.336,22.150395030337496,559.736,32.155870381627054
129,0.058442666666666636,0.0030793217146349305,0.022933333333333302,0.000987983355685275,1438.352,40.97511439886409,559.24,24.220652344641753
130,0.058518666666666636,0.001880159567696307,0.0229533333333333,0.0020252571853141598,1439.464,14.683323874382122,559.808,29.32848444771738
131,0.058697333333333296,0.002552232138518928,0.022979333333333303,0.0012006942436218445,1443.8799999999997,45.19026443826148,559.216,17.408044117591157
132,0.05872866666666663,0.0019440793308001469,0.022895333333333302,0.0016844055990830153,1445.52,27.65067811103373,557.672,36.29325006113396
133,0.05876866666666663,0.00248752442757409,0.022849999999999968,0.001236707097272635,1446.3039999999999,34.38953329139551,555.84,17.839282496782207
134,0.05894999999999997,0.002656961506014801,0.022799333333333303,0.0012682008253164308,1450.112,42.57417057324781,554.984,12.204917041913886
135,0.05897999999999996,0.0027527763762749888,0.0227133333333333,0.0007118052168021004,1450.96,54.69771476030786,552.768,6.2801273872430325
136,0.059049999999999964,0.0022202352227735753,0.022708666666666634,0.0011839200423451905,1453.8239999999998,38.0210468030537,552.8560000000001,22.922478051031042
137,0.059128666666666635,0.002110160604735506,0.022680666666666634,0.0015634719199411609,1455.0559999999998,27.33056896590336,551.744,20.620378270051205
138,0.0591053333333333,0.0019331896498331973,0.022658666666666633,0.0008944271909999284,1457.4879999999998,65.27173967346052,550.888,14.859340496805368
139,0.05916399999999997,0.00269516027146602,0.02260866666666663,0.0009073771725877549,1459.256,52.38320341483518,549.616,20.033971149025845
140,0.05913533333333329,0.002557885411385298,0.022543999999999967,0.001263812574008582,1461.056,58.144647217091276,548.8639999999999,18.925115587493778
141,0.059227333333333305,0.0011801600644733752,0.022507333333333303,0.0007291547618075865,1463.68,14.89966442575134,548.68,15.735310610216755
142,0.059296666666666636,0.0022945587811167576,0.022445999999999966,0.0008860022573334713,1466.864,46.58755198548213,547.224,23.082460874005612
143,0.05926066666666663,0.0015123565129367582,0.02244866666666663,0.0017293222821543647,1467.672,25.411808278829746,546.8480000000001,18.776581158453737
144,0.059418666666666634,0.002786076492528908,0.022431999999999962,0.00082898867436304,1470.808,35.18295041635934,546.024,10.684568311354464
145,0.05953266666666664,0.0019304576314093521,0.0223613333333333,0.0010839741694339416,1472.88,22.817537115122658,544.016,17.336666346215466
146,0.059619999999999965,0.0011345581616745033,0.022319999999999965,0.001129896750445205,1475.2880000000002,24.40819534500656,543.1759999999999,21.292252111977255
147,0.05961666666666663,0.0026223399220288972,0.02224999999999996,0.0009921917377424898,1475.52,19.815145722401336,541.8240000000001,28.322429274340152
148,0.05967866666666663,0.0018058546760775257,0.022260666666666627,0.0010309111396128163,1477.1280000000002,29.61351043020736,541.328,11.943198901466893
149,0.05983666666666663,0.0017810733343189991,0.022187999999999958,0.0011659521621594966,1478.5120000000002,16.835676404587968,540.144,5.043808085167397
150,0.059839999999999956,0.0013076696830621925,0.022137333333333294,0.00108217887204986,1480.136,26.62630278502819,539.248,19.446336415890784
151,0.05989266666666663,0.001966807904532954,0.022119333333333296,0.001455449529641371,1481.904,33.84671328208989,538.216,25.00079998720041
152,0.05997866666666663,0.0022636008678406302,0.022093999999999964,0.000908906546962416,1483.096,22.992172581119863,537.456,4.963869458396343
153,0.060007333333333295,0.001902045682358266,0.022057333333333293,0.0009243616415908039,1484.0,34.28935694935091,537.04,16.620469307453384
154,0.06008666666666663,0.0024229229363633567,0.022025999999999962,0.001032257504480147,1486.7279999999998,31.135831448670196,535.0880000000001,23.059921942625913
155,0.06006399999999996,0.0022356952684418415,0.02190933333333329,0.0012773670837573298,1488.368,47.84307682413413,532.464,9.54148835350125
156,0.06011999999999997,0.0007648529270389097,0.021837333333333295,0.00016666666666666913,1489.1840000000002,34.242663447810244,531.144,16.154256405046937
157,0.060181333333333295,0.0018785337071473838,0.0218133333333333,0.0011409060726749732,1491.104,43.458485937731425,530.592,19.009471323527123
158,0.06029799999999996,0.0009924716620639614,0.02178266666666663,0.0016877006053602418,1494.3840000000002,30.858386218336175,530.28,24.759644585494357
159,0.06023933333333329,0.000993590570719247,0.021662666666666625,0.0015925172247454936,1495.04,19.411336893681487,528.184,28.20354587636101
160,0.06042199999999997,0.0006863753427324649,0.02166799999999996,0.0013034143197344695,1498.8239999999998,17.35050431543706,527.56,29.4441844852256
161,0.06045199999999997,0.002040560925061746,0.02162399999999996,0.0015152924176907731,1500.1519999999998,42.74856722745219,526.352,26.630809225406576
162,0.06053199999999997,0.002486072315029402,0.02153266666666663,0.0017523000757734336,1503.3680000000002,40.44947465666272,524.664,23.971649922356203
163,0.06065199999999996,0.0013161391348266225,0.021531333333333298,0.0006204836822995461,1505.0479999999998,36.02998751040583,523.9760000000001,20.643643089338664
164,0.06078933333333329,0.0019708993998792793,0.0215573333333333,0.0002758824226208048,1506.632,15.315351775261318,524.256,7.413501197140255
165,0.06098999999999997,0.0011406625754845775,0.021567999999999966,0.000783510618236209,1508.92,27.875437216302096,523.2719999999999,13.690872872099865
166,0.061055333333333295,0.001959024700655331,0.0215673333333333,0.0012411911841274143,1511.0639999999999,30.876528302255746,522.216,18.66976164818394
167,0.061207999999999964,0.002217355782608337,0.02154066666666663,0.0011897712198383236,1514.0880000000002,42.81121348431974,521.368,19.5816240388789
168,0.061360666666666626,0.0015749779539903053,0.021453333333333297,0.0012730104302618955,1516.808,30.1091348264941,519.3839999999999,16.424372134118247
169,0.06149599999999997,0.001776701062831512,0.0214173333333333,0.0013682917167849261,1519.896,31.032885782666103,518.832,19.540726700918775
170,0.061556666666666635,0.002239543604298788,0.021403999999999965,0.0007877534865397487,1522.4720000000002,43.15367886982523,518.04,15.05988047761336
171,0.06160799999999997,0.0021611468149007177,0.02126466666666663,0.0011709445380166641,1522.7119999999998,46.48182440481441,515.7280000000001,16.59397481015323
172,0.061863999999999954,0.001904235046182873,0.021227999999999966,0.0009092121131323923,1528.4319999999998,21.866869917754574,514.6560000000001,16.9422548676379
173,0.06189066666666663,0.0035978388574871537,0.02113866666666663,0.0010780641085864195,1530.944,63.24745054150404,512.44,18.454267799075637
174,0.06191799999999996,0.0022373098926066516,0.021133333333333303,0.0012367070972726024,1532.8,32.560098279949955,511.96,22.480213522117623
175,0.0619953333333333,0.001404951561047185,0.0210713333333333,0.0011110555541665834,1534.44,26.110534272588144,510.384,30.377623343507306
176,0.06215266666666663,0.0029090853850957496,0.02105399999999997,0.0013410195126594474,1537.68,52.55321112929257,509.504,15.447977213862014
177,0.06230399999999996,0.003343069115515135,0.021011333333333302,0.0013749747472428509,1539.2559999999999,43.28232895767047,508.87199999999996,21.147103820618085
178,0.062407999999999964,0.004117510035068408,0.020973333333333306,0.0014781745499094512,1542.336,67.97175884144826,507.592,23.383755044902433
179,0.06246199999999996,0.0012122064363978664,0.02095599999999997,0.0008589399151150077,1544.664,40.99756090305861,506.856,21.531372459738837
180,0.06260999999999997,0.0029352266617001495,0.020927333333333308,0.0013794121131038887,1547.192,36.476841968569595,506.43199999999996,32.183225444321145
181,0.06274533333333329,0.0009021579068482991,0.02092399999999997,0.0017443559779408088,1549.648,28.688673723265772,505.88800000000003,21.707141681944215
182,0.06291466666666663,0.002762346023863685,0.020884666666666635,0.0003749073959733941,1552.3040000000003,49.78754864421425,504.97600000000006,12.37739875741264
183,0.06301399999999996,0.0010775486583496248,0.020829333333333304,0.001045625809423869,1553.904,28.938555596297476,503.87200000000007,18.24719156473127
184,0.06313133333333329,0.0027333333333333376,0.020809999999999974,0.0012725739445880813,1555.984,46.11290491825472,503.08799999999997,19.458674158328467
185,0.06309333333333329,0.0015497311594810973,0.020721333333333303,0.0015389390284651688,1557.1040000000003,17.861690849412884,501.55199999999996,29.84225192575118
186,0.06321799999999995,0.0026793448618811573,0.020705333333333305,0.0011080513425729592,1558.96,13.2664991614216,500.71200000000005,28.698432012916665
187,0.06329799999999997,0.0010480139948175155,0.020689333333333303,0.0008934950102453751,1559.368,24.68521824898455,499.98400000000004,19.36388390793541
188,0.06339333333333329,0.001763361688492874,0.020611999999999967,0.0006204836822995419,1562.7120000000002,29.150643217603278,498.816,8.23164625090267
189,0.06338266666666663,0.0020665322536935213,0.020565333333333307,0.0020457272545478782,1564.8239999999998,33.91400890487587,497.57599999999996,33.93523242884893
190,0.06340066666666662,0.002003469213361891,0.020497333333333305,0.001606929439092533,1566.6,36.95186057561919,496.68,30.467031361785153
191,0.06344066666666663,0.0017720045146669343,0.02039666666666664,0.0013978157564174514,1567.168,48.03998334720777,495.08,19.07249328221143
192,0.06344066666666663,0.0029742412664595817,0.020330666666666636,0.000749073501808139,1567.5919999999999,33.84907679686405,493.496,15.144636014114042
193,0.06359133333333329,0.0021644860821913342,0.02026599999999997,0.0003045944480416144,1571.32,42.391508583677464,491.97600000000006,6.615134163416491
194,0.06358266666666662,0.0016184697848413445,0.020233333333333305,0.0013878440514377302,1571.7279999999998,22.92945703674642,490.63200000000006,18.682612237050794
195,0.06370933333333328,0.00110478756127846,0.020223333333333305,0.001715452645157479,1573.9920000000002,40.67726637816263,490.83200000000005,19.334942461771124
196,0.06377266666666663,0.0022339551373193557,0.02026066666666664,0.0014429907214608914,1576.8239999999998,27.374440633554503,490.23199999999997,25.388186229031803
197,0.0637893333333333,0.0009104333522498221,0.020204666666666635,0.0009478044805408767,1576.9920000000002,20.798076834169066,489.24799999999993,18.21428011204396
198,0.06393466666666664,0.00110126190244545,0.02018399999999997,0.000945163125250533,1579.848,46.92717762661633,490.01599999999996,20.033971149025845
199,0.0640113333333333,0.003281683172465694,0.020123333333333302,0.00045215533220834176,1582.352,58.06203578931762,488.776,23.03909720453473
200,0.0641233333333333,0.001963556863336425,0.020115999999999974,0.0012909944487357861,1585.6879999999999,19.68349562450735,488.256,18.626862323000083
201,0.06419999999999997,0.002425329301810835,0.02000599999999997,0.0008903806926128527,1587.848,58.789795032811604,487.19200000000006,13.001538370516005
202,0.06425266666666662,0.001042699487974475,0.019927333333333304,0.0010658851303546309,1590.28,39.24996815285332,485.616,21.067510531621906
203,0.06433666666666663,0.001500370324656922,0.019878666666666638,0.0017696515664578317,1592.44,13.475904422338413,485.0160000000001,22.090722034374522
204,0.06436399999999996,0.001503699142485308,0.01981399999999997,0.0013940349110884475,1592.9840000000002,14.554724318928201,484.28,22.570777567465417
205,0.06447866666666663,0.0019467922333932085,0.019760666666666638,0.0011175369742826827,1595.368,44.526845834844394,482.87200000000007,13.392535234226564
