episode,lambda_wealth_mean,lambda_wealth_std,n_seeds
1,5.038829183578491,0.031025934928026657,10
2,5.074524927139282,0.06310119311138637,10
3,5.108201313018799,0.09701774240739187,10
4,5.140499496459961,0.1315803859191858,10
5,5.16863751411438,0.16781635924767244,10
6,5.194437408447266,0.20522353797594367,10
7,5.21646032333374,0.244312593703762,10
8,5.236379480361938,0.28475511358250105,10
9,5.254534339904785,0.3257329289234853,10
10,5.26769986152649,0.3684324735472326,10
11,5.280190086364746,0.41161405276814406,10
12,5.289064121246338,0.45668650407776623,10
13,5.295097398757934,0.5032227912413597,10
14,5.298496532440185,0.5492476027095088,10
15,5.300699377059937,0.5968943542629415,10
16,5.300982427597046,0.6447215950449231,10
17,5.301559734344482,0.6919633115955681,10
18,5.298991870880127,0.7410228952795922,10
19,5.29775071144104,0.7882239142214558,10
20,5.293677282333374,0.8359147070118012,10
21,5.28940978050232,0.8828580911444402,10
22,5.285240602493286,0.9287380774045653,10
23,5.279229307174683,0.9739830265204664,10
24,5.273163652420044,1.0195276184456246,10
25,5.267149162292481,1.0633263783428983,10
26,5.261393356323242,1.1083046597078055,10
27,5.254130506515503,1.1514559132075715,10
28,5.245849323272705,1.1945526727110785,10
29,5.2382525444030765,1.2363192165213737,10
30,5.229081392288208,1.2760221578426767,10
31,5.219306755065918,1.3146992038109355,10
32,5.2086211204528805,1.3525324205581268,10
33,5.198882675170898,1.3910098029896152,10
34,5.187361812591552,1.426942576958789,10
35,5.177185678482056,1.462856415020574,10
36,5.1649181842803955,1.4984190645858892,10
37,5.15190052986145,1.5333821851973288,10
38,5.139960098266601,1.5686002200461602,10
39,5.125537872314453,1.6004357946003391,10
40,5.110981273651123,1.6331981869302235,10
41,5.095584344863892,1.665261506977545,10
42,5.079983711242676,1.6966289290485599,10
43,5.06270923614502,1.7267660254573443,10
44,5.0445791482925415,1.7550876699504059,10
45,5.025732803344726,1.784064139407807,10
46,5.006773161888122,1.8117921559954613,10
47,4.987086153030395,1.838620623872494,10
48,4.966715574264526,1.8645134293958276,10
49,4.946096515655517,1.8899432456243423,10
50,4.924380207061768,1.9137940578400954,10
51,4.902532267570495,1.93749856682454,10
52,4.879418182373047,1.9597577082606812,10
53,4.856109857559204,1.982005818455573,10
54,4.832241320610047,2.003060485312871,10
55,4.809351849555969,2.026002685044781,10
56,4.785760855674743,2.0479917634559617,10
57,4.760747337341309,2.0651238215399124,10
58,4.7319152593612674,2.0733957214300367,10
59,4.703087520599365,2.0815872147631724,10
60,4.673727965354919,2.089793367972241,10
61,4.643847417831421,2.0982427548644473,10
62,4.614671730995179,2.106484951996377,10
63,4.5852209568023685,2.114863071130967,10
64,4.5556971549987795,2.1234172908282236,10
65,4.526502323150635,2.131836053718897,10
66,4.4971260786056515,2.140095675744094,10
67,4.467593550682068,2.1484820263753384,10
68,4.438092279434204,2.156847886697336,10
69,4.408803725242615,2.165130928329616,10
70,4.37921667098999,2.173550815485351,10
71,4.349762511253357,2.181938118065169,10
72,4.320614218711853,2.1902471311452163,10
73,4.290528702735901,2.198389864406984,10
74,4.261143589019776,2.20752189437259,10
