episode,rawlsian_maximin_mean,fairness_lagrangian_mean,social_welfare_mean
1,1.8530006618877035,0.17901929473532413,1.860664059452281
2,1.8224296369871735,0.17980535289453017,1.825530536182833
3,1.8328428555511418,0.18340082451505732,1.8331956082102154
4,1.8359926322418858,0.1850547602206116,1.834921355248692
5,1.8370060981972234,0.18750620589172587,1.83614345437315
6,1.830403994137231,0.18982962275930856,1.8303067837752676
7,1.8440810101892564,0.1936979606552121,1.8405427535967789
8,1.8475434565338724,0.19545464195384737,1.8484354596135384
9,1.852597315668429,0.19710386896621732,1.8537090152967572
10,1.8594399562024988,0.19834900209208867,1.8621411718438396
11,1.8665150396462171,0.19853899685915308,1.8689064202397556
12,1.871254841341301,0.19944671828239988,1.874924849835967
13,1.8766134563178674,0.20069520645069114,1.8793334800631343
14,1.8806167576678354,0.20135363392838765,1.8824819254016272
15,1.888290184963588,0.20192955730097012,1.8895435237896354
16,1.8927450940292547,0.20187398899709613,1.8936422135102926
17,1.8948270871744877,0.2008882706348924,1.8980383994155514
18,1.8983534639437556,0.2009888082379408,1.902501230485382
19,1.9073667296110424,0.20096554335679429,1.910687270865696
20,1.9142861538620073,0.20136427383066008,1.9193393569067632
21,1.9180845861975457,0.20149275952659337,1.9247593488349082
22,1.9227166116788315,0.2010645598378417,1.9285758943507854
23,1.9289990956810388,0.20121308489284553,1.9331966758799588
24,1.9320747914979763,0.20075945835851042,1.9362269024728598
25,1.9350583979604645,0.2005750881796578,1.9399771794854601
26,1.94293270548541,0.20056452205527864,1.9480204150488891
27,1.9474907423403045,0.20081863344738152,1.9524857160273694
28,1.9539939303724942,0.20137895841819042,1.957553261605919
29,1.9614011477749844,0.20169482275521836,1.9640636647013185
30,1.9682951922833534,0.20273149380404312,1.9700397994162662
31,1.9730588809996439,0.2029224874920483,1.9749051218838363
32,1.97894337415434,0.20312315564829345,1.9811581002163101
33,1.9835192706184632,0.20344883666990532,1.9862751307892432
34,1.9900456343778126,0.2039924354636624,1.9915745723977878
35,1.9954313953424285,0.20435694968197649,1.9977633025821937
36,2.001979769137602,0.2046720107048316,2.0041586718700417
37,2.0079885971960074,0.20498460690055584,2.010468974888829
38,2.0142344701822505,0.20523954891377538,2.0167513135193142
39,2.02061146509314,0.20555888090866528,2.0229766810846574
40,2.02490701106745,0.20543953772998175,2.0280877983891075
41,2.0298682705228352,0.20529226155172625,2.033295404305018
42,2.034993694307875,0.205405521420315,2.0397098329491032
43,2.041702936453549,0.20546630120999176,2.046994184352116
44,2.0478939026899794,0.20524328147487403,2.053040299246522
45,2.0536617732210964,0.20465660013844744,2.0585199969967363
46,2.059037053708696,0.20406107752161426,2.0644637913690764
47,2.0650373167396796,0.20337137803519206,2.070011815830877
48,2.0712330053088177,0.2027673403292501,2.0766192456045514
49,2.0777123571139455,0.2018032930433378,2.0836286193368125
50,2.0839674097712786,0.20070226730211496,2.0912881997859345
51,2.0900309499764584,0.19965762702306475,2.09794645567539
52,2.0975718182832632,0.19802280986894696,2.1051649131066243
53,2.103564146910425,0.1967180307129825,2.111222087876339
54,2.109890207511212,0.1951122108829706,2.1175076312529106
55,2.1168806613441276,0.19356598202499742,2.124149984319653
56,2.1234759420029827,0.1918904078117856,2.131061178829961
57,2.130525094423095,0.19015109976016642,2.13749067975627
58,2.137484637810735,0.18845527748532812,2.143617793671724
59,2.1442379558799103,0.1868874956087943,2.150516415467577
60,2.1497953184142604,0.18532753577242062,2.156539564045264
61,2.157094309469488,0.18384540805984817,2.1636480318474933
62,2.1628973815004016,0.1823319251708436,2.169860797954443
63,2.16901747959784,0.18072270897290799,2.1763104783547496
64,2.1756661755453957,0.17918895087354278,2.1820524381075517
65,2.182212782236985,0.1777533849544337,2.1888582596702744
66,2.1877701572851502,0.1762058244644809,2.1943549083519494
67,2.1948073339121663,0.1747704129999505,2.2015930360930667
68,2.2016353275513354,0.17323336823316035,2.208742037657989
69,2.2091081053824566,0.17170815813546578,2.2157478008503197
70,2.215789924826555,0.17021277893695894,2.2232969603992947
71,2.2235299556456436,0.1688256879576233,2.230820360255826
72,2.2308552878782177,0.1674117769094688,2.237050245745108
73,2.2385174848594414,0.16596575965753513,2.24429719772278
74,2.2456015212988696,0.16474213855466366,2.2515963193865356
75,2.252284529682883,0.1635348121425444,2.2584760269136708
76,2.2596257463319174,0.16216731237713639,2.2656567586619643
77,2.2667605914778095,0.16089706430345413,2.2727013409250008
78,2.273846648799542,0.15957301097173465,2.279196826046024
79,2.280119505808334,0.1583862835279592,2.285764393311823
80,2.286814810468299,0.15712610357207762,2.2926801121513156
81,2.2948441317900263,0.15585304571145508,2.300001347280328
82,2.3019242906691435,0.1546575901626168,2.3069861543649703
83,2.3092760726457873,0.15340940407947387,2.3150486183923924
84,2.316246607503824,0.1522640949966548,2.321785422726396
85,2.3245197946067853,0.15122600105399706,2.3303806781642993
86,2.3308262577441394,0.15014128853719205,2.337238472500428
87,2.338740484948928,0.14905707319053138,2.344979633660741
88,2.3454396774559467,0.14800472655867558,2.351920399279833
89,2.3528331074070903,0.14687151580842595,2.3594312282232255
90,2.3600232367956293,0.1458616522612239,2.3670411453117706
91,2.3677619000096106,0.14486407883876723,2.375706666278574
92,2.376440308354914,0.14380992152743668,2.3839705759732346
93,2.384349178981865,0.14279298697756038,2.392252262930213
94,2.3927957113402027,0.14175489185728996,2.400497452702676
95,2.401298594928424,0.1406635093274972,2.4087993972146013
96,2.4098588343776326,0.13965301103068004,2.4174930340689853
97,2.419078907666334,0.13876398179862587,2.4265484625685496
98,2.4284976726344834,0.13777318329643015,2.435218515162892
99,2.436674982375466,0.13680675138947254,2.443978921314488
100,2.444657867649526,0.1359907427633094,2.451338309790944
101,2.4531178212437434,0.13515961923485384,2.459873250981505
102,2.4611890773793497,0.13439881867062262,2.467668287892048
103,2.46925992530809,0.1336783133519329,2.4755830951323157
104,2.4769737473753444,0.13295819183812244,2.4832946661699244
105,2.4863943895862097,0.13227300536419007,2.4924057423081383
106,2.4956510729799644,0.13162072220155063,2.5008206891008924
107,2.504350784855178,0.1309802673406301,2.5096439054023376
108,2.5125604967234327,0.1303554158700994,2.5177681939284984
109,2.5215784428594095,0.12967494460367318,2.5262495748241576
110,2.529894816756738,0.12903910810649452,2.5348828779870427
111,2.538627897556663,0.12840826724985954,2.543772744728664
112,2.5483556583277056,0.1278632584595563,2.553589541233625
113,2.557360689730113,0.1272603245355891,2.5622801957867565
114,2.567116077164294,0.12662884936329924,2.5719752156581377
115,2.576153072766111,0.12606149321640386,2.581594451704342
116,2.58536524446701,0.12547040343753554,2.590895615766198
117,2.5944265173637295,0.12495156525741925,2.6002044989657267
118,2.6039703099384948,0.12440662782338435,2.6092321075113447
119,2.613039667243737,0.12384370024652631,2.618924229904321
120,2.6222713367368367,0.12329975438492954,2.6280370171112004
121,2.6320239264961356,0.12275116469605424,2.6379643293198205
122,2.641167479925144,0.1222449561990347,2.647305478942989
123,2.6499631623973254,0.12166658143769139,2.6567271054599395
124,2.6588507295030492,0.12112248656587696,2.6657148905828234
125,2.6688527031247875,0.12061627159685101,2.6755315778929183
126,2.678929281312741,0.12006726773252022,2.6860774346986025
127,2.688877145248199,0.1196096909622448,2.695953866842535
128,2.698715187458883,0.11914567365509798,2.705641848020772
129,2.7073949830000066,0.1187350622478052,2.714786701798763
130,2.7171882250381056,0.11829427619025533,2.72484253194699
131,2.727062866359784,0.11784782905659488,2.7344203939040046
132,2.7368134959000097,0.11738536298320673,2.743936345571491
133,2.7469868954289636,0.11694307920296372,2.7539511890215067
134,2.756428376482274,0.11653576824854187,2.7639168795677405
135,2.7667564869277745,0.11611318500868782,2.774015204665503
136,2.776793226937496,0.11566856388223175,2.7833487201108116
137,2.786413994314232,0.11520399217229715,2.7930573931698985
138,2.796587126828367,0.11474387268432792,2.803437815347023
