episode,rawlsian_maximin_mean,rawlsian_maximin_std,fairness_lagrangian_mean,fairness_lagrangian_std,social_welfare_mean,social_welfare_std
1,0.0037539694632115154,0.0001048563003597811,0.001195714745605337,0.00015417041952508394,0.0037673059812956475,0.00011951970637142002
2,0.003777353409887031,7.532657693434867e-05,0.0012161571484631411,0.00016500718618159176,0.003775251120967949,9.007479461439808e-05
3,0.003822234820937752,7.93908621255147e-05,0.0012311337779848754,0.00017245191975192862,0.003821855351560518,7.848338882762808e-05
4,0.003822789930303467,8.786103142272102e-05,0.0012390086643592208,0.00018325487091862445,0.003820404437194361,6.742787380935779e-05
5,0.0038330300851844323,7.654686583242589e-05,0.0012484357023735495,0.00019853801819166717,0.0038281067835359882,6.309368245759319e-05
6,0.003831194088596775,7.00568365073074e-05,0.0012588923883898881,0.00021102566265769244,0.0038301063803042644,4.922312893417152e-05
7,0.0038322949780931178,7.738567090964368e-05,0.0012613025411030575,0.00022229317021974922,0.0038342020971722504,4.8901232171141075e-05
8,0.0038432983870955034,8.325203740772501e-05,0.0012690861220339795,0.000224821492025723,0.0038439739510140736,5.5208022443486974e-05
9,0.003842806828284338,7.666339300824131e-05,0.001274163006921686,0.00022581273174526186,0.003841573981361503,5.231109858201048e-05
10,0.003850839704218661,7.442242121948796e-05,0.0012790606298654931,0.00022749246914873457,0.0038441936869328696,5.1500350093424796e-05
11,0.003855436092456663,6.766185731230868e-05,0.001282923229693628,0.000227544764673357,0.003845920775942768,4.942388234581139e-05
12,0.003863516953977098,6.608441488517611e-05,0.001287777668083651,0.00022917979644803386,0.0038490217766276587,5.62804353240371e-05
13,0.003864988989976208,6.323805094511445e-05,0.0012939213063336932,0.00023219071953579147,0.003852609603964415,6.197683652280829e-05
14,0.003875002691086401,6.455439473095019e-05,0.0013025506885731165,0.00023539225564204224,0.0038612885228792447,6.254868864692292e-05
15,0.0038775820112336287,6.573861152456177e-05,0.0013073073303879487,0.00023705143832500878,0.003862499820794472,6.313202254684967e-05
16,0.0038826834016131755,6.274608186822426e-05,0.001313982761527139,0.0002390065769370142,0.003869372609582137,6.632127029941866e-05
