episode,rawlsian_maximin_mean,rawlsian_maximin_std,fairness_lagrangian_mean,fairness_lagrangian_std,social_welfare_mean,social_welfare_std
1,-0.16945994747298132,0.09496087173519548,-0.12908580302360498,0.038569917732921684,-0.1332543583170946,0.06084551248403142
2,-0.1721335321396008,0.09371699640242227,-0.14042825667124947,0.0330989796037277,-0.1436989062404767,0.062088622015174295
3,-0.176978998719991,0.09126706989549582,-0.15249362637574468,0.03688307705953201,-0.1485194256789446,0.06611869862691344
4,-0.1849367612932562,0.09380324370069786,-0.16318828184998513,0.03999434685753732,-0.1562224509328174,0.06887408568155877
5,-0.19444205907137158,0.0963051545442616,-0.17199540034787109,0.04358719560342234,-0.16414918333603148,0.0720903736812006
6,-0.20362768859928823,0.09909878577012353,-0.18155250980184706,0.04619669346778598,-0.17382970616305876,0.07601998165260955
7,-0.2121743689052789,0.10044941372985312,-0.19179748273147473,0.04740074411077807,-0.1839205061639527,0.08015029574700472
8,-0.2230565825954589,0.10358797942909498,-0.2058365337741851,0.05145873712268454,-0.19575129376359426,0.08380266382765249
9,-0.2353482493756778,0.10328579833496447,-0.2190648223073752,0.05354372585607588,-0.2082874392376224,0.08788283036213158
10,-0.2467854609507617,0.10313870707522572,-0.2343150094526567,0.05760904476189717,-0.221263644416846,0.09109621499100831
11,-0.2585846075590848,0.10259843983656704,-0.24996372527605898,0.05973363884633123,-0.2363860759373123,0.09517294348804436
12,-0.2723772153188284,0.10147453029894782,-0.26589117850664223,0.060321486615940154,-0.2498177358834451,0.09862241744302913
13,-0.2866654642750789,0.10091769832908032,-0.28171012774867776,0.05940095620201693,-0.26514185105678145,0.10164141474951678
14,-0.30010077264282176,0.10010113178728937,-0.29516558877040117,0.057155524529486405,-0.2795356190281084,0.10461573175224842
15,-0.3149695875542712,0.09955325032005691,-0.3092911074217893,0.05360058637743337,-0.2935463525817106,0.10618524773819789
16,-0.3283990080637708,0.09863460560104025,-0.3216823567558317,0.04990690064605992,-0.3076800113143095,0.10712346156489254
17,-0.3417035681097462,0.09842621754629627,-0.3320050737458904,0.046026436916051995,-0.31968131100699,0.1088081161723514
18,-0.3540790779511423,0.09821147779034313,-0.34088863244983575,0.041723011297770854,-0.3301836520767052,0.1091676450672361
19,-0.3668140086020327,0.09739983121563797,-0.34908341740866666,0.03711193366315602,-0.33978184571069503,0.10903457222335172
20,-0.37757541542754586,0.09719824128994499,-0.3555176886487056,0.032940413572089496,-0.348602794163439,0.10826080724164185
21,-0.3883263719290788,0.0965137622305526,-0.36046026395799535,0.028802978495125083,-0.3560551638764856,0.1074077846881514
22,-0.3980485059265172,0.09551452867725785,-0.36348398475497173,0.025392336299022805,-0.36189347169461195,0.1065236474933796
23,-0.4069242508272579,0.09414099502012768,-0.36578951183851083,0.022280374460167875,-0.3672883463847502,0.1046815271749342
24,-0.41411672974461466,0.09323236007721077,-0.3670074206736648,0.020147375220795145,-0.3712094370874658,0.10293111311156093
25,-0.42058988857548996,0.09209377948682393,-0.3674999501736389,0.018796268207567027,-0.37472201163087815,0.10113192440507299
26,-0.4260934935920262,0.09093184055128055,-0.36719771478058816,0.017827410160227833,-0.37715602565272943,0.09901910982707256
27,-0.4308249812344997,0.08996095899738761,-0.366630157646752,0.017263995465321664,-0.37910241379119414,0.09721515082242406
28,-0.4345017671689576,0.0888296459053089,-0.36605457252867024,0.0167107648512022,-0.380784547126392,0.09421715241992247
29,-0.43762879515068026,0.08757277656287112,-0.3645287950465814,0.01704127964301767,-0.381471773264623,0.09145372505922945
30,-0.43980821828974054,0.08650367336680177,-0.36350559928790355,0.01686262603077888,-0.38149477752122607,0.08881305289593822
31,-0.4412809003709142,0.0853920202879731,-0.3617558090849739,0.016993214104348904,-0.38175798726158655,0.08606307628476553
32,-0.44218949839012,0.08422875590598991,-0.3608415497997962,0.016824964169630207,-0.3815642526470797,0.0833577841219796
33,-0.44294597065810826,0.08324451017234019,-0.3600745256459893,0.016867322950116063,-0.3813317009355418,0.08014596308121276
34,-0.4428581188553326,0.08220637230236362,-0.3594491030248065,0.01684104653907001,-0.3811284052753961,0.07728979082071394
35,-0.44296540228276404,0.08132331127052757,-0.3592477115145113,0.017084477793334576,-0.3809927967435841,0.07509357837731252
36,-0.4427062628933214,0.08050275660211649,-0.35903728988535977,0.01702669010332363,-0.38088415427865674,0.07255177068849937
37,-0.4424447723222614,0.07998293805267234,-0.3589874917100406,0.017078136759914424,-0.38142140602861774,0.07011532033086201
38,-0.44246366986142704,0.07971965835955708,-0.35874069519635543,0.016877962988849332,-0.38207689690960556,0.06762854981453593
39,-0.44211600361948344,0.07968143148635654,-0.3586003390415804,0.016712667401329793,-0.38220501040187005,0.0655145778022034
40,-0.44167100633676865,0.07978539483323036,-0.35867444576166096,0.01634493891322121,-0.38284687513968596,0.0636931269633852
41,-0.4414724369721556,0.07986339181112517,-0.3590746884803232,0.015992594501857478,-0.3834146191283486,0.06151085072365144
42,-0.44163731261363065,0.08024424435951528,-0.35887661984316094,0.015642923649149938,-0.3840149833423999,0.059533407712751875
43,-0.4414746084145522,0.08053020917723142,-0.3589469674479267,0.015490501905054573,-0.3847015887646341,0.05781661176339504
44,-0.4419767898841003,0.08080254289562236,-0.3590560920876158,0.01547038492208321,-0.38559197198725037,0.056075130354176494
