episode,rawlsian_maximin_mean,rawlsian_maximin_std,fairness_lagrangian_mean,fairness_lagrangian_std,social_welfare_mean,social_welfare_std
1,-0.002179129466111207,0.014604591186274012,-0.847952582434202,0.05024153996473084,0.003630551308139829,0.0281035472558911
2,-0.0010579384546072212,0.013286921166967497,-0.8449950250429564,0.05704861575324048,0.003159017057569602,0.02980088819666148
3,-0.00011330036468104598,0.013348438354791822,-0.8421017891635106,0.059715086094508305,0.0023947704468274544,0.028303129946110207
4,5.188496217822802e-05,0.01297046837170012,-0.8404358331692385,0.06400806170979598,0.003133787674557187,0.028188279769612357
5,0.0004545644042703856,0.013005824708343513,-0.8382804011196954,0.06914510463656266,0.002663644725568015,0.027833980408357023
6,-0.0002856387739259558,0.012830598758615764,-0.8361569377355698,0.07440519702910149,0.0027719506068227817,0.027865993296938448
7,2.6008440896729823e-05,0.012651032136020113,-0.8345851224941417,0.07752195406364838,0.0025256190151988767,0.026688865885027824
8,-0.00015838078956342816,0.013003725982872971,-0.8329141083176329,0.07939232791387413,0.0026841332167509835,0.027106759462990047
9,5.075752318683957e-05,0.012849611865156438,-0.8316583170207204,0.08072100980167815,0.0024271359277644455,0.027038517341784456
10,0.00038578029654567914,0.012843449763176093,-0.8313142948907335,0.08144931650834332,0.002223348988880769,0.027035206465943075
11,0.0006069844673259883,0.01304666502249436,-0.8306412391898714,0.08204824459339952,0.0025243106743023658,0.027116380311511572
12,0.00037808756762780504,0.012963889286194252,-0.8291362321614859,0.08280307004049597,0.0024974381310873817,0.027332391696828304
13,0.0008453859331278846,0.012779042319980567,-0.8276663177412931,0.08433413335632804,0.0030241864708072663,0.027341628182238918
14,0.0010264867191079885,0.012795138730763525,-0.8265506385726028,0.08579293528659314,0.002961751520705991,0.027241614673946517
15,0.0010645426185768025,0.012766205368446191,-0.8253307496855543,0.08697956940915305,0.0028696699669311654,0.027182471903011766
16,0.0012204444673430404,0.01283619446250925,-0.8243236198017073,0.08830284110427308,0.0029540851097656917,0.027442587954836378
17,0.0013135945148315953,0.012575094983531985,-0.8235314729839931,0.08950177640211354,0.003070374376917373,0.027369440960369397
18,0.0012981189661149806,0.012520737735737999,-0.8223838475102435,0.09116942787225907,0.0031689677278087247,0.02736849974353311
19,0.001426453149573792,0.012567280436420754,-0.8214433452448056,0.09303246180188228,0.0031547302616899975,0.027608800956328214
20,0.0014064207533523998,0.01254188830771371,-0.8206306799832639,0.0951598477995748,0.0030657916633045623,0.027732474355321713
21,0.0012859618890636026,0.012541185836660808,-0.8194817770838666,0.09751521753658043,0.003214776904081229,0.027776455624502972
22,0.0012139004328888259,0.012496612939000956,-0.8185703393677093,0.10037539508462714,0.0031466426838892003,0.02785614579625119
23,0.001271829226490384,0.012447115200847274,-0.8172153817685676,0.10345743106495685,0.003087433726357336,0.02799791931168783
24,0.0010873377468776368,0.012391352298814414,-0.8159900157542734,0.10671460900771111,0.003127654086383158,0.028156771566499254
25,0.0011772879610112419,0.012300436994288254,-0.8147656630011985,0.1095750607303683,0.003075574924672808,0.028166741570035896
26,0.0011143778227544754,0.012166855642689866,-0.8135984871818287,0.11283972019945275,0.003147213823195938,0.028532777140843707
27,0.0010481493851242085,0.012318388707603645,-0.8124698835423371,0.1161768581290166,0.0031176752094042026,0.02866654700246251
28,0.0009958386244693918,0.012278982630358252,-0.8108692139655911,0.11987805639061756,0.0029049173201075584,0.02873898610892359
29,0.0010028328298188338,0.012284312429210149,-0.8096034007842656,0.12339812893192187,0.0028456963120534473,0.028807321845489755
30,0.001039131073361621,0.012352160936466608,-0.8081262738802372,0.12743922492617682,0.0027882860935367626,0.028783737339298097
31,0.001012012389338568,0.012283756928847018,-0.8068610663572977,0.13101302983977609,0.002849365309925189,0.028960727388002615
32,0.001027933130482328,0.012370772047305589,-0.8055947217590445,0.13474538257697774,0.002856335731013293,0.029128234513990534
33,0.0010635554633583455,0.012459753561392705,-0.8045711045688424,0.13816950506411818,0.0028864389979823546,0.029123290045417964
34,0.001051909269490059,0.012430883432052314,-0.8033779133515595,0.14153136166727315,0.0029365246180009796,0.029313018385800037
35,0.0010802481528958685,0.012448664977225642,-0.8021353001140341,0.144703962459334,0.0029100779547137634,0.02946164862856242
36,0.0012066880908744304,0.012485240623477842,-0.8010306478360391,0.1476427764947329,0.0029171789431186035,0.029621599989519007
37,0.0012352621015645493,0.012464894811782654,-0.7999477885220138,0.15051562392465143,0.00297730690902398,0.029752683979325293
38,0.0012455983489784161,0.012478382087992335,-0.7990455397105173,0.15340719845513795,0.003013912730822854,0.02983992399238249
39,0.0012956165893571736,0.012479832965251993,-0.7979310229500046,0.156117116067175,0.0030595225328919895,0.02994897613949058
40,0.0013190998146189736,0.012510465685009282,-0.7972181969572425,0.15852907438384956,0.003058317381642084,0.029973136775050535
