episode,best_mean,best_std,always_approve_mean,always_approve_std,always_reject_mean,always_reject_std,uniform_acceptance_mean,uniform_acceptance_std,oracle_mean,oracle_std,pattern_prediction_mean,pattern_prediction_std,rich_becomes_richer_mean,rich_becomes_richer_std,reverse_rich_becomes_richer_mean,reverse_rich_becomes_richer_std
1,13.176471670944377,0.0533730693739777,13.362928598564311,0.0101655600289463,13.150962014821314,1.7763568394002505e-15,13.256383807272757,0.0150153580540255,13.269680075202928,0.015718220063826,13.27136631204345,0.0121997538123725,13.497047633766323,0.0152925753966423,13.1230765557605,0.0089264718292503
2,13.206328508590644,0.116070953805571,13.564542160922352,0.0117282929596983,13.150962014821314,1.7763568394002505e-15,13.349776981995236,0.0226747455171276,13.392291465693486,0.0168918065087245,13.390596812575115,0.0174843077972029,13.838814029059822,0.0176976833181172,13.08723995989758,0.0180834131601552
3,13.235307563091707,0.1719100050752115,13.7851525729651,0.0235292321317519,13.150962014821314,1.7763568394002505e-15,13.453826015647568,0.0350532704201554,13.51448515560871,0.0160612052975041,13.519087655525748,0.0141733523236099,14.202546892353286,0.0216532647287549,13.05194282370694,0.0241409909751139
4,13.265688958005232,0.2319297640504426,13.986247658434028,0.0288896875708356,13.150962014821314,1.7763568394002505e-15,13.545925610861364,0.0385051623399107,13.634003344295031,0.0229982465095474,13.639518176895388,0.0201878301150105,14.549089213090022,0.041639905455305,13.00787433528986,0.0298370255506126
5,13.29865760438735,0.2964384996896541,14.201733871858655,0.024821991421491,13.150962014821314,1.7763568394002505e-15,13.647832595374188,0.0401862461025425,13.753661301992784,0.0229888123188418,13.766411889924116,0.0256662551737788,14.90596645793666,0.0442637944942303,12.962155530870003,0.0365804688840712
6,13.329556923848012,0.3501835927857219,14.415398460928817,0.0357560376174199,13.150962014821314,1.7763568394002505e-15,13.74624732243596,0.0431314072373253,13.876248376665211,0.0314210479183268,13.888258266369116,0.0260742166683509,15.261558640275153,0.0513359426254676,12.913408319796918,0.0360751075149461
7,13.361344219434203,0.3937823740131545,14.63879460628312,0.0531913058983952,13.150962014821314,1.7763568394002505e-15,13.842071280025086,0.0415829027674086,14.001693337061784,0.0360126938309245,14.016795460179328,0.0295726733167082,15.630222797902528,0.0663920656996354,12.885317788429054,0.041525812840326
8,13.393900087343445,0.4402040908571487,14.860831124935256,0.063582744055992,13.150962014821314,1.7763568394002505e-15,13.94194464987277,0.0498701976345881,14.128241085657706,0.0424666017268725,14.14712171916266,0.0347917315407433,16.000154717334166,0.0771762866819694,12.836291385757123,0.0449441585759881
9,13.42224814891021,0.4698113389555567,15.087145144578908,0.069022109885497,13.150962014821314,1.7763568394002505e-15,14.048744466025582,0.0500114138022912,14.256163835106396,0.0474708293051295,14.274248341042732,0.0383788336755518,16.366119610754115,0.076826743355308,12.798832318423806,0.0475589940078141
10,13.452748750816475,0.5017534446752943,15.316069577411506,0.0730098005179348,13.150962014821314,1.7763568394002505e-15,14.152820558519334,0.0527836036342504,14.387557836683715,0.0495127476869466,14.402963437371287,0.0320682574907835,16.742837994951877,0.0790369769208266,12.752653435168998,0.0418792168143817
11,13.486820135768278,0.5364016797847804,15.545336960875304,0.0687384692138939,13.150962014821314,1.7763568394002505e-15,14.257844284055668,0.0540329925687024,14.51332084518362,0.0504498256017406,14.531512645559786,0.0347232064301729,17.121480873462048,0.0723096133655372,12.710407392181017,0.0503597156333294
12,13.520717606731257,0.5711609778741067,15.775223480122024,0.0676905702427312,13.150962014821314,1.7763568394002505e-15,14.366678073830888,0.0603993042867688,14.637273813623512,0.0621169148070224,14.655580715019129,0.031027886951058,17.505551246852743,0.0763555641109462,12.666294754645028,0.0479035600242505
13,13.554777912372282,0.5958827178250297,16.006838980996115,0.0599106743257751,13.150962014821314,1.7763568394002505e-15,14.47146944501694,0.0527020294863556,14.766840345800723,0.0632916001115381,14.788177079354965,0.0272095354239904,17.886844906603862,0.074894680420373,12.616827011437351,0.0452832668558265
14,13.591886751243289,0.6233128777622169,16.235110227518092,0.0651092339823664,13.150962014821314,1.7763568394002505e-15,14.570609505824851,0.0535498004190516,14.895751389335356,0.0707249533602737,14.91974653802121,0.0322582889671329,18.26492949890807,0.0841731300522149,12.55942120026532,0.0554397689395104
15,13.628268771461013,0.6397721638364885,16.475059466716576,0.0710842117140583,13.150962014821314,1.7763568394002505e-15,14.677566467593524,0.0472563029069411,15.015652182531102,0.0765776861523505,15.047208458639826,0.0392119903460779,18.651296956062914,0.0886636160888752,12.517032260843347,0.0537246854878758
16,13.66499611252947,0.6537489422526808,16.71252979456273,0.0651385119547135,13.150962014821314,1.7763568394002505e-15,14.782668841635129,0.0490920691882438,15.142841508851514,0.0711455842760366,15.181487874972468,0.040282315714134,19.048493433616763,0.0892169854507707,12.4617945603929,0.0580451798841869
17,13.703681931803471,0.6619748692669679,16.951046896050784,0.0627089863123333,13.150962014821314,1.7763568394002505e-15,14.886973552570216,0.048602299471666,15.266907300857326,0.0719062576249442,15.321653530648035,0.0406471307651259,19.445903777164894,0.0861709016876311,12.404107574265456,0.0608504066833831
18,13.74015960003078,0.6667459886616852,17.190703636796215,0.0746444487522217,13.150962014821314,1.7763568394002505e-15,14.996985524682264,0.0525693911679444,15.404620719044384,0.0749430250962421,15.45366100921768,0.0448854493096079,19.84603846168674,0.1000903617360956,12.348924563113457,0.0723348927557986
19,13.782920841351196,0.674801772869168,17.44068129945438,0.0785185652280888,13.150962014821314,1.7763568394002505e-15,15.1049012852901,0.0454084594068046,15.543175529868794,0.0749966558759334,15.592434590922096,0.0471924893893766,20.25674277328406,0.1073641074138201,12.300754010334456,0.0694048439586954
20,13.827742210470186,0.6880864397053505,17.698392833268144,0.0845748921311106,13.150962014821314,1.7763568394002505e-15,15.218378388798492,0.0467608651052513,15.684331697683286,0.0811955825876535,15.730860492045393,0.0485753972786366,20.666378751326487,0.1073803544600938,12.251176443438894,0.0707144261918423
21,13.871099058471714,0.6989892415030406,17.946515902873802,0.0867978594597241,13.150962014821314,1.7763568394002505e-15,15.321052450945922,0.0489721664516845,15.81908647162974,0.0881392897353627,15.866205383241,0.0507605423133974,21.077875963785157,0.1093117688489826,12.193854255158998,0.0754442422808573
22,13.91362032616346,0.7060684286493453,18.196838340174864,0.0967961447687691,13.150962014821314,1.7763568394002505e-15,15.42556509406838,0.0482300770172144,15.95574046668454,0.0870526844080181,16.008787182754975,0.0523467896708254,21.486406805186625,0.1077043572739836,12.13740981366334,0.0724110636715293
23,13.956074674137165,0.707086530383877,18.45137200703168,0.0858141690896625,13.150962014821314,1.7763568394002505e-15,15.53445243555016,0.0499819251858634,16.08762021147323,0.0952340326477967,16.15035280503749,0.0537455262263593,21.9057494122408,0.1061916492103044,12.07529167089296,0.079112461800625
24,14.005183646256214,0.7190186939610788,18.7016901374868,0.0912957247792692,13.150962014821314,1.7763568394002505e-15,15.628866310956846,0.048286393476258,16.21246428739707,0.0958161744896186,16.291634617376225,0.0585351601977949,22.314633870571047,0.1032172274282917,11.999397649580493,0.0755344705384638
25,14.055488085538986,0.731814511476863,18.94631255243622,0.0989815174039138,13.150962014821314,1.7763568394002505e-15,15.739492368717446,0.0457001204640285,16.34892541688165,0.0968658413657736,16.43317474501368,0.0586984210429614,22.72867439248795,0.1130495917567111,11.93745908437619,0.074662399705507
26,14.095587648682718,0.738516864121956,19.21282342839593,0.1103279886993345,13.150962014821314,1.7763568394002505e-15,15.8463457127919,0.0446002160954482,16.49183969663637,0.0986806729591788,16.579676313899757,0.0562692447295601,23.157055279384064,0.1216077510883043,11.875350516953429,0.0764904049342171
27,14.139583596796186,0.7615663386252057,19.474675703916983,0.1051625001615411,13.150962014821314,1.7763568394002505e-15,15.95640716694021,0.0520078681163058,16.63152269924293,0.1014155197272928,16.72004313905287,0.0578854753138557,23.584477980917068,0.1237168516279078,11.819310201124887,0.08135648665133
28,14.186632942210462,0.7875470325446681,19.73602735889896,0.1128109143486408,13.150962014821314,1.7763568394002505e-15,16.06433004546572,0.0478694060040488,16.77521084144242,0.1049181179067016,16.863710207551275,0.0598889681043378,24.015745648661216,0.1304485798202997,11.75051245386364,0.0783130179747556
29,14.225126082227126,0.8231553526704556,20.01337178906313,0.119783731119186,13.150962014821314,1.7763568394002505e-15,16.180978763260747,0.0461588554601984,16.92166359403424,0.1046768011119948,17.00954789937825,0.0632466286515823,24.453522997449088,0.1372015033061134,11.690311814746192,0.0741933394452851
30,14.262764860227644,0.8666029252798326,20.28790917654475,0.1286143728577334,13.150962014821314,1.7763568394002505e-15,16.288298689214038,0.0434874339768231,17.074430574479567,0.1062031817993289,17.160814884581107,0.0603619331796228,24.90132912401152,0.1417781514702612,11.628034512768227,0.069608495550267
31,14.301385350892351,0.913957980579619,20.55181907156685,0.1400885975203506,13.150962014821314,1.7763568394002505e-15,16.39207744363759,0.0478704316318069,17.21422991068365,0.1105083688325221,17.306955105887884,0.0621861413503532,25.33709675626866,0.1481097505499158,11.551913588846755,0.0801225233813538
32,14.335346280394186,0.969630828100014,20.83485559347221,0.1419677695063961,13.150962014821314,1.7763568394002505e-15,16.505455896797606,0.0455451064896938,17.357951059808805,0.1184447763629001,17.456097395738052,0.0646352895886347,25.798096904333654,0.146274091759731,11.485706672027304,0.0804695304347599
33,14.373467564592636,1.0275180231393737,21.10544451716199,0.1526247890012182,13.150962014821314,1.7763568394002505e-15,16.616230847627936,0.0519926983787357,17.506121137827186,0.1198820078694712,17.607120790219266,0.0681581784075964,26.240690423847724,0.1613999111475299,11.426317344513,0.0834317723800055
34,14.40302842617741,1.093202377945361,21.38384669352248,0.1576521487216363,13.150962014821314,1.7763568394002505e-15,16.724923693299623,0.0564012119184691,17.64984431750357,0.1215111485716057,17.758967578023345,0.0636887856066397,26.70032290999941,0.1750572785217957,11.35826052805294,0.0953442239679079
35,14.43140769073378,1.1595648991701788,21.65639896668257,0.1575057473543685,13.150962014821314,1.7763568394002505e-15,16.837601794706977,0.0657959309354178,17.795380130374912,0.1258786609854874,17.90665378388157,0.0679290480299031,27.15683355716196,0.1724439076131853,11.287816470985051,0.1034763136677863
36,14.460377036575943,1.242769926003151,21.944431795755385,0.1639852667209912,13.150962014821314,1.7763568394002505e-15,16.9545644030773,0.064461453380364,17.943724026535527,0.1284856523648326,18.05821689219454,0.0650772871217047,27.62334060113556,0.1733220985835201,11.213543771482636,0.1076268328449325
37,14.488889081963348,1.3271951148242414,22.23339253694521,0.1780094865982128,13.150962014821314,1.7763568394002505e-15,17.062060763947585,0.0675438253419858,18.09245573325213,0.134634383286499,18.214827201256377,0.0655444652516721,28.08855675698724,0.1778616547267047,11.139576287664152,0.1138580443029185
38,14.511888819154924,1.4233843870361444,22.52423276620986,0.1929189999808987,13.150962014821314,1.7763568394002505e-15,17.178846169929713,0.0708666619421257,18.24781874773597,0.1371436586081228,18.362528952565818,0.061939058873728,28.56201243473169,0.185041913634982,11.072548825254032,0.1193476729738923
