episode,best_mean,best_std,always_approve_mean,always_approve_std,always_reject_mean,always_reject_std,uniform_acceptance_mean,uniform_acceptance_std,oracle_mean,oracle_std,pattern_prediction_mean,pattern_prediction_std,rich_becomes_richer_mean,rich_becomes_richer_std,reverse_rich_becomes_richer_mean,reverse_rich_becomes_richer_std
28,11466.291512535605,4063.2853275984735,13707.554795884793,2489.783666160066,0.0,0.0,7392.791671292724,2163.098002325908,55526.45243800663,1589.470922786344,24242.58296932291,1856.5188824688607,12935.463529676488,2809.63274370495,8758.23708504676,1362.5181820464763
29,12289.331053645006,4055.144024157372,14329.012973267518,2784.971394343406,0.0,0.0,7890.574353491155,2358.154140872688,57611.23603712958,1721.2883666713608,25146.035461210413,1817.233918289522,13348.7294661625,2871.0435066294517,9271.523927389311,1465.469478005025
30,12990.549372525247,3944.175520111474,14854.86023533354,2937.85575025176,0.0,0.0,8120.3780080305905,2571.391027322236,59496.76045992321,1833.738585578156,26033.217863722755,1702.1594287718124,14086.23437298339,2940.577862395108,9322.437801357886,1704.284293953042
31,13692.779563289105,3736.997782066984,15440.067096037066,2528.309396200641,0.0,0.0,8198.523422360322,2647.3945640362576,61635.35645150153,1911.9908461355008,26885.09310943223,1758.687084953067,14793.170391369023,2561.3664907798197,9681.436543296766,1978.319896011212
32,14480.45200960603,3669.057724773144,15811.62364437975,2829.9806708245974,0.0,0.0,8452.217611916827,2746.1563661157484,63494.97553112217,2021.8076919907548,27748.97018896729,1761.1895008384845,15221.453903759617,2541.587488950453,10060.548675266957,2136.883434329126
33,15312.253187998209,3694.4328047280783,16484.670408878883,3075.211484903844,0.0,0.0,8528.339012917819,2755.2422864870537,65463.64206129634,2122.4782019046843,28795.371141522173,1814.3844722491967,15908.900718046498,2555.2241712209566,10245.765135843754,2186.219678615344
34,16059.75313169657,3512.5319881214364,17082.926758454298,3131.7449406075816,0.0,0.0,8714.719758085823,2646.542021294493,67361.6748611718,2003.624574181821,29654.803003790857,1809.5919096496127,16460.921414961264,2839.20339034946,10269.934587916923,2223.7893568329314
35,16769.849935844388,3248.748937013928,17584.198285752187,3153.5062056079864,0.0,0.0,8945.142035371882,2561.593599210702,69433.08256896329,2081.6220202104723,30687.652357710795,1822.2252287256777,16838.54248882509,3039.5806679727257,10533.787837692922,2086.4441765025176
36,17501.11344838432,3188.4639222355195,18062.28093916265,3278.292672228461,0.0,0.0,9505.907192898292,2493.3847790597274,71413.8328634673,2029.2003504938425,31520.168643978155,1908.4373556844523,17610.690724845237,3020.673762919173,10900.642755817627,2068.458768880141
37,18256.58923924909,2975.221485212288,18521.89467366557,3055.1719788835712,0.0,0.0,9747.857075150245,2439.388453539714,73242.3112323824,2197.332130609251,32365.636327765744,1856.3308013325395,18047.080041568788,3154.2356767285182,11203.037096307566,1846.6149565407904
38,19058.96733801389,2881.856307693652,19073.55459510033,3052.80656649942,0.0,0.0,9779.916829730451,2493.9360996150385,75426.5882722255,2182.4049283248373,33309.14864309699,1854.09981749243,18555.95897531184,3286.8280027990127,11347.468625017616,2067.032725521992
39,19796.856264728893,2815.3560121994524,19735.973762038662,2904.4322086451134,0.0,0.0,10175.579348248462,2320.907632787069,77522.17970143375,2135.308738648568,34317.28760756999,1871.3429129245496,18986.641703285222,2952.229106521248,11659.266532935586,2087.24745797124
40,20630.80704355379,2838.7806751965777,19855.52024469291,2823.6781830260657,0.0,0.0,10444.115008978762,2148.0147154295905,79447.16801027952,2317.138194291301,35364.63248900276,1854.322193792852,19516.81946614574,3104.8819567304267,12099.133874543755,1796.661050466451
41,21519.930605762245,2882.952638012736,20371.84818716091,2428.056899789995,0.0,0.0,10535.31967844598,2140.9770588649,81495.12189956623,2406.241291638213,36280.28887011929,1930.7255017004277,20205.802070467307,3026.6299884719792,12217.41570871234,2149.8322791005207
42,22316.744408543065,2763.302862941636,21219.19678620792,2402.611818923819,0.0,0.0,10591.838580641495,2054.9955190253168,83545.68982304519,2358.859451733394,37244.15403908835,2073.4200898795184,20946.78336398153,3126.3463339210007,12609.146496238644,2184.420485368542
43,23094.494708902253,2741.867855936133,21846.30120423571,2117.853677691723,0.0,0.0,10816.949660446897,2179.4658208900823,85799.01830726562,2381.6373428067945,38133.35456417879,2223.9426427644585,21196.078737915464,2911.69557599115,12848.185095895018,2016.013289573051
44,23805.26044520583,2695.0418782531897,22432.428551291472,2256.428148987178,0.0,0.0,11179.673666299286,2270.858747848718,88036.80449228115,2365.257133378903,39282.84698665123,2238.7868207652723,21399.13467217684,3080.8912534859937,13052.899612604837,2196.7008160613573
45,24655.31387783108,2807.4044555180185,22819.191148896756,2149.915996957672,0.0,0.0,11479.07326515004,2357.7314352741987,90036.02819346805,2226.18731155086,40222.35540677171,2184.724509190763,22044.868298044777,3111.2865066970558,13239.1540005869,2117.870231061534
46,25475.005139500183,2893.205246535046,23185.972844225915,2532.850812376689,0.0,0.0,11841.792999188929,2465.313870164016,91989.71646097217,2166.635523752403,41127.46815004559,2160.25445984524,22814.447031332667,3091.8725774068707,13785.44875697487,2360.557172821013
47,26289.5938240939,2873.420843869827,23841.12813869953,2580.8601544214107,0.0,0.0,12074.278337078167,2304.563201873126,93812.0898804176,2309.92475080004,42137.77021034363,2170.1599093941268,23071.211415555743,3050.8162175767548,13965.40321646898,2422.302269241753
48,27057.208760205074,2956.5734272553245,24454.7731553282,2847.761564515175,0.0,0.0,12356.796134792525,2233.397608516978,95740.475504414,2216.675231963895,43231.28688086152,2013.112721847876,23449.44426823091,2752.108248973685,14428.90100898624,2245.153444549453
49,27782.17047964557,2971.4014586459816,24987.34187745932,2944.4088696129697,0.0,0.0,12851.280167325453,2357.685762785545,97958.73413721254,2296.2318205338283,44130.96591526225,1993.6847072853648,23677.70026260601,2891.6011177910964,14941.76283839488,2333.279289845285
50,28587.15745033709,3070.599688080978,25679.206658313477,2729.415756340195,0.0,0.0,13117.77922346134,2300.7091727034085,99989.01786277528,2373.790965232861,45100.52492031304,1926.320993551046,24258.756444568844,2875.0802820653425,15336.484027604132,2465.294102947197
51,29391.59521517242,3109.608246540552,26139.20659816622,2670.252404181989,0.0,0.0,13269.76178378546,2262.5346406822923,102159.02329260754,2310.3930626712104,46012.37583982444,1888.6970075230015,24882.16735595737,3036.9409290461663,15678.396434832192,2519.9187516835527
52,30064.489175327257,3137.469025817993,26720.133118705293,2652.591857339089,0.0,0.0,13430.402467099551,2196.018830840217,104004.098539692,2032.6550784665264,47226.039082006544,1893.828326340452,25268.72089067434,2986.9104861104183,15962.441290006249,2616.9408804297
53,30673.43036642702,3198.8067266700364,27504.50065873247,2916.838406869546,0.0,0.0,13776.36202095186,2215.21472657655,106267.4941968768,2320.7743327947696,48245.63345517372,1951.2309600591293,25310.576743142472,2981.8376824014044,16517.130925475212,2534.751736990989
54,31290.001961003007,3385.0985582964977,27845.81584947424,3443.469379570148,0.0,0.0,14091.135476637435,2236.053187894681,108193.25574662464,2332.680113140851,49301.83482899584,1732.9854699927916,26092.315802961093,3123.394525932814,16733.360903257584,2427.787673370436
55,32095.1932082601,3590.666999125471,28352.93343542587,3300.5079824206964,0.0,0.0,14326.990658772422,2365.6059888157506,110298.61233952823,2369.8196531118024,50345.38832133684,1777.1442973706896,26587.19484485201,3081.7481855877354,17076.31842637645,2343.862661535941
56,32884.73321475981,3835.753529007712,29272.29735226141,3547.2959745362064,0.0,0.0,14531.583142452422,2411.312167005098,112441.81466640932,2391.845108772532,51241.2402237169,1712.5303000276597,27271.14493751903,2939.848727910245,17481.28003217283,2045.740564310127
57,33636.84713583767,3954.183304495257,29769.9163051958,3749.857237028359,0.0,0.0,14883.070563240708,2405.478328438336,114484.01895631517,2154.845347744796,52250.42366930926,1652.1076713254686,27701.7883483752,2892.8884762195944,18092.67038373479,2023.482753619023
58,34344.48449071817,4176.796276331012,30399.36131143766,3803.754215873906,0.0,0.0,15027.760208921658,2622.4209402565134,116316.28188680796,2139.479396797097,53408.47270307216,1538.1921915497626,28203.73069585466,2902.130898475435,18272.89596261523,2320.340333679096
59,35171.5675552408,4507.12182934728,31028.872957164316,3916.53174426273,0.0,0.0,15249.680418071472,2693.5384005956507,118445.15652816184,2343.144740663327,54552.35601809806,1488.190380249429,28901.62183130539,3041.403108311978,18510.90354842968,2431.0905282736026
60,35758.809058772,4762.201044695746,31700.86328913245,3780.847248425496,0.0,0.0,15631.136357922232,2840.258351130796,120492.5143185415,2253.789475420216,55648.82370046891,1319.758681939189,29640.77092558952,3049.196450671446,18711.843124394647,2621.7958565520044
61,36495.89980378267,5111.81992480957,31854.154927658245,4045.772612936927,0.0,0.0,15602.70836411303,2947.956018058286,122337.74788865316,2488.848002363684,56624.3589215681,1357.4590886200583,29960.724400112253,3061.5570677530923,18957.64672791988,2647.556752303598
62,37095.66546771747,5311.417373273192,32141.21233510349,4283.730479307578,0.0,0.0,15910.00648415295,3121.1603786801275,124618.3946155683,2443.521578504211,57686.139635531945,1409.403143629861,30440.68869358912,3344.254232292998,19310.595658393213,2588.920240587899
63,37722.06724332194,5610.660554854971,33090.226115776335,4218.678149327745,0.0,0.0,16039.048153565063,3047.1658586948465,126566.1555723374,2411.9602185229924,58703.25515607325,1428.1560314181174,31077.539352172986,3533.3114226403404,19803.57322236252,2592.001363900573
64,38163.02764783605,5899.182502639923,33771.963169928684,4194.335737481657,0.0,0.0,16106.391814142997,3156.893083778293,128565.48452134224,2394.5865234825687,59823.31129379347,1388.388093502408,31600.08733257659,3479.5363890341664,20004.71563601516,2513.700572278199
65,38913.94674706854,6224.829797306876,34287.440358456945,4235.283410832391,0.0,0.0,16465.67720341835,3141.6041215824725,130604.45742364733,2221.6098013369565,60780.668470710014,1337.6810262948538,32085.522886541563,3447.732608452962,20437.468112274357,2440.064971087075
66,39517.98065058531,6515.769120076307,34461.94482155547,4200.011299320653,0.0,0.0,16830.60710275028,3169.57307288769,132675.19787051107,2189.857580839673,61714.598494166086,1514.1192528011009,32682.520440780936,3502.219850783635,20526.471181994577,2369.8093759681374
67,40171.72634305126,6836.714002794301,34978.432781962816,4473.168900915758,0.0,0.0,17220.618494745744,3104.447543485913,135008.2203330819,2402.540396967975,62826.496628276574,1509.9327916823224,33789.82717264646,3779.270115563236,20906.809110335536,2113.274167667054
68,40984.12407931953,7117.480304132393,35333.21677747416,4564.626413748803,0.0,0.0,17283.15179667557,3065.248061465475,137068.49990468484,2336.7406096750738,63940.13123051203,1394.6862452029063,34560.27807607085,3516.533976722987,21064.56053960821,2130.9995841376262
69,41860.83596317544,7523.205501778772,35570.92227842072,4406.795626724713,0.0,0.0,17685.342291449437,3025.5492148022536,139156.29109345214,2291.9351567303124,65035.86816444805,1536.6181305883308,35091.62537255689,3637.760915702348,21298.14339610798,2216.0780144565347
70,42505.08949278317,7828.545238830854,35906.34857493376,4088.89808453442,0.0,0.0,17856.683454983046,3020.9306243158703,141186.7609421468,2292.2078670062383,66174.39473798996,1491.8412120157277,35505.14015116525,3916.4534450959,21430.52364074913,2603.431074179404
71,43123.48517180688,8173.946614201173,36683.29982026431,4095.822670280044,0.0,0.0,17997.4345506114,3015.9436762995165,143450.1168692332,2398.9202337334127,67219.20701579514,1569.9502328870517,36441.53940844612,3939.818556148452,22034.93168976179,2416.9474903486544
72,43865.88750338296,8555.023553542464,37085.57940106248,4045.493279996007,0.0,0.0,18254.603003049087,3038.2032170414045,145615.02092667928,2451.620147246014,68380.57988268035,1580.2292011378274,37013.29733214235,3931.411389983978,22478.03577423029,2463.179442480581
73,44610.86437774031,8857.230882097114,37769.70173201718,4067.836774639733,0.0,0.0,18582.60324763993,3014.655932696711,147487.65843474824,2602.164473147738,69543.445759477,1455.4886143395356,37417.91555581648,4236.054682169656,22829.71072602709,2563.1675383092006
74,45275.5096309907,9261.839094068308,38672.7080977537,4239.952659591383,0.0,0.0,19086.61239127673,3056.355811031532,149477.43590936452,2717.303719744036,70494.87178819114,1509.4338986657533,38108.82186996992,4323.356246662782,23137.37544743323,2750.2074401174264
75,46013.481110142005,9682.378618809784,39302.57507512976,4481.185819314727,0.0,0.0,19205.22994850708,3117.0888653968727,151520.0804027071,2828.013236420501,71658.50219309496,1413.5385199129216,38837.36561133302,4621.251856623367,23583.116504503283,2644.2366938683995
76,46710.98940578204,10040.702328326004,39863.47053177818,4206.407017193675,0.0,0.0,19626.74887668085,3120.8007411150697,153911.64505918958,3029.5547391471405,72873.45909723657,1476.9976457568157,39594.507903590784,4669.688721552769,23695.76903939601,2469.066848134371
77,47521.08992783115,10270.634563099176,40453.85248519421,4334.039880482559,0.0,0.0,19708.8129743783,3303.625746448441,156312.3696320717,3034.088607025056,74052.42691409972,1559.7335616258033,39808.89644769536,4609.644211924264,23825.874794364878,2393.808895697313
78,48215.24534156951,10602.06761170448,40937.90907290553,4235.998813465164,0.0,0.0,20030.75740125367,3445.955165963409,158416.1267547742,3041.5540879845275,75267.5288010226,1506.0699303136269,40315.42541586075,4894.492655835792,24048.874897829974,2555.92340647128
79,48875.71485251953,11038.283064900645,41511.79039860306,4288.430911292538,0.0,0.0,19919.70750227044,3388.6827747508687,160675.38418089136,2908.372227109408,76385.55408205639,1542.759003244476,40716.99441895384,4617.022319870853,24689.57373498301,2399.675823738408
80,49527.225593776224,11412.018653081115,42012.40024570492,4312.887856622921,0.0,0.0,20011.616896618994,3401.1700434073155,162663.0450043938,2759.519475377878,77595.24106962982,1482.6681428438394,40936.48112181683,4981.353271292842,25047.179276176917,2388.6285878462672
81,50095.72254203104,11795.007158014098,42606.97265999228,4374.867408914472,0.0,0.0,20294.66774695176,3601.052107744451,164958.2550151252,2688.2806546289235,78756.27100850416,1453.807834575219,41088.79437829571,5027.339793865071,25430.667038388307,2608.21333035086
82,50835.8061202659,12117.69331244111,43389.2946852224,4690.115020135314,0.0,0.0,20759.260514040965,3737.241954310552,166789.7093768492,2771.244752561321,79792.60897309057,1530.6537153862264,41526.19886534302,5065.115130333468,25827.4943800406,2894.343357857967
83,51452.669859848174,12611.313459771987,44172.70194168057,4886.649797686083,0.0,0.0,21056.844490294978,3543.776795943156,168871.56860183814,2811.700666592675,80949.38395442851,1590.750669219878,42067.14743135956,5309.89860177648,25963.13588586456,3113.7842309125867
84,52226.72782623724,13048.379393529396,44796.0422013261,4767.205483088278,0.0,0.0,21121.405035609077,3550.336742354991,170931.84532560452,2977.575570493955,82244.49602106986,1669.63634413257,42231.732489967886,5282.14988485126,26299.46081154326,3361.04067767719
85,52943.739486162805,13568.59974470832,45240.479342736464,4743.746199575802,0.0,0.0,21410.510925259376,3701.633404556668,173145.76612183513,3039.833297882226,83436.72145002746,1689.0440718582486,42671.83304297645,5454.206520571151,26877.205490191915,3767.780993235317
86,53611.45181000044,14088.515357080394,45820.10717660914,4946.0971720323,0.0,0.0,21723.29046098353,3997.137705836166,175177.76248077324,2905.963310117116,84637.46958273607,1579.4757976108644,43368.06635542006,5210.633649430196,27332.03630221576,3725.248250566097
87,54289.58519782162,14603.4014098858,46367.09266951935,4792.771505243936,0.0,0.0,22001.23016446216,4090.768453839456,177196.1028409487,2929.917103069872,85726.58198809475,1593.3302961422305,43721.27608723623,5338.666763405928,27801.03735497148,3708.510400376892
88,55022.94715132284,15021.124288713732,47030.31379423237,4741.567329782761,0.0,0.0,21963.377880242617,3927.1379522230186,179251.42672500387,2885.364000956822,86781.36757296477,1514.051072321732,44337.21681599025,5510.610795542763,28019.905615574982,3783.6416743348254
89,55824.17892840423,15475.448940690898,47773.44298562167,4631.728161167445,0.0,0.0,22320.273810183167,3808.042254682572,181299.1837168808,2881.556158233628,88044.5153179507,1549.238039936204,44689.64841231842,5689.892825089282,28520.14137577472,3764.9409735182335
90,56604.63259060504,16043.805956371085,48060.66833878864,4241.934166810369,0.0,0.0,22409.86747912216,3585.1358943586124,183409.6438428787,3071.734664674454,89241.00415054642,1540.8431980561322,44816.36469453382,5814.155878343691,29065.69358103501,3692.710604715252
91,57178.56844219267,16410.73593043105,48335.27086044944,4354.814851306948,0.0,0.0,22676.47620176721,3692.1935664405896,185546.96987512903,3352.933496176632,90362.62272950684,1492.8905237412014,44874.83392464056,6231.540631182384,29359.261320650134,3837.939936981171
92,57876.08772153095,17022.17496640102,49109.14505732699,4314.668357546923,0.0,0.0,23004.5913749893,3715.621614265991,187894.41622983292,3217.640458971553,91394.38245722342,1595.6878505606323,45352.29951394596,6201.636463681668,29585.243606437514,3689.029053087055
93,58439.42383931777,17299.930033051263,50004.42518847251,4097.343179569531,0.0,0.0,23136.88014461004,3800.5692279090977,189789.14661692327,3219.867249482311,92687.45579171696,1599.764933205886,45685.16075196831,5895.171738987791,29970.96302466523,4035.9984051785223
94,59093.68265237487,17618.185800922405,50636.895762432985,4220.537214290314,0.0,0.0,23396.425035211163,3852.991148795286,192180.510105521,3191.501875430814,93865.84526477606,1575.146785643215,45983.36009045607,5878.950718753386,30400.701406081567,3811.9281992926726
95,59873.50750217812,17914.82707458823,51301.91351786432,4108.902873952696,0.0,0.0,23610.72714788884,3849.960030734266,194063.38002030004,3040.7933163612984,95173.77831492384,1715.1851549769633,46427.899486112845,5986.229505504085,30881.11772638068,3801.69063864176
96,60472.36430026828,18290.00461140858,51960.90278192752,4325.425375790066,0.0,0.0,23977.721995735777,3780.8570847080223,196129.7855154057,3033.654680670845,96268.91546450612,1809.1858567266984,47166.28179339781,5858.107741475992,31346.205241335258,3825.150298875538
97,61157.00100354978,18637.312312693877,52552.36657452906,4330.956975244011,0.0,0.0,24317.32870745045,3924.0268636202304,198205.36769412385,3139.0473384232373,97527.66622561104,1842.0024248971504,47629.52239278588,6036.648469764979,31725.674999096293,3734.64265989653
98,61720.52184015221,18915.58203546761,53292.139270248335,4321.875025021122,0.0,0.0,24598.97318611127,3910.065798731484,200408.5189237393,3245.7584287163204,98802.90025887985,1924.1169320836248,48352.9462356412,6501.3860159270735,32146.52395073174,4035.6982411639
99,62160.601846705016,19204.490311780293,53842.38875137735,4316.483670041641,0.0,0.0,24945.07927448795,4085.547971589858,202388.7257773392,3360.2899246553843,100048.29420726812,1975.3992802727896,48921.85264373237,6446.699005251713,32765.49190350198,4045.050493279908
100,62727.44376432123,19679.34229787835,54503.38198728603,4291.875086264039,0.0,0.0,25254.898946876103,4270.998387826713,204488.66360739508,3295.89333601785,101229.8784943445,2091.348089800958,49359.80905168246,6134.81925848861,32981.95661656619,3957.144380382008
101,63491.178710559885,20237.17730005202,55292.58022019932,4308.612614243386,0.0,0.0,25427.96979107867,4383.06470446648,206529.215396279,3254.3282192966976,102341.06531100276,2161.0706549754127,49590.29646264787,5960.076556150319,33308.5729007812,3892.3020545669024
102,64138.55847339301,20584.082780910267,55705.82496922695,4379.121560347043,0.0,0.0,25486.116058639112,4319.507217352393,208727.8673677643,3177.538727889802,103518.81361202124,2169.926361382836,49897.20408304633,6255.57205237562,33658.573293757625,3796.444468518253
103,64827.25267088043,20999.519786601395,56448.870520035256,4484.574235579579,0.0,0.0,25616.73386979283,4165.238669799073,211067.7044481018,3152.510859629678,104601.03037759045,2059.033398624444,50631.219137827546,6562.043364054304,33912.064776542094,3959.406257317796
104,65574.57901160386,21419.78684516039,56988.45297625383,4494.559830053192,0.0,0.0,25887.30122864269,4209.945580748768,213412.85329106223,3262.6845506563864,105935.10667454072,2087.6255299325508,51179.47364475132,6476.627167235873,34141.5746409123,4073.681638542557
105,66241.25059104564,21813.240034925875,57628.39914874897,4332.9922570219705,0.0,0.0,26087.00394959872,4302.911850494048,215524.90001985687,3440.503294501878,107113.30006728892,2007.2883487225224,51851.63219532493,6402.285934134214,34482.89142772501,3965.26944711701
106,66863.6623567754,22132.53941236345,58394.03267092919,4167.095497634519,0.0,0.0,26306.614911963166,4111.526329090233,217494.98210240476,3373.63341203272,108341.2947416808,1940.6496286109737,52432.16002760887,6282.850064804012,34957.26054827754,4209.666124146996
107,67470.83638784026,22549.002995322917,58836.07913824123,4319.032869779036,0.0,0.0,26499.59970470117,4102.77567894426,219579.96761011897,3455.733168949497,109529.43518215705,1968.5242688292487,53221.76854428599,6296.057913630177,35413.83291904272,4121.020575498597
108,68094.17517506183,22691.77567167596,59491.89954268676,4526.789847811896,0.0,0.0,26767.334237426392,4219.590416284723,221686.29238818827,3435.414046792457,110798.47784866668,1948.707251434744,54096.25060481295,6096.350102086622,35975.429632558604,4050.138153399637
109,68772.32647373137,23078.38980383426,60385.1138172028,4532.160668362521,0.0,0.0,26953.44084895444,4343.469021568269,223914.07180993207,3328.232739933736,112132.85230645236,1821.2862208280767,54294.58349701066,5870.018386798931,36241.20302262624,4148.923193199926
