episode,best_mean,always_approve_mean,always_reject_mean,uniform_acceptance_mean,oracle_mean,pattern_prediction_mean,rich_becomes_richer_mean,reverse_rich_becomes_richer_mean
28,1.9146913173725868,1.9456600403792923,,1.8634983577288182,1.9598271212189906,5.375728513025974,4.47748678555027,0.8127471868317078
29,1.9011198364833493,1.9533485433442828,,1.8677528878044072,1.9651981791287738,5.402097417430886,4.504583240544211,0.8116869452072635
30,1.8835937259660458,1.9592318631140466,,1.8681510632361409,1.9717377227961876,5.42432643483164,4.530804202675877,0.8104757139223353
31,1.868154969799239,1.9636544595389003,,1.8677241449203184,1.9740076904599702,5.446293040323417,4.556255418997765,0.8077875549349564
32,1.8484372302542995,1.9705985027129223,,1.8705319191470142,1.9768474084092253,5.465313867163796,4.589298562019438,0.8064028717232218
33,1.8348852522537253,1.9763801878648033,,1.8732017151223233,1.9819138227955115,5.483316810835569,4.617295427068788,0.805630136778288
34,1.8144070266362267,1.9826877110172034,,1.874301835904653,1.9863777428796254,5.512289259635599,4.651505014137661,0.8041575642220408
35,1.7953950907574077,1.9873759632504762,,1.8766825440381774,1.989109324954985,5.521546288956263,4.6807056878099065,0.8025689735762355
36,1.7768619319707235,1.9934768576952377,,1.8791866164771398,1.9919531092689586,5.533983987912759,4.708594104412178,0.8007925059368054
37,1.7600359415884408,2.0003675847294713,,1.8796765264478443,1.9957330860472888,5.564895376684306,4.738347286716172,0.7990195139104643
38,1.7397613257755695,2.0070961650573893,,1.8830839368909442,2.0013023214574615,5.577359256370295,4.772221449878396,0.797935802486089
39,1.7224672114527861,2.0142187827880558,,1.8878774538221648,2.005979903086721,5.581959572185041,4.797947574042977,0.7960222098625818
40,1.7038685783876495,2.019694504054739,,1.892017667057838,2.011040343524034,5.602145863025011,4.826094824886431,0.7943954996670771
41,1.6866836653916122,2.024883765023571,,1.893779266458983,2.014096015180402,5.6157062318521405,4.8596385164114375,0.7934268648189227
42,1.6691574710793355,2.031100133162129,,1.895308286224765,2.017992331821546,5.635912790458815,4.888003626020512,0.7912123572036722
43,1.6493546734816367,2.0373130763566922,,1.8981469283370307,2.023450397440551,5.646055452680731,4.921876354085779,0.7895712860784695
44,1.6344753277257202,2.04314172307803,,1.899237471115444,2.0266593432077014,5.661205335045571,4.951008246375554,0.7880642547708854
45,1.6146210834701296,2.0491419461751206,,1.902335687644637,2.030423217297073,5.680403810192158,4.978353706458099,0.786866053603951
46,1.5982292169164753,2.054377215462666,,1.9056068050878905,2.033724203301404,5.696999067126107,5.007626689657401,0.7854055059255755
47,1.583007068805078,2.059879838525969,,1.9078135375775405,2.037834316417774,5.7050725352961145,5.039078699186101,0.7842377169645286
48,1.5686746600395067,2.0670503193924272,,1.9088471352621244,2.0405875604943526,5.709804331198934,5.06973054038661,0.782807654254022
49,1.5552502092857259,2.0744417767517715,,1.9120697705384393,2.044034290363744,5.728178405736568,5.105053946639582,0.7812258768095092
50,1.5376319936737093,2.080889222760497,,1.9114980425860277,2.047248538648456,5.749140950561754,5.139752634668452,0.7793846669851825
51,1.5210896133221896,2.087328848280904,,1.9143197812333503,2.0517665483195904,5.763388096402432,5.170783856673382,0.7779251621395403
52,1.506303392518285,2.0956401392356883,,1.9157996366229777,2.0546723518859737,5.772045885845975,5.204308010038477,0.7758208122802919
53,1.4902514923735999,2.102154562052266,,1.918840862061118,2.059613631443686,5.7930019793101035,5.236522462750842,0.7748982685545985
54,1.475701351486615,2.1088493172645197,,1.9220351170427405,2.0631295420801505,5.799165534742256,5.267758992107071,0.7731443930215037
55,1.4604172299991662,2.1155513110809996,,1.9249094543905052,2.0663092460236325,5.8176849665139,5.307053504219864,0.7719360621317616
56,1.4455945937805699,2.122757806846144,,1.929061598143465,2.071233624909217,5.8376417513170615,5.340278807679118,0.7703398546994449
57,1.4306147653924428,2.1293215330916975,,1.931989620281276,2.075290900306976,5.855658956352097,5.375581455322886,0.768941468588007
58,1.415296925771216,2.135744470549882,,1.934024509916977,2.078194789291824,5.877592445915725,5.411358419278068,0.7676246126353443
59,1.3992654423211761,2.142935615146487,,1.9372960440244111,2.0820282655363163,5.89422411487323,5.44558346096198,0.7666380395374168
60,1.3849634965166497,2.148575074120282,,1.9405725981166195,2.0867547047867885,5.91041933816079,5.481055413448847,0.7649550727355885
61,1.3695431469796226,2.1553401891416155,,1.942774211832477,2.0903270524952173,5.932026125168831,5.518065776471252,0.763555054034284
62,1.3554136489560205,2.161200199536587,,1.9455789451810428,2.094131397301688,5.948908578409347,5.551397927285696,0.7625162055670073
63,1.3425597204735396,2.167817807477911,,1.9476821362614591,2.0984562952457413,5.9677764278752905,5.586532213477028,0.7608630446649601
64,1.3263438513436947,2.175359366188461,,1.95125933799273,2.1018452364207696,5.983544509825966,5.625367363683385,0.7590993401632076
65,1.312768251515616,2.1817822824055173,,1.953716119594722,2.106864082568117,5.999968246618427,5.663627504461901,0.7576569758944546
66,1.2973414331933444,2.1875511061345607,,1.9559730645795042,2.1114440781469996,6.020980135043955,5.700403185259679,0.7564803836109236
67,1.2827690729512304,2.195254999444274,,1.9585320581969599,2.1150358431029606,6.039136212366185,5.741966457007385,0.7553998036608132
68,1.2669148662932,2.2029872056278266,,1.9615734904587308,2.1191490824836556,6.062414977988961,5.7812841961840435,0.7540485511785361
69,1.2506958251450757,2.2104728000814635,,1.9639593159077644,2.1241994961126585,6.083845230558095,5.817605901205711,0.7526130717658813
70,1.2338758474955078,2.217337074082565,,1.9657555628426877,2.1270661811642633,6.107553552367496,5.859153452138426,0.7507754450050547
71,1.2188389179224632,2.2254193299473806,,1.968717087435088,2.1312652959663336,6.130947520322413,5.89644624135298,0.7493138039147795
72,1.2037180720088956,2.2322762594035703,,1.9716672518533553,2.13488629567759,6.1480777500280475,5.935188400662811,0.747746841996859
73,1.1904925850726464,2.239885365904801,,1.9746362741169028,2.1391722823635786,6.163779541175552,5.976703151760331,0.7463280578875032
74,1.176632933943172,2.24799660320284,,1.9767388178629595,2.1422204271109626,6.188637931246825,6.018479675656096,0.7447752133342028
75,1.1625982896470126,2.2548698633113147,,1.9805794809360546,2.146702098772459,6.211114926216231,6.056250745297332,0.7431328987637842
76,1.1481318334374173,2.2623119714616786,,1.9842393092792312,2.15115441674739,6.2369219706691,6.096412328830201,0.7419917604068335
77,1.1340522237769939,2.2700731161974,,1.9882963378240448,2.154776341541972,6.259564038597141,6.139796795598067,0.7407732983239597
78,1.1202425480205465,2.2773592769009925,,1.991758324534248,2.159285773796786,6.277834673669028,6.181278238956441,0.7394259597529788
79,1.1070976432894526,2.284078362836224,,1.9934407289600826,2.1626454084711453,6.298386665314706,6.219996686094079,0.7379578490929755
80,1.094253050669268,2.2910329437327577,,1.9966430468406648,2.166991890075528,6.315168758222727,6.261418229191286,0.7365451980467873
81,1.0812087657008171,2.2993835335646455,,1.9993656166880918,2.171502564295573,6.3400751726964835,6.304828795206361,0.7352182870170778
82,1.0681407661210738,2.306816405185924,,2.001512499245714,2.175594030668604,6.354220964514582,6.346553682197157,0.7336102041061052
83,1.055532783833904,2.314695165102964,,2.0040323072165425,2.18015448049377,6.382187657521465,6.393550201375037,0.7319409771838489
84,1.0430807468124037,2.321458547177899,,2.00638124897147,2.184144106026277,6.405810509853956,6.433463436610893,0.7304912858275392
85,1.0314677254060383,2.3299038496005235,,2.0096839175447556,2.1897543470173306,6.42765476102963,6.479243478797499,0.7288089352076899
86,1.0190736605996842,2.3371967767595554,,2.0112850930570447,2.1933704758579595,6.450070982578027,6.522128328623176,0.7272992551957204
87,1.007305593893992,2.345118009261261,,2.014446549552726,2.196998672460737,6.473920553730019,6.569501726761172,0.7261180841069224
88,0.9964224288344176,2.352599017307086,,2.0168261995800045,2.201641014639524,6.499771324499235,6.615108978768369,0.7244546880870201
89,0.9856518189897473,2.3601351150372016,,2.020149745723615,2.2061650556789796,6.522818002722098,6.660128445130929,0.7230475307365833
90,0.9738613709650615,2.3683017170556178,,2.0223147905106713,2.2100622414972912,6.537158679363262,6.707313918209208,0.7213963649201568
91,0.9623884182435483,2.3765624201849733,,2.0251661244984276,2.214692242477098,6.558362842983507,6.751947995323366,0.7197768109884273
92,0.9513901185070059,2.3853686123565523,,2.0280916907373103,2.2194480872822533,6.577065492316486,6.799222633103863,0.7184845164760773
93,0.9402942131965678,2.393529297463483,,2.0308678177965804,2.2239770532182623,6.599534207234373,6.846267895089204,0.7169684103774405
94,0.9295796104174814,2.402116232373716,,2.0333003809706605,2.2287184862568323,6.625292920490761,6.89378999111274,0.7157009921661609
95,0.9197971326667271,2.4114372553905135,,2.035618102535544,2.2325486981151075,6.647704411209466,6.944982888430801,0.7145797562239729
96,0.910064002841579,2.4205765553240832,,2.038140351188612,2.237062888776315,6.67490993288743,6.992816266741859,0.7133271493923189
97,0.900396315706222,2.4300346422838497,,2.041400643758663,2.2413807741121246,6.698567145696287,7.042652442705957,0.7120348265682125
98,0.8911111526585389,2.4391867313966893,,2.044393736244683,2.2473480192563584,6.7246095499786,7.095950993890477,0.7106143704864528
99,0.8819983340629955,2.4486305589194615,,2.0474305167562794,2.2513760528277826,6.748683922215536,7.146258385141802,0.7092283328579623
100,0.8728267208739838,2.4562929513714744,,2.0507368402727315,2.255224460656225,6.775073291189123,7.195218439873666,0.7077663668449408
101,0.8640219654133123,2.4649692182752134,,2.053471910014524,2.259857864598813,6.799040415118433,7.246865409474148,0.7062954126390976
102,0.855177893373883,2.472958085521366,,2.056872869021219,2.2646587309430495,6.825038336376813,7.299061483089288,0.7047788218523077
103,0.8467238022158105,2.4817249108945334,,2.0593453054755573,2.268979071712321,6.8481093638042765,7.354078116230481,0.703212305266817
104,0.8388197486491864,2.4900842213542105,,2.0621325095656946,2.272941235933045,6.869426731435577,7.4066032282485414,0.7015655187864743
105,0.8305863168367225,2.4990243429817354,,2.064989490568005,2.2771483630707254,6.900266560942062,7.4609075918929495,0.7002491289422152
106,0.8228669493120873,2.5077246244393976,,2.0686334102789323,2.282373958504191,6.92473398941496,7.513600747821393,0.6987295463362101
107,0.8153367260273418,2.5167967683294985,,2.0712211209715923,2.28724322430316,6.949798879058908,7.566984199820921,0.6973914019852542
108,0.8083209614375009,2.5256203357658844,,2.0742767685775823,2.291705155947116,6.978047659116929,7.622939617963986,0.6957746663030512
109,0.8012561099413509,2.5351900937508782,,2.07679534016042,2.296699021990874,7.010908847490845,7.677619521467147,0.694339558564308
110,0.7944775941937954,2.544138614256805,,2.07981118291974,2.300808299305471,7.036350937196318,7.729412838544874,0.6930763551206325
111,0.7880386333978253,2.553581034032378,,2.082594487279809,2.3052923214520553,7.059042846521298,7.782711880714673,0.6914643579259263
112,0.7821441612904685,2.5630873497845905,,2.086283564515711,2.3093185647522025,7.0838376001543075,7.835685266225432,0.6899174825952806
113,0.77627940654104,2.5731475067613783,,2.090139906222569,2.3139939424635556,7.114448959088207,7.8906290497322376,0.688139611936397
114,0.7706919896942312,2.583271777538527,,2.0925934474420305,2.318035668802911,7.141889146341565,7.942772732624537,0.6869615005410437
115,0.765097504415643,2.592898145130841,,2.094884505229992,2.3223631989048035,7.166821830049832,7.994502079979551,0.6854633736446465
116,0.759668571666369,2.6028904150494943,,2.0986938320675828,2.327645919570146,7.188829219139686,8.046594113741163,0.6839225968731069
117,0.7541140655081837,2.612563727303136,,2.1022224421450355,2.3326120030405253,7.21016572468416,8.099258718695756,0.6824360120456111
118,0.7486202035079815,2.6222217576383824,,2.1055464021038106,2.33719006614101,7.234452745095339,8.152365792997907,0.6811330117826185
119,0.7429618195038449,2.632522554974013,,2.1087340758655393,2.341899693409846,7.261372947994829,8.204668759074401,0.67973943717059
120,0.737808208248108,2.6425002245346825,,2.1122538415395358,2.3471921335779635,7.286796944539382,8.254566682623716,0.678361519224804
121,0.7323447503512084,2.652305829730632,,2.1147358620845518,2.351624674442376,7.315978907388145,8.305059330617633,0.6769340450023191
122,0.7271970404922211,2.661877484006743,,2.1173043949722623,2.3564058216173884,7.343297689515995,8.355865787657859,0.6755558811147464
123,0.7219212420191095,2.671197733911563,,2.1206795836726293,2.361280402941352,7.372425102317604,8.404430135317964,0.6742687060936473
124,0.7162991950791537,2.6804792816963667,,2.1235217301470053,2.366232167944181,7.401400427478781,8.45607923988793,0.6728003171125225
125,0.7115343333671182,2.690698467654545,,2.1265815987251644,2.3704647882289236,7.431553012102857,8.509317568401627,0.6714828667891299
126,0.7062544938413821,2.7009341153516897,,2.1298570085654123,2.3746471192169625,7.464559240710711,8.55969159630448,0.6699989971349011
127,0.7012426436061877,2.7107682817564265,,2.1328717531885175,2.379102821367942,7.492194723429419,8.608633060073224,0.668428803424675
128,0.6962506700104617,2.72104151749301,,2.136262106914208,2.3839377061788705,7.517654884880755,8.656954637041231,0.6669310004343002
129,0.6908194906093288,2.730370258627649,,2.1394951781760945,2.38789758397713,7.548096941838401,8.709563912642075,0.6657654644587142
130,0.6853776683934836,2.740192134698424,,2.1420580427232867,2.3916018546978974,7.577207369462126,8.758964348065435,0.6643403046305959
131,0.6802842021119457,2.7505286538987703,,2.1447400443577767,2.396661474912973,7.608774361929002,8.809283028696974,0.6629518196708708
132,0.6752761172506331,2.76069149810487,,2.1483867479940746,2.4009749922180323,7.635361776229156,8.857934628541152,0.661547482488913
133,0.670171027497847,2.7710856820967917,,2.152319425057547,2.4055660314763956,7.661439486731012,8.905928601003591,0.6599903239887449
134,0.6652515105608303,2.781458582325631,,2.1559273192469384,2.410454221024332,7.689756396999352,8.95636291569008,0.6586331368135816
135,0.6601673562870785,2.7923967831942433,,2.159519835347111,2.415705919893524,7.723105029510537,9.007362270942622,0.6571563947498209
136,0.6551925221482234,2.802450433216716,,2.162537761835873,2.419879830837902,7.750988177727475,9.056323402385532,0.6555789259936222
137,0.6505804449263476,2.8129549235499,,2.165565960002381,2.4246805786057597,7.784896500609373,9.108246682868627,0.6541660984937598
138,0.6457872387469676,2.823413722453081,,2.1689087987671503,2.4296400141968904,7.815230708126241,9.159025074605365,0.652902666106152
139,0.6411233379755271,2.8342756261540396,,2.172133757257512,2.4346892532715434,7.846410264336808,9.206987199361015,0.651533668115973
140,0.6365949384285079,2.845207345970756,,2.1749585163674037,2.4399294471838853,7.873227075400472,9.256853282351075,0.6500560600295134
141,0.6320692756230324,2.8555614126854625,,2.1786466572700838,2.444511663499543,7.902458135617309,9.305918560731119,0.6485440563522034
142,0.6276937515653231,2.8670907106900296,,2.181651195574198,2.4494258098212445,7.935343152086374,9.354162161480485,0.6472436310617232
143,0.6235177017120869,2.8777225239713293,,2.185183147574632,2.454369990930629,7.9673856721585805,9.401458129601156,0.6456264151011997
144,0.6193679829298606,2.8886341504094477,,2.188100124268779,2.459524056381943,8.0015249742378,9.449780049652187,0.6443207209649559
145,0.6152704739261531,2.899539181469159,,2.191281546658672,2.463904996644264,8.031713400769709,9.499081003188264,0.6429003015485611
146,0.6113695206400794,2.9109940070074813,,2.1942878400949493,2.469428432586601,8.062133552467532,9.547361971708993,0.6415339233674759
147,0.607431695842564,2.921833855630519,,2.197294115617868,2.4749834908311827,8.091866702775055,9.595688684979596,0.6402678546135794
148,0.6036210295915886,2.932449338753044,,2.2003023880280854,2.479846136109874,8.120057633829102,9.6439175253613,0.6387555577276297
149,0.5995326973404668,2.942974874932271,,2.2034346545944854,2.4848627950024857,8.155131101576384,9.69001569899146,0.6373283789617049
150,0.5956929252753955,2.9544407325498554,,2.2067014517663646,2.490422056304115,8.184002490523564,9.739494106596485,0.6360464387739109
151,0.5917858310810765,2.9659082779351906,,2.210526209586034,2.4952634396576046,8.217215447073704,9.786009274818195,0.6346092934254708
152,0.5876775531424815,2.9773848572870922,,2.2138298318755587,2.500319381386637,8.253090274990488,9.833087914381293,0.6333099382103983
153,0.5837913069980585,2.9892167077228655,,2.2172570704775154,2.5052064739813664,8.287069688178587,9.88176994687438,0.6318581977095451
154,0.5801299068665967,3.0010164251982046,,2.2200900970611492,2.510346887422067,8.321918740338571,9.927292545914085,0.6304329468603754
155,0.5763361847803585,3.0123104227859705,,2.222911192484639,2.515647253570829,8.355159740646267,9.973968300825028,0.6290530105014515
156,0.5727276199963192,3.0242559925537305,,2.2263578605235708,2.520977212927766,8.390938521220896,10.022233905558998,0.6276790536283904
157,0.5691590996480758,3.035652775251085,,2.2301139033738164,2.5266165928135123,8.425595688664416,10.06711770531399,0.6263087575288311
158,0.5655522213907229,3.0477402993505516,,2.233360563724178,2.531671806568355,8.460201470444819,10.11554610349411,0.624902792421906
159,0.5618205326188269,3.0592531304680244,,2.2366576262195084,2.5369550846385662,8.497387032248584,10.160982654757458,0.6235960559150686
160,0.5582925686146059,3.071517233563426,,2.2399308268154523,2.54188879621379,8.533683402995614,10.210607146905012,0.6220493731645047
161,0.5548830774465131,3.083867082482856,,2.243909099382722,2.5468872965249973,8.56540206997294,10.25875072369454,0.6206950868983075
162,0.5514820173478597,3.096684333555698,,2.2470389381787967,2.5522774135322797,8.599525989634055,10.305073954995871,0.619293418687088
163,0.547905314484965,3.1091141526344135,,2.2504867420214425,2.557196050013291,8.635797980030317,10.351892604788718,0.6178759636944252
164,0.5445330301263996,3.1215616301651923,,2.2535292350671665,2.562589788007712,8.67249990214161,10.396810438449732,0.6164146188530677
165,0.5409706999930584,3.1343089325815505,,2.256616671225131,2.568261420270257,8.705650429102269,10.443781322214683,0.6151012331699507
166,0.5375806248215114,3.1475067121382954,,2.260577723326123,2.5728084106109903,8.737442739062697,10.488586171524334,0.6136336623387616
167,0.5345132330577391,3.1601191905955432,,2.2639260731031143,2.5785622812388977,8.776681979824074,10.534534784631619,0.6123259222249348
168,0.5314197773848182,3.172557640079138,,2.2672681704743725,2.58365111948918,8.814175979152381,10.581005989677793,0.6108388256242485
169,0.528504150435067,3.185341646926303,,2.2712814661780687,2.588760425979588,8.850840105479874,10.626440414020157,0.6093818351563429
170,0.5256605572354283,3.197822852585339,,2.275410012847557,2.592822480177839,8.88703541379653,10.669399528666517,0.6079358513947144
171,0.5228968207583271,3.210740051353556,,2.27843756818541,2.5980644079726285,8.925747958741262,10.711380163990876,0.606454675868843
172,0.5202271597129884,3.2238085154564096,,2.281861151730654,2.6030474924020974,8.961858071596572,10.755945617359535,0.6052570743650569
173,0.5176897141862667,3.236191298540013,,2.285105715565364,2.608415452451583,9.002660997879723,10.798707731139265,0.6038937325293977
174,0.515389629094574,3.24929990122204,,2.288775932836303,2.614177039701099,9.042908735112597,10.844255052666657,0.6024989198301282
175,0.5131499018317393,3.2628550960879403,,2.291750042987624,2.619999183093681,9.082956324365215,10.887289966837477,0.6012473271007659
176,0.511058691820208,3.276523041626343,,2.294722493182163,2.625930050099661,9.125582207033009,10.931335950287343,0.5999399647480368
177,0.5093897392071444,3.289978955295105,,2.2987866923363964,2.631549044731694,9.162564523159025,10.976716909394638,0.5985553832746713
178,0.5077438821728948,3.30406510380475,,2.3028302321262384,2.6369006501180903,9.202013848900958,11.021593372162238,0.5971341060520572
179,0.5062930641921604,3.31738182482532,,2.306758631314242,2.642752116724963,9.240229571339125,11.06687888042274,0.5957408995216824
180,0.5047328967223721,3.331109361724721,,2.309848625404715,2.648417825588961,9.279465741724913,11.110740381325476,0.5944660880502892
181,0.5034173796733926,3.344891123522794,,2.3129462142528796,2.653823656643207,9.32154413940501,11.156141177005935,0.5931035276391484
182,0.502171133733308,3.3587642643891633,,2.3170475624408837,2.65917176801002,9.358281134639743,11.201288982078974,0.5917195679434463
183,0.5010530239755028,3.3724145027407864,,2.3211335073991877,2.664470914330623,9.393563523139232,11.24180947275403,0.5903528265436404
184,0.5000966518875625,3.386385262285373,,2.3251833197320706,2.670051454253435,9.432689995138462,11.285006018720422,0.5889199126051446
185,0.49921222100242113,3.4000199898679004,,2.328667848619843,2.67590529352842,9.473571140629812,11.328758646464971,0.5875710538263268
186,0.4985973854903465,3.413762370518196,,2.3322379047101163,2.680859791831852,9.517326596679572,11.369388733251169,0.5862264396501002
187,0.49762942622236184,3.428277419967234,,2.335917811541755,2.686770804285334,9.559224797512652,11.413498984543809,0.5848671096599783
188,0.49666846483539073,3.4429441420928786,,2.3392550200577147,2.692537973563587,9.60061223724728,11.457081922519823,0.5835330819189505
189,0.49594310506987566,3.456847952260337,,2.3429690763379516,2.698068182957671,9.64030720008735,11.499851715404324,0.5822438801736413
190,0.4952250662786687,3.4713179742340965,,2.346111730192695,2.703497533855759,9.683519740040055,11.542323727709414,0.5808718079312539
191,0.4945387264993533,3.485871916255495,,2.349925060734421,2.7090933817850047,9.72392671245325,11.585184191082012,0.5795310864076836
192,0.49380053507519744,3.500136215406684,,2.3539174030116854,2.7146968695476046,9.769005708981092,11.62655450331187,0.5782740775494677
193,0.49303855771200905,3.514212194564117,,2.3570392462682643,2.7203484986273594,9.810852959934605,11.667863007836269,0.576920086918323
194,0.4922580548680604,3.528575633275318,,2.361019601156306,2.726121852725255,9.856682422347419,11.70942273616419,0.5755926847602462
195,0.49144487880030396,3.5428764742653507,,2.364886088758844,2.732081194595288,9.897901356383334,11.751047260046118,0.5743386345595496
196,0.4909461788715547,3.557087802929425,,2.3687693549586806,2.7374916131529794,9.944743359184455,11.795869785701196,0.5729892606395152
197,0.49057608888009363,3.572392649312508,,2.372513715536147,2.74295151314119,9.988369028029735,11.837567736586362,0.5715657328564645
198,0.4901711981504897,3.58793840142593,,2.3762073988049583,2.7482549680452437,10.037397767357431,11.880348655533254,0.5702173467286
199,0.48979684113085925,3.60268708954131,,2.379761125479437,2.7543578881235597,10.08403289224869,11.922338435462741,0.568865310993676
200,0.48970658963188113,3.6172120919755133,,2.3836958649137734,2.7601168481774843,10.128772601082202,11.963788166886161,0.5675636208393424
201,0.4898693524897787,3.6316651888065556,,2.387465494919545,2.765654952818647,10.17356056868792,12.005147719566455,0.56628737553569
202,0.48996769218751235,3.6460581947712565,,2.390931643479819,2.7714084094374507,10.220769736456615,12.048581358642393,0.5649899260608311
203,0.4904010045232416,3.6605273132641236,,2.3947755403172244,2.777020893363509,10.268153100655567,12.088342109949277,0.5636385941761229
204,0.49085807960686373,3.674505819095954,,2.3984334832328087,2.7824300267642004,10.31281758405583,12.128840501316704,0.5623103348340519
205,0.4913985299819719,3.6884494777863934,,2.4026193177353923,2.788253144024191,10.358154376500337,12.16890566411874,0.560885568727314
206,0.4921749529965788,3.7028463219869456,,2.406317636783102,2.7937365178119946,10.406832638114071,12.21122152887621,0.5595869871606027
207,0.49282618404484174,3.717180536280973,,2.410482036803574,2.799555057700065,10.455176566264996,12.24976306842889,0.5582932088424155
208,0.4937869624277266,3.730493835455414,,2.4144668005919,2.805513137628536,10.503783398418479,12.292138130135005,0.5568689769304154
209,0.4948060730679669,3.744570423560509,,2.418245923788199,2.8115098517831854,10.553702899735741,12.33225097489294,0.5555560145960372
210,0.4959851641273995,3.7586867700069106,,2.4222681402227377,2.817192401085094,10.602086508707972,12.370302067375789,0.554327805737656
211,0.4974393980052243,3.7727013597107577,,2.426219192168776,2.822794651509875,10.649456987833423,12.411486717538292,0.5529568151110236
212,0.49884185785098784,3.7863680347247564,,2.430025522020223,2.828121009170532,10.698989582511544,12.451065195524908,0.5516487882749429
213,0.5000321598267887,3.800932415085274,,2.4343745636918697,2.8339965429829235,10.749450582594664,12.49059907702711,0.5503972001338607
214,0.5015004281850637,3.814739517503085,,2.4384054586489787,2.8392885609745977,10.799548446965023,12.53016248433693,0.5490803040222773
215,0.5029752126174291,3.8284463014020664,,2.442513873207968,2.844848085273199,10.847482797098872,12.57000249152419,0.547742320363324
216,0.5042674136092856,3.8423537435451647,,2.44589504187316,2.851354919234002,10.898746520969844,12.611172445640227,0.5463937777414105
217,0.5054564236131547,3.8564042970680936,,2.449706492427803,2.8568067220085593,10.948754088902017,12.651874781979863,0.5450145173898304
218,0.5067732262866548,3.870444243971165,,2.45355641200287,2.8626817612545414,10.99891546709521,12.691820099290661,0.5436814572430198
219,0.5080255335615597,3.8847909090118,,2.457203292074824,2.8689336204353713,11.048699094642581,12.732605930459789,0.5423268691555718
220,0.5093718129931661,3.898708954395155,,2.4612954946458396,2.8750062811214128,11.098446608749923,12.773624295968844,0.5410348664510342
221,0.5106502268706573,3.912618059903879,,2.4654633421027716,2.8804902759138273,11.148185586146907,12.81213879726245,0.5396971489103017
