episode,pg_rawlsian_maximin_mean,pg_rawlsian_maximin_std,pg_fairness_lagrangian_mean,pg_fairness_lagrangian_std,pg_social_welfare_mean,pg_social_welfare_std,sac_rawlsian_maximin_mean,sac_rawlsian_maximin_std,sac_fairness_lagrangian_mean,sac_fairness_lagrangian_std,sac_social_welfare_mean,sac_social_welfare_std
1,-0.001257550658147366,0.01239424933803522,0.0036518439288742988,0.013920860875374095,0.0002931885005099666,0.01367976221979593,0.008218812213134807,0.03020479053674099,0.004872421004420424,0.019310983261698104,0.0077439996922749055,0.02695517672666849
2,-0.0006711431179627914,0.014601311906470198,0.00544699907460644,0.013821970272725371,0.0013485426719576088,0.014191308151939485,0.0258886200956564,0.016242616289273443,0.03128505783341018,0.02145458730073471,0.02918844119226982,0.02349642254301879
3,0.00012573485229305792,0.014401580398495631,0.004666789884968048,0.013874368420767147,0.004127181445811368,0.014866713657538217,0.0302396374122611,0.017007272692873034,0.03517526308686181,0.032481876490345486,0.029550679638814414,0.020657603125395392
4,0.0004839663956255347,0.013787394447903107,0.0052419266959637945,0.01427757614252738,0.0038286521751209612,0.014981691005709171,0.02825208070398788,0.03097448024527874,0.03756346581966863,0.043808710972495876,0.030295911722372892,0.027477254696836463
5,-3.596724731980139e-05,0.01298941706466298,0.0056763441271894255,0.014907886194157394,0.004251444389892778,0.014551172791468945,0.0235700633992445,0.04396399278247335,0.03557054765414769,0.04994970408600259,0.031207263994973866,0.033572750569858076
6,-0.0004281452562520105,0.013416504382118132,0.005113269494706363,0.01589772794243032,0.00385545742120319,0.014829241794789127,0.02208802787893238,0.05394825481921042,0.033627395505661295,0.05329669665207644,0.028153337404701384,0.030292546716828496
7,-0.00108212771755678,0.01332618893257209,0.005172148119057751,0.015688095922662213,0.003600964223794967,0.014755925603380831,0.021344438040463265,0.06097147133140392,0.030701195891307043,0.054719966929581115,0.026015287803466847,0.02736611799560247
8,-0.0006748293355515189,0.013531951596901516,0.004998915428822248,0.01575568459853581,0.0036137704888028477,0.0149604088206706,0.018572123050762834,0.0679342369279727,0.02946023305308787,0.05549735360768228,0.024118474223802533,0.02434810251311879
9,-0.0006115185524268041,0.013739073966697895,0.004692552530591421,0.015488242653640375,0.004327578751651018,0.015403156667662886,0.016857135873893148,0.07342903228486569,0.0301523360763728,0.0552269915638966,0.022451921463895408,0.019199811454652355
10,-0.00047590446217959936,0.013883916638203776,0.004558984535495414,0.015968632173360354,0.00445522737971249,0.015831513590974136,0.018365990385262876,0.08031397424250995,0.030198738569226613,0.05680803770709073,0.022078223462377422,0.018550760914567335
11,-0.00013151312827797135,0.013852111107843264,0.0044947331209663766,0.015856062362583627,0.004306743111383349,0.01592032027547784,0.017273603270964943,0.08386943805896813,0.02943381839941106,0.05853896960861955,0.019655996873239046,0.0168770165026466
12,1.2125005479535211e-05,0.013980077202887178,0.004303417851942215,0.01608002942014541,0.00458214769394194,0.016153227577392827,0.016583697263372166,0.08752361250579803,0.027928404102869897,0.0599558694952699,0.018191498963433306,0.01573836565682889
13,-2.3622879186890877e-05,0.014068293941514256,0.004052491895976007,0.01610135692676644,0.004556257455168633,0.016200616771151227,0.016659377210456516,0.0905240350953333,0.02701806429618192,0.06133987113774571,0.018618203368440778,0.0156707529160507
14,-4.949588042935105e-05,0.014009661409467319,0.004306212820951227,0.015973975868325836,0.004862944633394206,0.016440074239255344,0.01685929257045926,0.0928792519975556,0.026068409106340673,0.06254292537112749,0.019251635683455892,0.01523372389693544
15,6.749951725593117e-05,0.014002537064348381,0.004488397386566589,0.016518575165803073,0.0050925663708804025,0.016640844083196587,0.017071055618519737,0.09484720505713348,0.025268840244265234,0.06350122200178629,0.018530475754564457,0.016459015277082885
16,2.5409139898346922e-05,0.013722182892309233,0.004364439715188406,0.016650049004982515,0.004973406722012408,0.01669671064197459,0.016818438449155093,0.09668628456665752,0.02361102285383987,0.06426702691428247,0.017674885482886205,0.015754766622763726
