episode,grad_norm,grad_M,grad_F,n_obs
1,5.335115474736085e-06,2.339284264962771e-06,4.78798847325379e-06,12042
2,4.9244326874031685e-06,2.114169774358743e-06,4.442117642611265e-06,13676
3,4.539232577371877e-06,1.910801302074105e-06,4.113668637728551e-06,15472
4,4.1128832890535705e-06,1.7031127299560469e-06,3.741157343029045e-06,17941
5,3.7288805287971623e-06,1.528318421151198e-06,3.39945745508885e-06,20234
6,3.327652166262851e-06,1.3552503332903143e-06,3.037417172890855e-06,23254
7,2.9567302135546925e-06,1.1976225096077542e-06,2.701387074921513e-06,26723
8,2.616501660668291e-06,1.052769675879972e-06,2.393179102000431e-06,29904
9,2.331381665499066e-06,9.29792975057353e-07,2.135557451765635e-06,32705
10,2.086759195663035e-06,8.235616064666829e-07,1.914971790029085e-06,34912
11,1.872326834018168e-06,7.320585950765235e-07,1.7212327065863064e-06,37214
12,1.7002041658997769e-06,6.576665327884257e-07,1.5662102441638126e-06,38260
13,1.554676600790117e-06,5.968547611701069e-07,1.434296336810803e-06,39012
14,1.4228296549845254e-06,5.42547354598355e-07,1.3144093600203632e-06,39457
15,1.314282030762115e-06,4.993821676180232e-07,1.2150219390605344e-06,39708
16,1.2246491678524762e-06,4.6438469780696323e-07,1.132639681600267e-06,39859
17,1.1435364513090462e-06,4.339861447988369e-07,1.0575038231763756e-06,39924
18,1.0726598702603951e-06,4.067955785558297e-07,9.92102627606073e-07,39969
19,1.0058358839160064e-06,3.807943755873566e-07,9.306020274379988e-07,39980
20,9.431539069737482e-07,3.54556533466166e-07,8.736588483770902e-07,39995
21,8.841204817144899e-07,3.286747016773006e-07,8.204726782423677e-07,39999
22,8.298331408695958e-07,3.0506782877637306e-07,7.714577350270702e-07,39999
23,7.8184251606217e-07,2.8430932275114174e-07,7.280651175278763e-07,40000
24,7.379527460216195e-07,2.6546675258032337e-07,6.883277592351078e-07,40000
25,6.963553005334688e-07,2.486201822193834e-07,6.502687028842047e-07,40000
26,6.579177238563716e-07,2.342304696867359e-07,6.146339046608773e-07,40000
27,6.224428261702997e-07,2.212567551396205e-07,5.816299335492658e-07,40000
28,5.885627842872054e-07,2.092865116765097e-07,5.499488224813831e-07,40000
29,5.58033605102537e-07,1.9873863266184347e-07,5.212849032432132e-07,40000
30,5.294938318911591e-07,1.885712208604673e-07,4.946056719745684e-07,40000
31,5.039136112827691e-07,1.7907370875036577e-07,4.708402912001475e-07,40000
32,4.80335359043238e-07,1.701049683333622e-07,4.490297271786403e-07,40000
33,4.5857424879613973e-07,1.6211797060350366e-07,4.287862793717068e-07,40000
34,4.371925115265185e-07,1.5488429028209796e-07,4.086639364686562e-07,40000
35,4.1797571270763e-07,1.485473433149309e-07,3.9051360545272473e-07,40000
36,3.999722650860349e-07,1.428530538305495e-07,3.7339825098570156e-07,40000
37,3.836502457943425e-07,1.3749298943821486e-07,3.579384610929992e-07,40000
38,3.679438123072032e-07,1.3255201736228628e-07,3.429741184390878e-07,40000
39,3.530070102897298e-07,1.276272172390236e-07,3.288358811914805e-07,40000
40,3.393493841485906e-07,1.228471262493258e-07,3.160150754411007e-07,40000
41,3.263847077050741e-07,1.1809471800461325e-07,3.039464786525059e-07,40000
42,3.142322668736597e-07,1.1367746566293137e-07,2.926133220171323e-07,40000
43,3.022846328804008e-07,1.0938255456949265e-07,2.814611548274115e-07,40000
44,2.910462342242681e-07,1.051560403197982e-07,2.710403066430445e-07,40000
45,2.806008581046626e-07,1.0100367831000769e-07,2.614498271213961e-07,40000
46,2.705276358483389e-07,9.71243707681424e-08,2.521676663036488e-07,40000
47,2.614889353935723e-07,9.34680883801775e-08,2.43907436470181e-07,40000
48,2.523815396671125e-07,8.965528053295203e-08,2.3564274442833266e-07,40000
49,2.444993185690692e-07,8.621152147725297e-08,2.285480036334775e-07,40000
50,2.363734239452242e-07,8.27799340186175e-08,2.2118058495834705e-07,40000
51,2.288699363361957e-07,7.95182799606664e-08,2.1440685316065358e-07,40000
52,2.2185328418800054e-07,7.622801945217361e-08,2.0814928802792565e-07,40000
53,2.1497793056823866e-07,7.313624195148806e-08,2.0196715411202606e-07,40000
54,2.0850345094913794e-07,7.017555248012286e-08,1.9615390556282366e-07,40000
55,2.0247644272330945e-07,6.727081824919878e-08,1.90799980259726e-07,40000
56,1.966280649412511e-07,6.475031000263698e-08,1.8549044966675865e-07,40000
57,1.9116802718599507e-07,6.227584492535243e-08,1.8057225759093853e-07,40000
58,1.8589192052331785e-07,6.017086207066313e-08,1.7571466059962407e-07,40000
59,1.8069698626277386e-07,5.8093071686471376e-08,1.709382360104428e-07,40000
60,1.756783234441173e-07,5.60797879245456e-08,1.6632618837775229e-07,40000
61,1.7095149473789206e-07,5.4239428948221764e-08,1.6196221963582502e-07,40000
62,1.6636532507163793e-07,5.2494467439601073e-08,1.577169541633339e-07,40000
63,1.620791465484217e-07,5.085993848297221e-08,1.5374970985249092e-07,40000
64,1.5786042695253857e-07,4.9257984358064284e-08,1.498413553235878e-07,40000
65,1.5389720431358e-07,4.7869441743841896e-08,1.461265668467604e-07,40000
66,1.5002414954778942e-07,4.639595374555938e-08,1.425424187573299e-07,40000
67,1.462390315509765e-07,4.5135408299756825e-08,1.3897465578338597e-07,40000
68,1.426584645969342e-07,4.3945171057657724e-08,1.356011836151083e-07,40000
69,1.3926711517342485e-07,4.284924770558973e-08,1.3239016993793484e-07,40000
70,1.358056209710412e-07,4.166104616842858e-08,1.2913669422687238e-07,40000
71,1.3269323062559124e-07,4.0559381631055664e-08,1.2622396639017097e-07,40000
72,1.2941580962433366e-07,3.9419990827127556e-08,1.2315038588894822e-07,40000
73,1.2637725887998388e-07,3.82988574187948e-08,1.2031739515805384e-07,40000
74,1.234874247302287e-07,3.7324831225760136e-08,1.1759011186995849e-07,40000
75,1.2069870081177214e-07,3.642581347662599e-08,1.1494933005451459e-07,40000
76,1.178748192387502e-07,3.5650366214667883e-08,1.122340336223715e-07,40000
77,1.151969044599355e-07,3.490979594289456e-08,1.0966139285528699e-07,40000
78,1.125598885209911e-07,3.4041558905073543e-08,1.0717266718529572e-07,40000
79,1.0995073296271585e-07,3.330830367076487e-08,1.0466887800930637e-07,40000
80,1.074962767688703e-07,3.2618359568914463e-08,1.023115387965845e-07,40000
81,1.0522296634007945e-07,3.191372854871588e-08,1.0014768037081013e-07,40000
82,1.0284653484404772e-07,3.117703428756613e-08,9.788524124587641e-08,40000
83,1.0051301302382853e-07,3.04390290750689e-08,9.567279590783073e-08,40000
84,9.83987362701555e-08,2.980068103397571e-08,9.365733433241985e-08,40000
85,9.63330180070443e-08,2.917049002348904e-08,9.169555426069564e-08,40000
86,9.416521606908644e-08,2.8549431263513725e-08,8.962074815599409e-08,40000
87,9.211969143052556e-08,2.7925398882189256e-08,8.767531056719235e-08,40000
88,9.008603285565189e-08,2.7324494666913782e-08,8.573263698963275e-08,40000
89,8.827591813087565e-08,2.6722222656871963e-08,8.402528806072952e-08,40000
90,8.641582383006607e-08,2.605839100056073e-08,8.228605707927272e-08,40000
91,8.45030072582631e-08,2.5442354001370404e-08,8.04746704829995e-08,40000
92,8.272903073702764e-08,2.481079341976056e-08,7.881485686311862e-08,40000
93,8.081458702235977e-08,2.4091468375786466e-08,7.703846449658158e-08,40000
94,7.905719456857696e-08,2.3450875019648265e-08,7.539357227415168e-08,40000
95,7.731468798510832e-08,2.28662919710132e-08,7.37467118483437e-08,40000
96,7.571835425324025e-08,2.2298277002619216e-08,7.224997489174713e-08,40000
97,7.403063051469871e-08,2.1703220554059044e-08,7.06655995941219e-08,40000
98,7.263334111939912e-08,2.1242462011628053e-08,6.934241270073471e-08,40000
99,7.090824993838396e-08,2.0602065831099026e-08,6.773063176979123e-08,40000
