episode,grad_norm,grad_M,grad_F,n_obs
1,8.281783266284037e-06,2.4972905521281064e-06,7.894223017501645e-06,10451
2,8.272078048321418e-06,2.4972696337499656e-06,7.883995749580208e-06,10178
3,8.336266546393745e-06,2.51240498982952e-06,7.94643801782513e-06,10423
4,8.291359335999005e-06,2.4986979951791e-06,7.903730875113979e-06,10425
5,8.270686521427706e-06,2.497283730917843e-06,7.882655154389795e-06,10567
6,8.11949485068908e-06,2.4430767098237997e-06,7.741226909274701e-06,10559
7,8.265484211733565e-06,2.4903463327063946e-06,7.8792718340992e-06,10814
8,8.273421371995937e-06,2.4910905267461203e-06,7.88730540079996e-06,10650
9,8.233458174800035e-06,2.476461531841778e-06,7.85014981374843e-06,10750
10,8.314264960063156e-06,2.497828518244205e-06,7.928010745672509e-06,10951
11,8.2424694483052e-06,2.481075171090197e-06,7.85814700066112e-06,10782
12,8.331737262778915e-06,2.506635382815148e-06,7.943651326058898e-06,10929
13,8.291174708574545e-06,2.4887397103157127e-06,7.906495739007369e-06,11042
14,8.233248081523925e-06,2.481955561961513e-06,7.848128916521091e-06,11154
15,8.171988156391308e-06,2.4542871415178524e-06,7.792731594236102e-06,11023
16,8.08423192211194e-06,2.42691021412611e-06,7.709214514761698e-06,10984
17,8.216371497837827e-06,2.465351599312271e-06,7.835571523173712e-06,11138
18,8.38743471831549e-06,2.507935732865008e-06,8.001274181879126e-06,11154
19,8.223220902436879e-06,2.464951421643491e-06,7.84284475230379e-06,11181
20,8.29769760457566e-06,2.4819137252052315e-06,7.915396054158919e-06,11290
21,8.221996722568292e-06,2.455881713103736e-06,7.844341780582909e-06,11549
22,8.294074177683797e-06,2.4790851966827177e-06,7.912501132523175e-06,11420
23,8.306525160151068e-06,2.4835264866851503e-06,7.924144483695272e-06,11364
24,8.29440887173405e-06,2.470504341545165e-06,7.9154378909152e-06,11629
25,8.183600584743544e-06,2.4465805381623795e-06,7.807155270711519e-06,11756
26,8.163527127180714e-06,2.438163164697471e-06,7.788707080180757e-06,11617
27,8.329811862495262e-06,2.4801240670058178e-06,7.949568498588633e-06,11670
28,8.162789526977576e-06,2.431953362247441e-06,7.789845767547376e-06,11504
29,8.128658919304144e-06,2.421122644591378e-06,7.757415005471557e-06,11752
