episode,grad_norm,grad_M,grad_F,n_obs
1,5.039759798819432e-06,5.012447672925191e-06,3.638778878212179e-07,11519
2,5.084764779894613e-06,5.055193014413817e-06,3.969260262692842e-07,12252
3,5.064520337327849e-06,5.032534318161197e-06,4.272111766567832e-07,13310
4,5.115356543683447e-06,5.080186838313239e-06,4.695546067523537e-07,14444
5,5.142376721778419e-06,5.10399013364804e-06,5.13865529683244e-07,15313
6,5.20647017765441e-06,5.165153197594918e-06,5.516162104868272e-07,16713
7,5.234374839346856e-06,5.19150626132614e-06,5.781963636763976e-07,18255
8,5.246403816272505e-06,5.203304681344889e-06,5.867718755325768e-07,19987
9,5.258761575532844e-06,5.217239504418103e-06,5.819638317916542e-07,21875
10,5.336695721780416e-06,5.297009465721203e-06,5.719433033846144e-07,23342
11,5.341724317986518e-06,5.305906597641297e-06,5.375834462029161e-07,25695
12,5.370425697037717e-06,5.339254585123854e-06,4.943158273817971e-07,27649
13,5.390238129621139e-06,5.363713626138633e-06,4.503968682456616e-07,29655
14,5.397660061134957e-06,5.375486125558382e-06,4.133550817186915e-07,31604
15,5.350549145077821e-06,5.332110958988778e-06,3.764596385735786e-07,33351
16,5.290944955049781e-06,5.2749464884982444e-06,3.497963518839242e-07,34608
17,5.191355739952996e-06,5.176406830287306e-06,3.333787219617079e-07,36099
18,5.056608188169776e-06,5.042332304583397e-06,3.181535532803537e-07,37221
19,4.902088221570011e-06,4.888192052021623e-06,3.059313655739971e-07,38012
20,4.727693521999754e-06,4.713970156444702e-06,2.955138427296333e-07,38683
21,4.560907655104529e-06,4.547040589386597e-06,2.891340784572094e-07,39002
22,4.390825779410079e-06,4.376906872494146e-06,2.806311840686249e-07,39290
23,4.2298343032598495e-06,4.215949502395233e-06,2.704077814996708e-07,39548
24,4.063254436914576e-06,4.049578819831368e-06,2.58200373082218e-07,39745
25,3.900228875863832e-06,3.886924787366297e-06,2.468409263656213e-07,39824
26,3.7410948152682977e-06,3.728019692061935e-06,2.3927844949867e-07,39867
27,3.578643372748047e-06,3.566168516044854e-06,2.281313555840825e-07,39939
28,3.4251693250553217e-06,3.4127019716834184e-06,2.237520249082081e-07,39944
29,3.2713485325075453e-06,3.2591076433163835e-06,2.2045621506094906e-07,39977
30,3.1304980439017527e-06,3.1180923087958945e-06,2.2132113031148043e-07,39983
31,2.9907082534919027e-06,2.9779455417155987e-06,2.2378719677362827e-07,39986
32,2.857746039808262e-06,2.8450779154809425e-06,2.217959149675153e-07,39995
