pop,M_loan_ep100,M_loan_ep500,M_loan_ep1000,M_loan_ep1500,M_loan_ep2000,M_loan_ep2500,M_loan_ep3000,F_loan_ep100,F_loan_ep500,F_loan_ep1000,F_loan_ep1500,F_loan_ep2000,F_loan_ep2500,F_loan_ep3000
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.333333333333333e-05,6.305856046886021e-06,4.325291573351164e-05,6.003460245652805e-05,6.592483743258937e-05,6.876548121428127e-05,7.03632261864485e-05,7.17757538570761e-05,0.0,1.1337712287502372e-05,2.223059910916952e-05,2.6593123886465517e-05,3.162219368485747e-05,3.6277179409071324e-05,3.852791884390918e-05
0.005083333333333333,0.0012452689933269917,0.0033211157455330653,0.0040218409105441735,0.0042863528871872674,0.0044115174083084584,0.0044887762580359146,0.004547312208177159,0.0,0.0015351752510735376,0.002129872839319078,0.0024412376333185957,0.0026601827866235433,0.002829485397560025,0.002979373104790047
0.010083333333333333,0.0028890825817946397,0.006865115617988643,0.008149753214402967,0.008624262234434226,0.008852572454085989,0.008991384955420473,0.009098432758428514,0.0004035126562196321,0.0034283821380807775,0.004591175305285907,0.005185737340026986,0.005584839511724072,0.005911331413017281,0.006191556273357101
0.015083333333333334,0.004744413878154026,0.01052541118104367,0.012353037324251087,0.013014874085243901,0.01333727322809044,0.013535061329910203,0.013685981800993768,0.0014267250015954503,0.005527403204502056,0.007214863080529793,0.008081359348102642,0.008647576638473497,0.009124127328343338,0.009533899968566769
0.020166666666666666,0.006822108754130922,0.014331197569044093,0.016677734260581896,0.017517164023636286,0.01792720481927739,0.0181824206395853,0.01837569194084689,0.0024669908860608654,0.007780837668413551,0.00999488462236495,0.011138399028334325,0.011863400317329078,0.012486848668335297,0.013027549970878158
0.025166666666666667,0.008916323324934415,0.018139988716385325,0.020970592850087056,0.021974531495834487,0.022466390039025626,0.022775397644400643,0.023008862052106328,0.0034902032314366844,0.010189418864527755,0.012828221145654958,0.014215183881015734,0.01510414298412673,0.015868755510764842,0.016539928231043947
0.030166666666666668,0.011066961910691757,0.022000643470230712,0.025295165252057966,0.026454066184218205,0.02702572150142548,0.02738612747109495,0.027657764107624955,0.004513415576812502,0.012640819785341092,0.01575380027872076,0.01736506468897974,0.018411917042898723,0.01931103860821014,0.020112947903133952
0.03525,0.013509448424975697,0.02597212593260471,0.02971853639136044,0.031028380310262043,0.031676698237836684,0.032089164017505306,0.032397364912961815,0.005553681461277918,0.015147922307433526,0.01875103090380362,0.02061706609323436,0.021827006101121475,0.02286901770841896,0.023799011061310323
0.04025,0.015934956384153365,0.02991573985363814,0.03409161786160525,0.035546243532805194,0.03626569563963252,0.036728098473652646,0.037071202839483224,0.0065768938066537354,0.01771831048859485,0.021793139037000826,0.02389124296603986,0.025244010897126322,0.02641948813712111,0.027469920708508032
0.04525,0.018401491903774707,0.033891521930219694,0.03848519443583536,0.04007940327958926,0.04086713442972631,0.04137931538240275,0.04175557074910048,0.00776252363363307,0.020481715283826033,0.02491360176146713,0.02718620160482347,0.028703818076461746,0.030010188079261348,0.03118009394223693
0.05025,0.020901240602721992,0.037902955899015156,0.04289737422403765,0.04462673331927837,0.04548095631150299,0.04604030114324301,0.04644953804980638,0.00949715824285989,0.023269069304106438,0.028042029293218973,0.0305305088696238,0.03220979072213214,0.033639538041195106,0.03492833476870937
0.05533333333333333,0.023456182379102256,0.04200768580288933,0.047399368370393484,0.04926347050678388,0.05018327627323601,0.0507883999750804,0.05123095530631213,0.011465578267626047,0.026126606759616495,0.03126406468168388,0.033996728897392046,0.03581225558616425,0.037366868303164935,0.03877362387950042
0.060333333333333336,0.02601122054139185,0.04607552487770167,0.05184382452340046,0.0538369293522872,0.05481914177670756,0.055468169545276336,0.05594191117852678,0.013401729111658328,0.02895046467973021,0.03450907831406061,0.03742449440248363,0.03939841852894859,0.04106904037624467,0.04258810045623128
0.06533333333333333,0.028736100047968737,0.05017150401996665,0.05630388122510849,0.05842201923534457,0.05946445612514808,0.0601566050503826,0.060660770952965,0.015358096827589157,0.03177432259984392,0.03781319637202219,0.04087759534966322,0.04301214502225324,0.04480715639393299,0.046434306319237714
0.07041666666666667,0.03161476550933457,0.05435722725182868,0.06085243757214165,0.06309415897816081,0.06419671829202964,0.06493106611512382,0.0654662972969137,0.01743862859651999,0.034653457792778786,0.041195918507902926,0.04445387920013835,0.046720909537169765,0.04863811563724828,0.05037550120020603
0.07541666666666667,0.03445911638267293,0.058500252849835996,0.06533717279125681,0.06770084717105354,0.06886025401319115,0.06963466008861408,0.0701995721918248,0.01948505328727163,0.03762302671493434,0.04452318618253972,0.04801025253056252,0.05040531153910841,0.05243239274145432,0.054269871192174204
0.08041666666666666,0.0373034672560113,0.0626600931955026,0.06983726142010904,0.07231604509603047,0.07353233033307435,0.07434528062190152,0.0749397555438577,0.021531477978023267,0.04072182452930313,0.047874663442076915,0.05156865095111078,0.05410933485119549,0.05625533881687753,0.05820170975589155
0.0855,0.04023625153768231,0.06691207117873112,0.07442202199937364,0.07701692999684044,0.07829041086677077,0.07914163987690118,0.0797654766200375,0.023612009746954092,0.043907448984391646,0.05133902988866369,0.05519853838275483,0.05790837264327651,0.06017059864183651,0.0622180599526347
0.0905,0.04312378931675086,0.07111535879191108,0.07894553934161783,0.08164960500953937,0.08297708933285156,0.0838661916953492,0.08451777296810095,0.025658434437705734,0.0470581340290141,0.05482352980301568,0.058820357509219066,0.061674240122963964,0.0640400561425385,0.06619301792426674
0.0955,0.046055689715875744,0.07533278328211393,0.0834777332223808,0.08629123753086074,0.08767133498504935,0.08859673302811763,0.0892754965092889,0.02770485912845737,0.050239847388494865,0.05833610648155761,0.062480766974981006,0.06546490909757532,0.06793973114595567,0.0701986379441101
0.1005,0.04898759011500063,0.07956818436094462,0.08802290553288075,0.09093892803905906,0.09237309325182715,0.09333290253268822,0.09403900297815976,0.029751283819209006,0.05342156074797562,0.06186289383156103,0.06617371142251834,0.06926457151960073,0.07186629203258035,0.0742158330744945
0.10558333333333333,0.05196835552077761,0.08389472386544283,0.09265067211623443,0.09567394964296427,0.09715889303858796,0.09815372314219879,0.09888682909052261,0.03183181558813983,0.05665630266344772,0.06544846097073115,0.06992820494418125,0.0731625336333968,0.07587262639143073,0.0783271027312036
0.11058333333333334,0.05499995506815555,0.0881624569852008,0.09721728474654259,0.10033788385346584,0.10187256780104936,0.10290152153992733,0.10366027601234254,0.03387824027889148,0.059838016022928486,0.06897524832073455,0.07363332351648597,0.07702481901930405,0.07983369031431381,0.08239714528018884
