pop,M_loan_ep100,M_loan_ep500,M_loan_ep1000,M_loan_ep1500,M_loan_ep2000,M_loan_ep2500,M_loan_ep3000,F_loan_ep100,F_loan_ep500,F_loan_ep1000,F_loan_ep1500,F_loan_ep2000,F_loan_ep2500,F_loan_ep3000
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.333333333333333e-05,0.0,1.4932255799094036e-05,3.588882611068739e-05,4.415272274898772e-05,4.960492613486599e-05,5.264166566757028e-05,5.42759089550958e-05,0.0,2.6297259646209524e-05,3.850124227104912e-05,3.820092233772493e-05,4.299839678113052e-05,4.669919727403126e-05,5.002702441652241e-05
0.005083333333333333,0.0,0.0014819236808212245,0.00276176016467615,0.0032494418421752528,0.0034593131916544144,0.003543108120502876,0.003618652403789173,4.9303142173426805e-05,0.002183814673800842,0.0028843080525297682,0.0028397466848922295,0.0030806840580382814,0.0032857573398234565,0.0034361793240237247
0.010083333333333333,0.0,0.003253134894639913,0.005777704538184127,0.006677410538235867,0.007057519226736056,0.00720085685776637,0.007332299186871287,0.0001751465926012158,0.004649584761221615,0.005993706322932064,0.005884827085216074,0.006343207709404207,0.0067264002280126465,0.007004351521611424
0.015083333333333334,0.0,0.0051650957360295175,0.008929310290095782,0.01020452542027368,0.010741485827652317,0.01092950325646958,0.011110956437828749,0.00040548019781101887,0.007249052192051436,0.009227921332048469,0.009040679223328945,0.009708552140408054,0.01026108747867102,0.01065393710548111
0.020166666666666666,0.0,0.007235738039641973,0.012236397868518925,0.013862884289172614,0.014545486531017782,0.014772647053344173,0.015000213393789688,0.0006457654843933815,0.009983357003564312,0.012611285537267864,0.012331048671303045,0.013206225839532734,0.013916493466328636,0.014420905149406457
0.025166666666666667,0.0,0.009342077739481102,0.01555331260660511,0.01751579398140771,0.018334820947138702,0.018592637227779037,0.018862899010389178,0.0008821116679170171,0.012742196473562154,0.01601294800992716,0.015631502461819984,0.016707150136374315,0.01756297374742053,0.018170520140104306
0.030166666666666668,0.0,0.01149655691912069,0.018945554491978107,0.02121390162262287,0.02215907246129074,0.022444786607322926,0.022755228990851924,0.0011184578514406528,0.015559421338839221,0.01946673114034135,0.018984896728193607,0.02025268486975282,0.021248978169650573,0.021957123498721847
0.03525,0.0,0.013778198458579888,0.02243882428368982,0.02501971182425841,0.026080991629840105,0.02638874288704702,0.02673647591204407,0.0013635532006740815,0.018492787404463702,0.023040987426096532,0.0224409455284297,0.023901582802929963,0.025033188519103616,0.025837300788426172
0.04025,0.0,0.016084765775312183,0.02591988954195586,0.02879249425722504,0.029965700391308935,0.030294905871767107,0.03067571815119024,0.0016965954716948155,0.021410942238204146,0.026592398797528484,0.025877706937327362,0.027520520049639046,0.02878461386974902,0.029682549511461164
0.04525,0.0,0.018423481322122022,0.02944172938035102,0.032602435839287264,0.033877110932774415,0.03422218161428234,0.03463361283142797,0.002097136898976096,0.024375579152303335,0.030193377969654368,0.02935154400984778,0.031172695123416794,0.03256685489768303,0.03355325877322134
0.05025,0.0,0.02080953914232195,0.03300923801333792,0.03644153268529907,0.037810998528224976,0.038168755840139255,0.0386079987728086,0.002497678326257377,0.02737647548485082,0.03383093142085843,0.03285785955812777,0.03485256015862872,0.03637284703128279,0.03744400117160496
0.05533333333333333,0.0,0.023287130817754256,0.036671093341683225,0.040367154404181205,0.04183122400712138,0.04220294102985585,0.042667272480076776,0.0029048954439933453,0.030474496171719802,0.03755439476190877,0.036451307506535906,0.038618572905291415,0.04026689885476103,0.041421776226542466
0.060333333333333336,0.0,0.02575631619434382,0.04029663824603532,0.044252405180181476,0.04580605025354346,0.04618657542786472,0.04667414121903413,0.0033054368712746264,0.03355537391204701,0.041269722377075976,0.040014860365470584,0.04235145202035355,0.04411847414352887,0.04535353120048595
0.06533333333333333,0.0,0.028244661725680038,0.04395690293714284,0.048164367242457665,0.04979922286776786,0.05018784288134216,0.05069598069483616,0.0037059782985559065,0.036672368929447315,0.04500901023391381,0.043611979959878124,0.046106008090800746,0.047987613519057976,0.049301092130313154
