episode,RL_mean,PERL_mean,Oracle_mean,Pattern Prediction_mean
141,0.1133490491750983,0.6320692756230324,2.444511663499543,7.902458135617309
142,0.11287875000547595,0.6276937515653231,2.4494258098212445,7.935343152086374
143,0.11239939065738411,0.6235177017120869,2.454369990930629,7.9673856721585805
144,0.11197905390300707,0.6193679829298606,2.459524056381943,8.0015249742378
145,0.11148173831809667,0.6152704739261531,2.463904996644264,8.031713400769709
146,0.1110206910317252,0.6113695206400794,2.469428432586601,8.062133552467532
147,0.11056305093482983,0.607431695842564,2.4749834908311827,8.091866702775055
148,0.11010976621622916,0.6036210295915886,2.479846136109874,8.120057633829102
149,0.1096512407313346,0.5995326973404668,2.4848627950024857,8.155131101576384
150,0.10920282874624654,0.5956929252753955,2.490422056304115,8.184002490523564
151,0.10878709240875223,0.5917858310810765,2.4952634396576046,8.217215447073704
152,0.10840032307717079,0.5876775531424815,2.500319381386637,8.253090274990488
153,0.10800457374554188,0.5837913069980585,2.5052064739813664,8.287069688178587
154,0.10757745418673306,0.5801299068665967,2.510346887422067,8.321918740338571
155,0.1071826675465606,0.5763361847803585,2.515647253570829,8.355159740646267
156,0.10677862953727181,0.5727276199963192,2.520977212927766,8.390938521220896
157,0.10636832634766684,0.5691590996480758,2.5266165928135123,8.425595688664416
158,0.10597143616210465,0.5655522213907229,2.531671806568355,8.460201470444819
159,0.1055672266354761,0.5618205326188269,2.5369550846385662,8.497387032248584
160,0.10520414592560684,0.5582925686146059,2.54188879621379,8.533683402995614
161,0.10483773056844264,0.5548830774465131,2.5468872965249973,8.56540206997294
162,0.10445782924466643,0.5514820173478597,2.5522774135322797,8.599525989634055
163,0.10412131447394773,0.547905314484965,2.557196050013291,8.635797980030317
164,0.1037572643905461,0.5445330301263996,2.562589788007712,8.67249990214161
165,0.10340035652049633,0.5409706999930584,2.568261420270257,8.705650429102269
166,0.10299959158694152,0.5375806248215114,2.5728084106109903,8.737442739062697
167,0.10269637926570664,0.5345132330577391,2.5785622812388977,8.776681979824074
168,0.10233716040245014,0.5314197773848182,2.58365111948918,8.814175979152381
169,0.1019737745095707,0.528504150435067,2.588760425979588,8.850840105479874
170,0.10159613847784478,0.5256605572354283,2.592822480177839,8.88703541379653
171,0.10127488613877914,0.5228968207583271,2.5980644079726285,8.925747958741262
172,0.10095311897806987,0.5202271597129884,2.6030474924020974,8.961858071596572
173,0.10063024639414564,0.5176897141862667,2.608415452451583,9.002660997879723
174,0.10026825698267211,0.515389629094574,2.614177039701099,9.042908735112597
175,0.09992952114068204,0.5131499018317393,2.619999183093681,9.082956324365215
176,0.09958393193985127,0.511058691820208,2.625930050099661,9.125582207033009
177,0.09922967861017518,0.5093897392071444,2.631549044731694,9.162564523159025
178,0.09884166502431835,0.5077438821728948,2.6369006501180903,9.202013848900958
179,0.0984435304376888,0.5062930641921604,2.642752116724963,9.240229571339125
180,0.09807681821098156,0.5047328967223721,2.648417825588961,9.279465741724913
181,0.09772688712268496,0.5034173796733926,2.653823656643207,9.32154413940501
182,0.09736179389015746,0.502171133733308,2.65917176801002,9.358281134639743
183,0.0969917689199791,0.5010530239755028,2.664470914330623,9.393563523139232
184,0.09661394107860949,0.5000966518875625,2.670051454253435,9.432689995138462
185,0.09625648719649502,0.49921222100242113,2.67590529352842,9.473571140629812
186,0.09591533517974266,0.4985973854903465,2.680859791831852,9.517326596679572
187,0.09556909306009356,0.49762942622236184,2.686770804285334,9.559224797512652
188,0.09518279534703071,0.49666846483539073,2.692537973563587,9.60061223724728
189,0.0948427931319275,0.49594310506987566,2.698068182957671,9.64030720008735
190,0.09451973533302016,0.4952250662786687,2.703497533855759,9.683519740040055
191,0.09417165040037888,0.4945387264993533,2.7090933817850047,9.72392671245325
192,0.09383923492830153,0.49380053507519744,2.7146968695476046,9.769005708981092
193,0.09349998624030903,0.49303855771200905,2.7203484986273594,9.810852959934605
194,0.09319012289987627,0.4922580548680604,2.726121852725255,9.856682422347419
195,0.09288959361633216,0.49144487880030396,2.732081194595288,9.897901356383334
196,0.09256336949558268,0.4909461788715547,2.7374916131529794,9.944743359184455
197,0.0922303069383583,0.49057608888009363,2.74295151314119,9.988369028029735
198,0.0919372090136776,0.4901711981504897,2.7482549680452437,10.037397767357431
199,0.09164686056476985,0.48979684113085925,2.7543578881235597,10.08403289224869
200,0.0913645557269063,0.48970658963188113,2.7601168481774843,10.128772601082202
201,0.09109878184725573,0.4898693524897787,2.765654952818647,10.17356056868792
202,0.09082538529302914,0.48996769218751235,2.7714084094374507,10.220769736456615
203,0.09053086579780105,0.4904010045232416,2.777020893363509,10.268153100655567
204,0.09027059357518179,0.49085807960686373,2.7824300267642004,10.31281758405583
205,0.09000267463223581,0.4913985299819719,2.788253144024191,10.358154376500337
206,0.0897387643429953,0.4921749529965788,2.7937365178119946,10.406832638114071
207,0.08946337587024557,0.49282618404484174,2.799555057700065,10.455176566264996
208,0.08919208350073743,0.4937869624277266,2.805513137628536,10.503783398418479
209,0.0889396394640078,0.4948060730679669,2.8115098517831854,10.553702899735741
210,0.08870298420595696,0.4959851641273995,2.817192401085094,10.602086508707972
211,0.08845844949044993,0.4974393980052243,2.822794651509875,10.649456987833423
212,0.08822760288420366,0.49884185785098784,2.828121009170532,10.698989582511544
213,0.0879751949768068,0.5000321598267887,2.8339965429829235,10.749450582594664
214,0.08772582704350715,0.5015004281850637,2.8392885609745977,10.799548446965023
215,0.08747828412793661,0.5029752126174291,2.844848085273199,10.847482797098872
216,0.08721637555385084,0.5042674136092856,2.851354919234002,10.898746520969844
217,0.08697636066600643,0.5054564236131547,2.8568067220085593,10.948754088902017
218,0.08674485921223467,0.5067732262866548,2.8626817612545414,10.99891546709521
219,0.08650817506489983,0.5080255335615597,2.8689336204353713,11.048699094642581
220,0.08627427138219086,0.5093718129931661,2.8750062811214128,11.098446608749923
221,0.0860641089207035,0.5106502268706573,2.8804902759138273,11.148185586146907
222,0.08585754407246533,0.5118957893320234,2.88669135133628,11.198290390054769
223,0.08564191020272365,0.51321550067535,2.8921598991974933,11.25013619439313
224,0.08542357570087507,0.5145330842154281,2.897449985110704,11.299132478270067
225,0.0851965656919322,0.515881999922647,2.9032828379848805,11.349602767539928
226,0.08501244478714261,0.5171038332931691,2.9090537727456725,11.397818270928052
227,0.08485003087473837,0.5184249486349064,2.9147495160273653,11.44706237347186
228,0.08468977061994153,0.5197739084395678,2.9205628032047524,11.502508425152566
229,0.08453866860440679,0.5210952999638795,2.9262301591619324,11.552432815371663
230,0.08439952261651967,0.5223608965063947,2.9314243706997627,11.600406606316598
231,0.08424818856516667,0.5234769415776791,2.937599171223702,11.651200165677077
232,0.08413186508048838,0.5248836967045829,2.9430820690269526,11.701344614951866
233,0.08399887502365481,0.526097109941087,2.9493356091170932,11.751686239249539
234,0.08389213578950133,0.5274384928677582,2.955042035251189,11.802940151795196
235,0.08377539576803021,0.5287664642494,2.9612481039838725,11.85444954444398
236,0.08364859054113598,0.5302431260666887,2.96705638889722,11.906805694567288
237,0.08354033178341691,0.531663243135909,2.9728719195356463,11.959113129892653
238,0.08345267477488173,0.5330926785744536,2.978942943606689,12.011146583608543
239,0.08336370435558861,0.5343717352672418,2.9854200524612744,12.063561279028345
240,0.08325656053593523,0.5356982979967132,2.991126686285314,12.112744823156957
241,0.08315228122978112,0.5370339813224739,2.9971567944966604,12.162559201483672
242,0.08304797502523714,0.5385761393263067,3.0031831188886513,12.215751699486272
243,0.0829640068780098,0.5399784648078547,3.0097189422360446,12.26801674336305
244,0.08286855122444554,0.54126053720223,3.015739679442119,12.321385399536759
245,0.08278052811255025,0.5424222947762994,3.0220445889358873,12.372658646017728
246,0.08268624230834985,0.5437058900326528,3.0279356770683186,12.424446650872618
247,0.08256865057722462,0.5449839426339447,3.0345807933584097,12.479468183911909
248,0.08248967470680375,0.546282244527531,3.041107653692335,12.531886490809674
249,0.08242552008657876,0.5475881087355723,3.0473633594528775,12.585400644771596
250,0.08235666903099277,0.5489522125392099,3.0537074298292435,12.638058939344367
251,0.08229438055907805,0.5501919222017182,3.0596974438437967,12.691470752770893
252,0.08225190708576037,0.5514378436611904,3.0656991863252556,12.745410068911093
253,0.0821837479896032,0.5526344333106251,3.072066075764586,12.798817339317086
254,0.08215312004697113,0.5537219344601568,3.077872483150464,12.8507775890123
255,0.08211123235529666,0.5549206246764709,3.0839005421919343,12.9005585487637
256,0.08206522024602977,0.5560952110327625,3.0903746227447906,12.952032734041014
257,0.08200695024737438,0.5571820803081379,3.09691056191717,13.004031075100416
258,0.08197751950233197,0.5583397976321195,3.1032929840586183,13.053961353026857
259,0.08191686636419183,0.5594189096074101,3.110190899002204,13.108938405808313
260,0.08188008459878315,0.5603481332853861,3.116600347985285,13.164392400868438
261,0.0818431756247232,0.5612079447681603,3.122897384879353,13.218358047313266
262,0.08180212202772338,0.5621511788632061,3.1292161354686416,13.2711859735297
263,0.08175792854990706,0.563166988252314,3.1358046161937243,13.323886918034257
264,0.08170561319842053,0.5640167558499889,3.142340463147306,13.375056313262627
265,0.08165144814736246,0.5649809573902039,3.1491633653668685,13.430022554147675
266,0.08161288092650207,0.5658788858447146,3.155825814834653,13.483898392912469
267,0.08156183558530655,0.5667501586627919,3.162535173117667,13.537439636911342
268,0.08150975212376037,0.5676583415651975,3.1689080036765516,13.589580621430425
269,0.0814685394597912,0.5684581250269816,3.175600501856401,13.643174060094882
270,0.08146127804747745,0.5692731743098443,3.181971274637296,13.69462437210974
271,0.08142131204238703,0.5700868389924084,3.1880575843200356,13.749128191722628
272,0.0813824262388362,0.5708548422778023,3.195131338108528,13.804148214054498
273,0.08133345491241356,0.5717019725424395,3.201341269930562,13.857233363786088
274,0.08131993972144959,0.5723482187594073,3.2075592746655013,13.91153018787598
275,0.08127534249330776,0.5731472742909111,3.213959954532287,13.968249209680742
276,0.0812286233927383,0.5738004807285989,3.220982525651141,14.022315607843703
277,0.08119478685813954,0.574540687148865,3.2278155012029512,14.074273168142703
278,0.08118000104201371,0.5751503278933182,3.2347945386605708,14.127101626476458
279,0.08117457745480679,0.5758851850551177,3.241408509919696,14.17859576532979
280,0.08116750073580781,0.5764439937912833,3.2484942687011533,14.22946408436799
281,0.08113036479229566,0.5770049750503676,3.255036425736354,14.28133218640654
282,0.08111577013192499,0.577468426528982,3.2618964857113806,14.33466178820443
283,0.08110475212482873,0.5780112953216965,3.2688753529154644,14.390366550971617
284,0.08107660616187137,0.5785547482864777,3.2758176797660274,14.445425620667661
285,0.08102397556614348,0.5791052347877071,3.282817215186561,14.495470000452565
286,0.0810145926014836,0.5796422907208203,3.2897858887456755,14.550485279471864
287,0.08100864723895064,0.5803400187154676,3.2971297606326258,14.601144973943
288,0.0809876163770522,0.5808693961195119,3.3041769487380375,14.655632929021042
289,0.08097195305051869,0.5813827436963042,3.3108303800480305,14.712791549155545
290,0.08095463460943017,0.5818245212399147,3.317435574341478,14.761112414326162
291,0.08091111922741906,0.5822695835430483,3.324575865041353,14.813613889609487
292,0.08089997778995778,0.5827403536860826,3.331282802117409,14.868559482392618
293,0.0809120724957374,0.5831672906666687,3.338207243127825,14.928828716188564
294,0.08090070204815138,0.5836478437164109,3.3451338802635457,14.984704476941355
295,0.08087200476745017,0.584201329280775,3.3523806260536024,15.037210457008644
296,0.08084707133883622,0.5847318682342849,3.3594586914064313,15.089528425862438
297,0.0808301524540344,0.5850270881957872,3.366401872981854,15.14318275173591
298,0.08080354389719582,0.5853459728368582,3.373992353899848,15.201701341178042
299,0.0807937253806612,0.5857881309555764,3.3810416780204773,15.255067134200326
300,0.08076330288277793,0.5861787248275412,3.3884644389408014,15.309504831753129
301,0.08075457135921799,0.5865731183095343,3.3958640750910676,15.364084306238688
302,0.08074259162546187,0.5868345999948332,3.4029562002995415,15.41575411312102
303,0.0807357526030133,0.5870777056226308,3.4101884908050932,15.466171316424077
304,0.08069772571344838,0.5873979828500537,3.4178411304593084,15.519273684833069
305,0.08068395736817359,0.5877327875650965,3.4254541833587315,15.575848913091239
306,0.08064811185018424,0.5880078010857993,3.4329041724291294,15.630016329234925
307,0.0806164864173453,0.5882941324688492,3.440786734906435,15.687591360308273
308,0.08058983843635689,0.588476279988687,3.4483099978024896,15.74778141658391
309,0.08057132898604229,0.5887474381606472,3.4562662642182564,15.804349349943726
310,0.0805563000398672,0.589016004666249,3.46390857856927,15.857417086734412
311,0.08053023122528706,0.589277746582553,3.4716859806722598,15.912451375760215
312,0.08051677465726642,0.5895207475350231,3.479350111931041,15.96519384845002
313,0.08048998649761084,0.5898512427286681,3.48677675832752,16.0228296666351
314,0.08048799743936401,0.5902394262605344,3.4943555838213993,16.077854807904902
315,0.08047038174616007,0.590579855551787,3.501829300217001,16.137212504072924
316,0.0804500986604786,0.5909664898765736,3.5097090634218837,16.19172935411216
317,0.0804081829545759,0.5914004918823271,3.517691696329141,16.247208355887306
318,0.08037656894506426,0.5918679093120325,3.5255046728972586,16.305677080300743
319,0.08039110082708584,0.5922519743936883,3.53313538184466,16.361468748419778
320,0.08036526211775374,0.5926459210012015,3.540790575027051,16.41817465964426
321,0.08034600110171769,0.5930129162608642,3.5485017098446456,16.473350040207347
322,0.08032546778769667,0.593295690098343,3.556103574830893,16.52841080990729
323,0.08028192980582438,0.5936856010074588,3.5639864856481407,16.58652121181992
324,0.0802710289412984,0.594027155549818,3.571577228552733,16.645073124840245
325,0.08023794224167002,0.5943900832579003,3.5792824720874616,16.705074034801747
326,0.0802257023839845,0.594743270621535,3.586983669832122,16.76060392591746
327,0.08020976951942543,0.594983971901498,3.5944557144176263,16.82003844615696
328,0.08018030367163136,0.595365427843039,3.6024038991419465,16.877894468462515
329,0.08014171420577187,0.5956340455411803,3.6107583542105406,16.932220238165545
330,0.08011396059764048,0.5959572807619672,3.6185462094689917,16.988296710748596
331,0.08009882171835435,0.5962517015856995,3.6266665579568658,17.04815129795353
332,0.08008948603787072,0.5965101977183821,3.6344965570011007,17.10516596818585
333,0.08006688285283864,0.5967978493368467,3.641919841780644,17.15867344584364
334,0.08006263119304344,0.597136348455753,3.6496603253064244,17.21251500714396
335,0.08004925398624303,0.5975096320613574,3.6574759301920263,17.2699483503005
336,0.08003433444343314,0.5977244205966359,3.6652281879737867,17.324384912327048
337,0.08003300483636165,0.5980245848241104,3.6730338155234006,17.38274561425919
338,0.08002963051372398,0.59824689818051,3.680542982312766,17.436856209983425
339,0.08001869848507477,0.5985906516165118,3.6884057075506838,17.492652799409687
340,0.08001258034159846,0.5987475023014304,3.6958370130697613,17.548870701704026
341,0.08002134728211271,0.5990542434627143,3.7034069528101874,17.60344559423393
342,0.08002252798206215,0.5991575013288922,3.710771216112992,17.660391189590513
343,0.08002335848885506,0.5994244850038285,3.71868031083536,17.714799193411924
344,0.08000893408634216,0.599648316591648,3.7265943898210883,17.774373441374454
345,0.08002302735696133,0.5999133797745007,3.7340089958843925,17.830153171107415
346,0.0800536794300778,0.6001777019331614,3.741135347495387,17.883937042355072
347,0.080057011475312,0.6004708386494362,3.7485830131841413,17.93876796728858
348,0.08007585263734361,0.6005899740280761,3.756000218411846,17.99529678046444
349,0.08008985211476433,0.6009068086923903,3.7634497108731098,18.0514978746182
350,0.0800909229946078,0.6011114002782711,3.771154882545552,18.108213501638343
351,0.08010262902314073,0.6013433540510993,3.7787901879372057,18.163833945676966
352,0.08010988470050494,0.601598454810969,3.786380226030925,18.224842460992694
353,0.08012939543218824,0.6018534531532341,3.7936821127639186,18.28326722264781
354,0.08014442658507871,0.6020716273183148,3.801009052436036,18.34498452281632
355,0.08015876095205775,0.6023185199025323,3.80865969528534,18.399822415559047
356,0.08016531738070276,0.6025995069371137,3.816016466196794,18.456633045307008
357,0.08018544375041285,0.6028277834747718,3.8232747468390404,18.515559456831337
358,0.08019772330584976,0.6031191383914024,3.8304812706822005,18.57318734108485
359,0.0802031523925494,0.6033979675245901,3.837645733207224,18.62913989555515
360,0.08022587724518694,0.6036160802263213,3.844969564750338,18.686363311316114
361,0.08024082522274559,0.6038630378651767,3.85209074596098,18.742119024136176
362,0.08026327115791758,0.6041736942929616,3.8595794389128137,18.796919021617615
363,0.0802883129891861,0.6044257873447272,3.866972987466907,18.854244932214744
364,0.0803265059388378,0.6048379595048973,3.874078165492685,18.9134225472326
365,0.08033634470499189,0.605230994924701,3.8811000345316766,18.974092993047805
366,0.08034522630300543,0.6056236466994708,3.8883731103089647,19.03826249019862
367,0.08036624563687579,0.6059919910632303,3.895538674074174,19.097274200211945
368,0.08037082475542547,0.6063888288099214,3.9032728361428375,19.15436139367124
369,0.0803869562132648,0.6068281342173188,3.910645464161863,19.214278655687504
370,0.08041170433469877,0.6072218570624709,3.9179020036327135,19.269677582503803
371,0.08043377730620736,0.6076707067493006,3.9252174210976856,19.33020631984438
372,0.08045583432522964,0.6081248109772857,3.9324621142995513,19.38655048157721
373,0.0804657142874119,0.6085754688772715,3.9390730560570733,19.446320611215928
374,0.08049381065012452,0.6090694985699053,3.9460558571803084,19.506474396370347
375,0.08049876642714406,0.6095406874803648,3.9532710230039463,19.562075536227045
376,0.0805312981925922,0.6099802491555463,3.960657028991783,19.617117488997422
377,0.08055078988632469,0.6103207397811795,3.9679335282397,19.677972087230927
378,0.08058491435917213,0.6107308164819312,3.974980189212225,19.74011181153377
379,0.08062033798309633,0.6111663530440276,3.9820144207436043,19.79894141633775
380,0.08063479681481349,0.611537463835761,3.989141636780407,19.85412293237197
381,0.0806475592270959,0.6119550082713987,3.9964783152763874,19.90982084427401
382,0.08065834700677724,0.6122767558472927,4.003354173518629,19.96596112744448
