episode,RL_mean,RL_std,PERL_mean,PERL_std,Oracle_mean,Oracle_std,Pattern Prediction_mean,Pattern Prediction_std
1,12.95101484086205,0.0242534569926698,13.176471670944377,0.0533730693739777,13.269680075202928,0.015718220063826,13.27136631204345,0.0121997538123725
2,12.748163499299872,0.0522236145542752,13.206328508590644,0.116070953805571,13.392291465693486,0.0168918065087245,13.390596812575115,0.0174843077972029
3,12.545238957937045,0.0878818882884665,13.235307563091707,0.1719100050752115,13.51448515560871,0.0160612052975041,13.519087655525748,0.0141733523236099
4,12.34399793662466,0.1284039709950659,13.265688958005232,0.2319297640504426,13.634003344295031,0.0229982465095474,13.639518176895388,0.0201878301150105
5,12.142561449037672,0.1709217867447867,13.29865760438735,0.2964384996896541,13.753661301992784,0.0229888123188418,13.766411889924116,0.0256662551737788
6,11.940877940618634,0.2149049446713232,13.329556923848012,0.3501835927857219,13.876248376665211,0.0314210479183268,13.888258266369116,0.0260742166683509
7,11.749065957926348,0.250845942103577,13.361344219434203,0.3937823740131545,14.001693337061784,0.0360126938309245,14.016795460179328,0.0295726733167082
8,11.548246409698027,0.2895123013465728,13.393900087343445,0.4402040908571487,14.128241085657706,0.0424666017268725,14.14712171916266,0.0347917315407433
9,11.350420366068274,0.3304506126635786,13.42224814891021,0.4698113389555567,14.256163835106396,0.0474708293051295,14.274248341042732,0.0383788336755518
10,11.150508179159754,0.3632074976932865,13.452748750816475,0.5017534446752943,14.387557836683715,0.0495127476869466,14.402963437371287,0.0320682574907835
11,10.947453738341684,0.4041217575995343,13.486820135768278,0.5364016797847804,14.51332084518362,0.0504498256017406,14.531512645559786,0.0347232064301729
12,10.746047544701955,0.4405105991279522,13.520717606731257,0.5711609778741067,14.637273813623512,0.0621169148070224,14.655580715019129,0.031027886951058
13,10.545036569114838,0.4902106727977534,13.554777912372282,0.5958827178250297,14.766840345800723,0.0632916001115381,14.788177079354965,0.0272095354239904
14,10.335139347118082,0.5329096515987763,13.591886751243289,0.6233128777622169,14.895751389335356,0.0707249533602737,14.91974653802121,0.0322582889671329
15,10.13274962097761,0.574170574186179,13.628268771461013,0.6397721638364885,15.015652182531102,0.0765776861523505,15.047208458639826,0.0392119903460779
16,9.920767815889963,0.6204480901872764,13.66499611252947,0.6537489422526808,15.142841508851514,0.0711455842760366,15.181487874972468,0.040282315714134
17,9.70603127979602,0.6642437393122931,13.703681931803471,0.6619748692669679,15.266907300857326,0.0719062576249442,15.321653530648035,0.0406471307651259
18,9.495058487469608,0.7013560436818551,13.74015960003078,0.6667459886616852,15.404620719044384,0.0749430250962421,15.45366100921768,0.0448854493096079
19,9.28027245057625,0.7502415422273456,13.782920841351196,0.674801772869168,15.543175529868794,0.0749966558759334,15.592434590922096,0.0471924893893766
20,9.07587087888368,0.7956604976836468,13.827742210470186,0.6880864397053505,15.684331697683286,0.0811955825876535,15.730860492045393,0.0485753972786366
21,8.861955970650968,0.8586179252519749,13.871099058471714,0.6989892415030406,15.81908647162974,0.0881392897353627,15.866205383241,0.0507605423133974
22,8.641636850292699,0.922828605455438,13.91362032616346,0.7060684286493453,15.95574046668454,0.0870526844080181,16.008787182754975,0.0523467896708254
23,8.424077602982997,0.987329605847154,13.956074674137165,0.707086530383877,16.08762021147323,0.0952340326477967,16.15035280503749,0.0537455262263593
24,8.203494467328483,1.0585243640503148,14.005183646256214,0.7190186939610788,16.21246428739707,0.0958161744896186,16.291634617376225,0.0585351601977949
25,7.987524779114921,1.1253743824375555,14.055488085538986,0.731814511476863,16.34892541688165,0.0968658413657736,16.43317474501368,0.0586984210429614
26,7.770676915282822,1.1945646194837338,14.095587648682718,0.738516864121956,16.49183969663637,0.0986806729591788,16.579676313899757,0.0562692447295601
