episode,time_start,time_end,timesteps_in_episode,mu_M_start,mu_M_end,mu_F_start,mu_F_end,delta_mu_M,delta_mu_F,rho_episode,R_M,R_F,R_total,wealth_gap,loans_M_episode,loans_F_episode,applications_M_episode,applications_F_episode,defaults_M_episode,defaults_F_episode,profit_episode,approval_rate_M_episode,approval_rate_F_episode,success_prob_M_episode,success_prob_F_episode,total_loans_M,total_loans_F,total_applications_M,total_applications_F,total_defaults_M,total_defaults_F,cumulative_profit,approval_rate_M_cumulative,approval_rate_F_cumulative,success_prob_M_cumulative,success_prob_F_cumulative,actual_approvals_M_episode,actual_approvals_F_episode,true_approvals_M_episode,true_approvals_F_episode,true_positive_M,false_positive_M,true_negative_M,false_negative_M,true_positive_F,false_positive_F,true_negative_F,false_negative_F,accuracy_M,accuracy_F,precision_M,precision_F,recall_M,recall_F,hawkes_events_M,hawkes_events_F,approval_disparity,rho_cumulative
1,0.0,99.5,199,60.81565575819663,60.86432160931181,48.29054967454462,48.32720865697804,0.048665851115181624,0.03665898243341559,1.3275286951451624,0.000489104031308358,0.000368431984255433,0.0004287680077818955,12.537112952333771,33,23,554,479,7,4,-115.81947340410468,0.05956678700361011,0.04801670146137787,0.7878787878787878,0.8260869565217391,33,23,554,479,7,4,-115.81947340410468,0.05956678700361011,0.04801670146137787,0.7878787878787878,0.8260869565217391,33,23,112,50,5,28,414,107,4,19,410,46,0.7563176895306859,0.8643006263048016,0.15151515151515152,0.17391304347826086,0.044642857142857144,0.08,3,1,0.01155008554223224,1.3275286951451624
2,99.5,199.0,199,60.86432160931181,60.91095418729047,48.32720865697804,48.36146764499612,0.04663257797866294,0.03425898801808103,1.3611779178664425,0.00047888657836102794,0.0003563717108115408,0.00041762914458628433,12.549486542294353,31,24,578,496,4,4,-8.61973215702364,0.05363321799307959,0.04838709677419355,0.8709677419354839,0.8333333333333334,64,47,1132,975,11,8,-124.43920556112836,0.05653710247349823,0.048205128205128206,0.828125,0.8297872340425532,31,24,118,53,12,52,850,218,7,40,832,96,0.7614840989399293,0.8605128205128205,0.1875,0.14893617021276595,0.05217391304347826,0.06796116504854369,4,2,0.005246121218886041,1.343783930746053
3,199.0,298.5,199,60.91095418729047,60.947803023351625,48.36146764499612,48.39125064737697,0.036848836061153634,0.029783002380852963,1.237243834249672,0.00044270440587939095,0.00033735669290569373,0.00039003054939254234,12.556552375974654,24,28,574,466,0,8,-79.28332788793068,0.041811846689895474,0.060085836909871244,1.0,0.7142857142857143,88,75,1706,1441,11,16,-203.722533449059,0.05158264947245018,0.0520471894517696,0.875,0.7866666666666666,24,28,123,45,18,70,1283,335,9,66,1227,139,0.7626025791324736,0.8577376821651631,0.20454545454545456,0.12,0.05099150141643059,0.060810810810810814,3,3,-0.01827399021997577,1.3122739675514503
4,298.5,398.0,199,60.947803023351625,60.99546318127768,48.39125064737697,48.419626554195624,0.04766015792605316,0.028375906818652652,1.679599465512911,0.00045177744492726473,0.0003243137679673423,0.0003880456064473035,12.575836627082055,33,21,606,463,3,3,-29.128537323682345,0.054455445544554455,0.04535637149028078,0.9090909090909091,0.8571428571428572,121,96,2312,1904,14,19,-239.56947245354246,0.0523356401384083,0.05042016806722689,0.884297520661157,0.8020833333333334,33,21,129,48,23,98,1732,459,10,86,1622,186,0.759083044982699,0.8571428571428571,0.19008264462809918,0.10416666666666667,0.04771784232365145,0.05102040816326531,0,2,0.009099074054273674,1.3930257964649768
5,398.0,497.5,199,60.99546318127768,61.045418567265465,48.419626554195624,48.45811699763909,0.04995538598778637,0.03849044344346453,1.2978646520703707,0.0004618347920981663,0.0003368187398883754,0.00039932676599327085,12.587301569626376,28,26,551,449,3,5,28.338427615840445,0.050816696914700546,0.05790645879732739,0.8928571428571429,0.8076923076923077,149,122,2863,2353,17,24,-211.23104483770194,0.052043311212015365,0.05184870378240544,0.8859060402684564,0.8032786885245902,28,26,130,58,29,120,2131,583,15,107,1992,239,0.7544533705902899,0.852953676158096,0.19463087248322147,0.12295081967213115,0.04738562091503268,0.05905511811023622,2,1,-0.007089761882626847,1.3711671513622499
6,497.5,597.0,199,61.045418567265465,61.11070043857526,48.45811699763909,48.493062535576115,0.0652818713097929,0.03494553793702693,1.8681032018288888,0.0004942121949390798,0.00033921752266581856,0.0004167148588024492,12.617637902999142,42,25,599,495,5,5,-68.90612920101692,0.07011686143572621,0.050505050505050504,0.8809523809523809,0.8,191,147,3462,2848,22,29,-280.1371740387189,0.055170421721548235,0.051615168539325844,0.8848167539267016,0.8027210884353742,42,25,115,54,38,153,2582,689,19,128,2412,289,0.756787983824379,0.8535814606741573,0.19895287958115182,0.1292517006802721,0.052269601100412656,0.06168831168831169,3,1,0.019611810930675704,1.45691823657929
7,597.0,696.5,199,61.11070043857526,61.15042874851719,48.493062535576115,48.52876090812363,0.039728309941935436,0.03569837254751462,1.1128885466433227,0.00048065038093405036,0.00034201182136253883,0.0004113311011482946,12.621667840393563,27,23,559,486,5,2,-14.265188943695332,0.04830053667262969,0.047325102880658436,0.8148148148148149,0.9130434782608696,218,170,4021,3334,27,31,-294.4023629824143,0.05421536931111664,0.05098980203959208,0.8761467889908257,0.8176470588235294,27,23,112,47,43,175,3007,796,21,149,2830,334,0.7585177816463566,0.855128974205159,0.19724770642201836,0.12352941176470589,0.05125148986889154,0.059154929577464786,1,2,0.0009754337919712572,1.4053618936889087
8,696.5,796.0,199,61.15042874851719,61.18249606626522,48.52876090812363,48.55905066843717,0.03206731774803018,0.030289760313543468,1.058685094107262,0.00046085465837763346,0.0003373128063976781,0.0003990837323876558,12.62344539782805,24,25,598,455,4,7,-122.34639657215993,0.04013377926421405,0.054945054945054944,0.8333333333333334,0.72,242,195,4619,3789,31,38,-416.7487595545742,0.05239229270404849,0.05146476642913698,0.871900826446281,0.8051282051282052,24,25,115,46,48,194,3471,906,23,172,3216,378,0.7618532149815977,0.8548429664819214,0.19834710743801653,0.11794871794871795,0.050314465408805034,0.057356608478802994,1,4,-0.014811275680840896,1.3662530732210165
9,796.0,895.5,199,61.18249606626522,61.21477040925303,48.55905066843717,48.60358089142986,0.032274342987804516,0.04453022299268383,0.7247738910516366,0.0004456891692422119,0.00034956026452845964,0.0003976247168853358,12.61118951782317,29,26,630,484,10,3,-153.46521198764623,0.046031746031746035,0.05371900826446281,0.6551724137931034,0.8846153846153846,271,221,5249,4273,41,41,-570.2139715422205,0.05162888169175081,0.05172010297215071,0.8487084870848709,0.8144796380090498,29,26,128,50,54,217,3950,1028,27,194,3628,424,0.762811964183654,0.8553709337701849,0.1992619926199262,0.12217194570135746,0.04990757855822551,0.0598669623059867,2,1,-0.007687262232716777,1.2749995193058503
10,895.5,995.0,199,61.21477040925303,61.26669501625534,48.60358089142986,48.655310995507314,0.05192460700231294,0.05173010407745693,1.0037599561865327,0.0004533057869936821,0.0003665942924248166,0.00040995003970924936,12.611384020748027,39,31,593,499,10,3,-99.72863352009401,0.0657672849915683,0.06212424849699399,0.7435897435897436,0.9032258064516129,310,252,5842,4772,51,44,-669.9426050623146,0.0530640191715166,0.05280804694048617,0.8354838709677419,0.8253968253968254,39,31,124,50,59,251,4385,1147,33,219,4052,468,0.7606983909619993,0.856035205364627,0.19032258064516128,0.13095238095238096,0.04892205638474295,0.0658682634730539,2,5,0.0036430364945743074,1.2365325820959114
11,995.0,1094.5,199,61.26669501625534,61.31476009465761,48.655310995507314,48.68621966030894,0.04806507840226715,0.030908664801629016,1.555068092094807,0.00045601127132113373,0.00036150752468188356,0.00040875939800150867,12.628540434348665,29,24,610,457,5,7,-196.61056115043664,0.047540983606557376,0.0525164113785558,0.8275862068965517,0.7083333333333333,339,276,6452,5229,56,51,-866.5531662127513,0.05254184748915065,0.052782558806655194,0.8348082595870207,0.8152173913043479,29,24,129,51,64,275,4842,1271,36,240,4437,516,0.7603843769373838,0.8554216867469879,0.1887905604719764,0.13043478260869565,0.04794007490636704,0.06521739130434782,3,0,-0.004975427771998421,1.2614157111180764
12,1094.5,1194.0,199,61.31476009465761,61.371534555056286,48.68621966030894,48.72835342695414,0.05677446039867817,0.04213376664520041,1.347481246496758,0.00046556013137324877,0.00036666980938820936,0.0004161149703807291,12.643181128102142,32,25,536,494,2,3,105.88223801280276,0.05970149253731343,0.05060728744939271,0.9375,0.88,371,301,6988,5723,58,54,-765.1247638014612,0.05309101316542644,0.052594792940765335,0.84366576819407,0.8205980066445182,32,25,117,68,74,297,5239,1378,41,260,4843,579,0.7603033772180882,0.8533985671850428,0.19946091644204852,0.1362126245847176,0.05096418732782369,0.06612903225806452,2,3,0.00909420508792072,1.2696985665387572
13,1194.0,1293.5,199,61.371534555056286,61.427190958979764,48.72835342695414,48.774547999171375,0.05565640392347859,0.046194572217231666,1.2048256159133224,0.0004727755707639255,0.0003741772900090867,0.00042347643038650605,12.65264295980839,35,29,578,497,4,4,22.05261427886589,0.06055363321799308,0.05835010060362173,0.8857142857142857,0.8620689655172413,406,330,7566,6220,62,58,-743.0721495225952,0.05366111551678562,0.05305466237942122,0.8472906403940886,0.8242424242424242,35,29,118,57,77,329,5667,1493,45,285,5258,632,0.7591858313507798,0.852572347266881,0.1896551724137931,0.13636363636363635,0.04904458598726115,0.06646971935007386,2,3,0.0022035326143713466,1.26350685460479
14,1293.5,1393.0,199,61.427190958979764,61.463157574266226,48.774547999171375,48.832697112450354,0.035966615286461945,0.058149113278979314,0.6185238821081687,0.0004648254243141418,0.0003891941406358456,0.0004270097824749937,12.630460461815872,26,34,549,454,6,2,25.600532515875464,0.04735883424408015,0.07488986784140969,0.7692307692307692,0.9411764705882353,432,364,8115,6674,68,60,-721.8738134655348,0.05323475046210721,0.054540005993407255,0.8425925925925926,0.8351648351648352,26,34,114,53,83,349,6082,1601,47,317,5627,683,0.7597042513863216,0.8501648186994306,0.19212962962962962,0.12912087912087913,0.04928741092636579,0.06438356164383562,1,0,-0.027531033597329543,1.1943279093429662
15,1393.0,1492.5,199,61.463157574266226,61.50526850594456,48.832697112450354,48.87314668994513,0.04211093167833013,0.04044957749477618,1.0410722258784657,0.0004620520922934202,0.0003903497590623177,0.00042620092567786894,12.632121815999426,27,27,554,496,3,4,54.69550526416505,0.048736462093862815,0.05443548387096774,0.8888888888888888,0.8518518518518519,459,391,8669,7170,71,64,-657.17830820137,0.05294728342369362,0.054532775453277546,0.8453159041394336,0.8363171355498721,27,27,111,64,92,367,6507,1703,52,339,6037,742,0.7612181335794209,0.8492329149232914,0.20043572984749455,0.1329923273657289,0.05125348189415042,0.0654911838790932,3,2,-0.005699021777104928,1.1836874023013182
16,1492.5,1592.0,199,61.50526850594456,61.54544503599289,48.87314668994513,48.907425627653566,0.04017653004833477,0.03427893770843582,1.172047115055365,0.000458410350374538,0.00038748489516893524,0.00042294762277173665,12.638019408339325,26,22,559,456,4,1,31.627712599422622,0.046511627906976744,0.04824561403508772,0.8461538461538461,0.9545454545454546,485,413,9228,7626,75,65,-627.5149006108943,0.05255743389683572,0.05415683189089955,0.845360824742268,0.8426150121065376,26,22,131,52,98,387,6915,1828,53,360,6420,793,0.7599696575639359,0.8488067138735903,0.2020618556701031,0.12832929782082325,0.05088265835929388,0.06264775413711583,0,3,-0.001733986128110973,1.183040567748275
17,1592.0,1691.5,199,61.54544503599289,61.61113578558651,48.907425627653566,48.94598421535718,0.06569074959362098,0.03855858770361209,1.7036606760228203,0.0004702808320365861,0.0003874871657183311,0.00042888399887745863,12.665151570229334,40,24,590,461,3,3,49.68457281409969,0.06779661016949153,0.052060737527114966,0.925,0.875,525,437,9818,8087,78,68,-577.8303277967946,0.053473212466897534,0.05403734388524793,0.8514285714285714,0.8443935926773456,40,24,113,40,105,420,7359,1934,59,378,6823,827,0.7602363006722347,0.8509954247557809,0.2,0.13501144164759726,0.051495831289847964,0.06659142212189616,1,1,0.01573587264237656,1.2136681512141714
18,1691.5,1791.0,199,61.61113578558651,61.66794577452509,48.94598421535718,48.993798205810926,0.05680998893857492,0.047813990453747124,1.188145737250901,0.0004758738226289561,0.00039265691304651265,0.00043426536783773437,12.674147568714162,39,33,598,473,8,7,-122.92087990988222,0.06521739130434782,0.06976744186046512,0.7948717948717949,0.7878787878787878,564,470,10416,8560,86,75,-690.751207706677,0.05414746543778802,0.054906542056074766,0.8475177304964538,0.8404255319148937,39,33,126,60,114,450,7801,2051,62,408,7206,884,0.7598886328725039,0.8490654205607476,0.20212765957446807,0.13191489361702127,0.052655889145496536,0.06553911205073996,1,2,-0.004550050556117291,1.2119328778316603
19,1791.0,1890.5,199,61.66794577452509,61.702826596784824,48.993798205810926,49.03080086387201,0.03488082225973699,0.03700265806108405,0.9426572059270896,0.00046927841237143474,0.00039156370765796786,0.0004304210600147013,12.672025732912815,24,28,556,472,2,6,-94.3622408676538,0.04316546762589928,0.059322033898305086,0.9166666666666666,0.7857142857142857,588,498,10972,9032,88,81,-791.3719454493231,0.05359095880422895,0.05513728963684677,0.8503401360544218,0.8373493975903614,24,28,125,55,123,465,8217,2167,63,435,7596,938,0.7601166605905942,0.8479849424269265,0.20918367346938777,0.12650602409638553,0.053711790393013104,0.06293706293706294,2,3,-0.016156566272405803,1.1984726959970227
20,1890.5,1990.0,199,61.702826596784824,61.76504041262979,49.03080086387201,49.099726157832286,0.062213815844962994,0.06892529396027669,0.9026267756045889,0.00047707771579555793,0.00040662134838576123,0.0004418495320906596,12.6653142547975,49,37,565,461,11,4,-95.20778665548437,0.08672566371681416,0.08026030368763558,0.7755102040816326,0.8918918918918919,637,535,11537,9493,99,85,-886.5797321048074,0.05521366039698362,0.05635731591699147,0.8445839874411303,0.8411214953271028,49,37,104,46,134,503,8640,2260,64,471,7975,983,0.7605096645575106,0.8468345096386811,0.21036106750392464,0.11962616822429907,0.055973266499582286,0.061127029608404965,2,0,0.0064653600291785795,1.1732726717116555
21,1990.0,2089.5,199,61.76504041262979,61.82332807567467,49.099726157832286,49.13319292710364,0.05828766304487942,0.03346676927135661,1.7416578986835878,0.0004822552368882698,0.00040327506702992174,0.00044276515195909577,12.690135148571024,43,25,583,467,6,8,-168.9218948958675,0.07375643224699828,0.05353319057815846,0.8604651162790697,0.6799999999999999,680,560,12120,9960,105,93,-1055.501627000675,0.056105610561056105,0.05622489959839357,0.8455882352941176,0.8339285714285715,43,25,131,41,145,535,9060,2380,69,491,8381,1019,0.7594884488448845,0.8483935742971888,0.21323529411764705,0.12321428571428572,0.05742574257425743,0.06341911764705882,4,3,0.02022324166883982,1.1958468953710149
22,2089.5,2189.0,199,61.82332807567467,61.88260024940402,49.13319292710364,49.18230597871063,0.05927217372935445,0.04911305160698731,1.2068517795160136,0.00048741182786998365,0.00040738067801096795,0.0004473962529404758,12.70029427069339,40,33,596,458,5,6,-51.38958879022751,0.06711409395973154,0.07205240174672489,0.875,0.8181818181818181,720,593,12716,10418,110,99,-1108.5407614232226,0.056621579112928595,0.05692071414858898,0.8472222222222222,0.8330522765598651,40,33,123,55,154,566,9502,2494,70,523,8752,1073,0.7593582887700535,0.8468036091380303,0.21388888888888888,0.11804384485666104,0.0581570996978852,0.06124234470691164,4,4,-0.004938307786993348,1.1964529840977411
23,2189.0,2288.5,199,61.88260024940402,61.941016973935476,49.18230597871063,49.21640450642072,0.058416724531454634,0.034098527710092696,1.7131743935725436,0.0004917462161847712,0.0004045684211824783,0.00044815731868362476,12.724612467514753,38,23,609,454,5,3,-72.89909627845918,0.06239737274220033,0.05066079295154185,0.868421052631579,0.8695652173913043,758,616,13325,10872,115,102,-1181.4398577016816,0.05688555347091932,0.05665930831493746,0.8482849604221636,0.8344155844155844,38,23,129,48,165,593,9955,2612,73,543,9138,1118,0.7594746716697937,0.8472222222222222,0.21767810026385223,0.1185064935064935,0.05941663665826431,0.061293031066330814,4,1,0.01173657979065848,1.2154834397293997
24,2288.5,2388.0,199,61.941016973935476,61.9938107025096,49.21640450642072,49.258039059178415,0.05279372857412312,0.041634552757692234,1.2680267969101497,0.0004933647170489833,0.00040514630847311294,0.0004492555127610481,12.735771643331184,33,26,612,466,3,6,-5.430362525186769,0.05392156862745098,0.055793991416309016,0.9090909090909091,0.7692307692307692,791,642,13937,11338,118,108,-1186.8702202268673,0.05675539929683576,0.05662374316457929,0.8508217446270544,0.8317757009345794,33,26,141,58,172,619,10400,2746,73,569,9520,1176,0.7585563607663055,0.8460927853236903,0.21744627054361568,0.11370716510903427,0.05894448252227553,0.05844675740592474,2,1,-0.001872422788858033,1.217744569630516
25,2388.0,2487.5,199,61.9938107025096,62.049163166200366,49.258039059178415,49.29447637194042,0.05535246369076674,0.036437312762004126,1.5191148714042062,0.0004958823750768799,0.00040358862206866245,0.0004497354985727712,12.754686794259946,38,22,620,437,6,4,-76.15529134711633,0.06129032258064516,0.05034324942791762,0.8421052631578947,0.8181818181818181,829,664,14557,11775,124,112,-1263.025511573984,0.05694854709074672,0.05639065817409766,0.850422195416164,0.8313253012048193,38,22,137,46,180,649,10853,2875,74,590,9890,1221,0.7579171532596002,0.8461995753715499,0.21712907117008443,0.11144578313253012,0.058919803600654665,0.05714285714285714,2,2,0.01094707315272754,1.228682742677804
26,2487.5,2587.0,199,62.049163166200366,62.095854979708406,49.29447637194042,49.33012062210244,0.046691813508040525,0.03564425016202222,1.309939563766981,0.0004948586090111246,0.0004018442008341013,0.00044835140492261295,12.765734357605965,31,31,584,515,3,9,-167.05698725201188,0.053082191780821915,0.06019417475728155,0.9032258064516129,0.7096774193548387,860,695,15141,12290,127,121,-1430.0824988259956,0.05679941879664487,0.05655004068348251,0.8523255813953489,0.8258992805755396,31,31,124,65,188,672,11290,2991,76,619,10311,1284,0.7580741034277789,0.8451586655817738,0.2186046511627907,0.1093525179856115,0.059138093740169866,0.05588235294117647,2,1,-0.007111982976459638,1.2314688329057748
27,2587.0,2686.5,199,62.095854979708406,62.13560394467734,49.33012062210244,49.37547425210617,0.03974896496893621,0.04535363000373138,0.8764230110283551,0.0004913263303483028,0.00040384313328179844,0.0004475847318150506,12.76012969257117,27,30,571,511,7,3,-116.09997210107223,0.047285464098073555,0.05870841487279843,0.7407407407407407,0.9,887,725,15712,12801,134,124,-1546.182470927068,0.05645366598778004,0.05663620029685181,0.8489289740698985,0.8289655172413793,27,30,132,57,194,693,11708,3117,80,645,10739,1337,0.757510183299389,0.8451683462229513,0.21871476888387825,0.1103448275862069,0.058592570220477196,0.056457304163726185,4,2,-0.011422950774724876,1.2166266796604397
28,2686.5,2786.0,199,62.13560394467734,62.16718741396605,49.37547425210617,49.412782442605995,0.031583469288705146,0.03730819049982159,0.846555913475787,0.0004851154543321682,0.0004028114745374634,0.0004439634644348158,12.754404971360053,20,23,611,443,3,2,-10.800544719515711,0.03273322422258593,0.05191873589164785,0.85,0.9130434782608696,907,748,16323,13244,137,126,-1556.9830156465844,0.05556576609691846,0.05647840531561462,0.8489525909592062,0.8315508021390374,20,23,120,58,202,705,12187,3229,81,667,11102,1394,0.7589903816700362,0.8443823618242223,0.2227122381477398,0.10828877005347594,0.05887496356747304,0.05491525423728814,2,0,-0.019185511669061926,1.2043238214333691
29,2786.0,2885.5,199,62.16718741396605,62.23012621443393,49.412782442605995,49.47112903687294,0.06293880046788303,0.05834659426694344,1.078705642696635,0.0004901994303369619,0.0004091420420475885,0.0004496707361922752,12.758997177560992,36,39,621,512,5,6,-81.81118551294745,0.057971014492753624,0.076171875,0.8611111111111112,0.8461538461538461,943,787,16944,13756,142,132,-1638.7942011595317,0.05565391879131256,0.05721139866240186,0.8494167550371156,0.832274459974587,36,39,136,55,210,733,12644,3357,89,698,11528,1441,0.7586166194523135,0.8445042163419598,0.22269353128313893,0.11308767471410419,0.05887300252312868,0.05816993464052288,3,2,-0.018200860507246376,1.1981155196951025
30,2885.5,2985.0,199,62.23012621443393,62.28295630921022,49.47112903687294,49.51731569328974,0.05283009477629008,0.04618665641680053,1.1438389109516267,0.0004915579735388924,0.00041097689070188173,0.0004512674321203871,12.765640615920482,32,29,608,473,2,5,13.96286615915802,0.05263157894736842,0.0613107822410148,0.9375,0.8275862068965517,975,816,17552,14229,144,137,-1624.8313350003737,0.05554922515952598,0.05734767025089606,0.8523076923076923,0.8321078431372549,32,29,118,55,218,757,13110,3467,93,723,11921,1492,0.7593436645396536,0.8443319980321878,0.2235897435897436,0.11397058823529412,0.05915875169606513,0.05867507886435331,4,1,-0.008679203293646381,1.1960720533443894
31,2985.0,3084.5,199,62.28295630921022,62.32075912593994,49.51731569328974,49.541640971160156,0.03780281672971597,0.024325277870417494,1.5540548778556322,0.0004879570004030831,0.00040560586695267774,0.00044678143367788044,12.77911815477978,30,21,601,450,8,6,-200.50991681977803,0.04991680532445923,0.04666666666666667,0.7333333333333334,0.7142857142857143,1005,837,18153,14679,152,143,-1825.3412518201515,0.055362749958684516,0.05702023298589822,0.8487562189054727,0.8291517323775388,30,21,138,48,225,780,13550,3598,95,742,12304,1538,0.7588277419710241,0.8446760678520335,0.22388059701492538,0.1135005973715651,0.05885430290347894,0.058175137783221066,2,0,0.003250138657792563,1.203032402043665
32,3084.5,3184.0,199,62.32075912593994,62.356238473538795,49.541640971160156,49.56978019173946,0.035479347598858624,0.028139220579305402,1.260850402692085,0.00048385135532103273,0.0004017683785159673,0.00044280986691850005,12.786458281799334,29,24,586,483,10,7,-314.6716752976655,0.04948805460750853,0.049689440993788817,0.6551724137931034,0.7083333333333333,1034,861,18739,15162,162,150,-2146.0302867998585,0.055179038369176585,0.05678670360110803,0.8433268858800773,0.8257839721254355,29,24,125,57,232,802,13989,3716,97,764,12708,1593,0.75889855381824,0.8445455744624719,0.22437137330754353,0.11265969802555169,0.05876393110435663,0.05739644970414201,1,2,-0.00020138638628028338,1.2043042240115054
33,3184.0,3283.5,199,62.356238473538795,62.4116564616759,49.56978019173946,49.6076290184466,0.05541798813710841,0.037848826707140404,1.464193026798727,0.0004860669113687458,0.0004011205554749445,0.0004435937334218451,12.804027443229302,38,27,621,473,6,8,-219.74395619251254,0.061191626409017714,0.05708245243128964,0.8421052631578947,0.7037037037037037,1072,888,19360,15635,168,158,-2365.774242992373,0.05537190082644628,0.05679565078349856,0.8432835820895522,0.8220720720720721,38,27,136,47,241,831,14445,3843,100,788,13110,1637,0.7585743801652892,0.8448992644707387,0.2248134328358209,0.11261261261261261,0.05901077375122429,0.057570523891767415,1,0,0.004109173977728073,1.2117726322781464
34,3283.5,3383.0,199,62.4116564616759,62.4549944132287,49.6076290184466,49.64683326818526,0.043337951552793186,0.03920424973865977,1.105440145945635,0.0004845813346237274,0.00040091149679002074,0.0004427464157068741,12.808161145043435,32,24,566,475,7,4,-146.44313577514419,0.05653710247349823,0.05052631578947368,0.78125,0.8333333333333334,1104,912,19926,16110,175,162,-2514.454645527736,0.05540499849442939,0.05661080074487896,0.8414855072463768,0.8223684210526316,32,24,121,52,246,858,14863,3959,103,809,13512,1686,0.7582555455184181,0.8451272501551831,0.22282608695652173,0.11293859649122807,0.05850178359096314,0.05757406372275014,3,2,0.006010786684024549,1.208699023359585
35,3383.0,3482.5,199,62.4549944132287,62.496935600408605,49.64683326818526,49.673403766368494,0.04194118717990847,0.02657049818323287,1.5784870456954836,0.00048277956703861546,0.0003970866021030504,0.00043993308457083297,12.82353183404011,30,17,546,462,6,2,-85.13852500030166,0.054945054945054944,0.0367965367965368,0.8,0.8823529411764706,1134,929,20472,16572,181,164,-2599.5931705280377,0.055392731535756155,0.05605841177890417,0.8403880070546738,0.8234660925726588,30,17,99,61,250,884,15284,4054,105,824,13898,1745,0.7587924970691676,0.8449794834660874,0.2204585537918871,0.11302475780409042,0.05808550185873606,0.05675675675675676,2,3,0.018148518148518145,1.2158042212497675
36,3482.5,3582.0,199,62.496935600408605,62.55719530408876,49.673403766368494,49.71259909304736,0.060259703680152654,0.03919532667886472,1.5374206260320946,0.0004861919446935039,0.0003969987209667051,0.0004415953328301045,12.844596211041399,41,26,624,499,9,4,-77.38941151951958,0.06570512820512821,0.052104208416833664,0.7804878048780488,0.8461538461538461,1175,955,21096,17071,190,168,-2649.053295252718,0.055697762609025404,0.05594282701657782,0.8382978723404255,0.8240837696335078,41,26,145,37,262,913,15734,4187,107,848,14336,1780,0.7582480091012515,0.8460547126706109,0.2229787234042553,0.11204188481675392,0.05888963812092605,0.05670376258611553,7,0,0.013600919788294544,1.2246687936666656
