metric,rawlsian_maximin_raw,rawlsian_maximin_norm,fairness_lagrangian_raw,fairness_lagrangian_norm,social_welfare_raw,social_welfare_norm
Wealth Gap,3081.9399762824114,0.04,71.94402449542319,0.9766562538371674,1956.0158028238725,0.36532968913193575
Profit,1267201.5674589924,0.17024690731869022,1303792.6271377,0.17516286931383288,4720620.441520443,0.6342093092622795
Inequality Ratio,0.8986307598587966,0.69857506543264,0.05889401373884762,0.9802453632452658,0.8622949124878323,0.7107630862588619
Approval Rate Disparity,0.10862643422584028,0.47798427849365266,0.011860613429572342,0.9430025783220154,0.20809035006145782,0.04
