episode,reach_rate_M_mean,reach_rate_M_std,reach_rate_F_mean,reach_rate_F_std
1,0.0069749999999999,0.0042586241474952,0.0016083333333332,0.0007147584414539
2,0.0072833333333333,0.004826815528705,0.0016249999999999,0.0009552082702249
3,0.0081166666666666,0.0048229774114245,0.0018666666666666,0.0008071822655859
4,0.0088083333333333,0.0057309870845224,0.0019583333333332,0.0009963281352478
5,0.0090916666666666,0.0048241371645835,0.0022416666666666,0.0013090673807743
6,0.0099916666666666,0.0056364184517265,0.0019833333333333,0.0010174405069512
7,0.0105333333333332,0.0056605631617924,0.0021833333333333,0.0010242431713582
8,0.0118749999999999,0.0060816524821449,0.0023499999999999,0.0011465191550251
9,0.0120749999999999,0.0057811755500711,0.0024749999999999,0.0012076466759061
10,0.0131749999999999,0.0062055145228922,0.0029083333333333,0.0013723740356867
11,0.0140833333333333,0.0060951812580021,0.0026916666666666,0.0012668920364809
12,0.0146333333333333,0.0059798013923004,0.0031416666666666,0.001439655522926
13,0.0150416666666666,0.0059714146740849,0.0031249999999999,0.0013733856965925
14,0.0157416666666666,0.0056959279910311,0.0032999999999999,0.0015026725163381
15,0.0171666666666666,0.0071133893919829,0.0034666666666666,0.0018622301776546
16,0.0176666666666666,0.0065926446106978,0.0035083333333333,0.0014935302862846
17,0.0192166666666666,0.0064983616168772,0.0036333333333333,0.0018861090656182
18,0.0195083333333333,0.0066005342563413,0.0040416666666666,0.0017882719778229
19,0.0208499999999999,0.0074045156392468,0.0041249999999999,0.0017061300154529
20,0.0206166666666666,0.0074389697945977,0.0043916666666666,0.0023184212646742
21,0.0226999999999999,0.007116556075123,0.0042499999999999,0.002070516128176
22,0.0228666666666666,0.0069271117028101,0.0043583333333332,0.0021659721108973
23,0.0242499999999999,0.0067130332052519,0.0048333333333333,0.0024770552010675
24,0.0250333333333332,0.0083673564714901,0.0051083333333333,0.0024375059354153
25,0.0254749999999999,0.0085452724999712,0.0055249999999999,0.0033314925472815
26,0.0262666666666666,0.0075733858240225,0.0056249999999999,0.0032270677168883
27,0.0271333333333332,0.0071035332888067,0.0057916666666666,0.0034819308713115
28,0.0291499999999999,0.0085960262137028,0.0058916666666666,0.0038827431597318
29,0.0292249999999999,0.0083130354649775,0.0067333333333332,0.0045944813917632
30,0.0295833333333332,0.0075727948752242,0.0064666666666666,0.0046200048100023
31,0.0312833333333333,0.0075287719720687,0.0066749999999999,0.0048282939885125
32,0.0318916666666666,0.007988325779876,0.0072083333333332,0.0048680506023116
33,0.0336416666666666,0.0087337194217739,0.0077499999999999,0.0059189484384714
34,0.0343333333333333,0.0079025702960461,0.0081999999999999,0.0064565499329779
35,0.0346833333333332,0.0086842592098976,0.0088583333333333,0.0076768300186862
36,0.0363499999999999,0.0087800454173577,0.0090416666666666,0.0083294666955393
37,0.0363499999999999,0.00724257815088,0.0093499999999999,0.0086667378914452
38,0.0361416666666666,0.0078074878984184,0.0100499999999999,0.0092889320838974
39,0.0376249999999999,0.0073669526088295,0.0101249999999999,0.008780612235748
40,0.0381999999999999,0.0074685761447299,0.0112249999999999,0.0107796425935392
41,0.0403166666666666,0.0076229429526436,0.0112833333333333,0.0096616525948823
42,0.0404916666666666,0.0080712921005771,0.0117999999999999,0.0114660125782437
43,0.0405916666666666,0.0073441050938579,0.0119166666666666,0.0106581997646048
44,0.0414499999999999,0.0071058139992961,0.0127999999999999,0.0112282849409894
45,0.0424499999999999,0.0070912483011903,0.0138333333333332,0.0127441586715998
46,0.0449333333333333,0.008085652588244,0.0141249999999999,0.0122383258810333
47,0.0445333333333332,0.0069154059538231,0.0147833333333333,0.0138458889918743
48,0.0442666666666666,0.0054807181650709,0.0145999999999999,0.0130278547735227
49,0.0443999999999999,0.0068539436246497,0.0162999999999999,0.0147764828171133
50,0.0459666666666666,0.0061530379929925,0.0165249999999999,0.0142919865529474
51,0.0460166666666666,0.0053208476536249,0.0167083333333332,0.0139849594030934
52,0.0469416666666666,0.006361299123859,0.0175999999999999,0.0152983094361742
53,0.0474333333333332,0.0064844067472821,0.0180749999999999,0.0148826401688363
54,0.0475833333333332,0.0059592235802168,0.0188083333333333,0.0147523826282358
55,0.0479916666666666,0.0058645263877901,0.0183249999999999,0.0130988319383122
56,0.0488666666666666,0.0056675108303686,0.0197499999999999,0.0144063064894047
57,0.0498499999999999,0.0055024966275139,0.0209499999999999,0.0150544895071532
58,0.0498583333333333,0.0066322084007971,0.0210749999999999,0.014457763624169
59,0.0495166666666666,0.005799478478043,0.0217249999999999,0.015932295507034
60,0.0506416666666666,0.0058615784437173,0.0228249999999999,0.0146736857152228
61,0.0497749999999999,0.0056262241466322,0.0239249999999999,0.0144263481728723
62,0.0510083333333332,0.0070983446601006,0.0245833333333333,0.0156800081097232
63,0.0503416666666666,0.0067439330302168,0.0250916666666666,0.0155389519523608
64,0.0501999999999999,0.0074191319248627,0.0264916666666666,0.0162506148981477
65,0.0523833333333332,0.0077920702014734,0.0284083333333332,0.0173545298637019
66,0.0519666666666666,0.0065953593861213,0.0283166666666666,0.0165580162228018
67,0.0528666666666666,0.0077854327408926,0.0280333333333333,0.0158344638972584
68,0.0516416666666666,0.0074644269540994,0.0295916666666666,0.0166583984120419
