reward,label,apr_disp_mean,apr_disp_std,wealth_gap_mean,wealth_gap_std,rho_mean,rho_std,n_configs,total_seeds
social_welfare,Social Welfare,0.010250486149174953,0.011451068825426958,46.98643604279462,11.679356120230441,1.136894666647953,0.13433350217774986,2,6
rawlsian_maximin,Rawlsian Maximin,-0.0010238874042902135,0.004754304157790157,40.87741599001399,19.621815041249988,1.1322900875681858,0.11265141998304684,2,6
fairness_lagrangian,Fairness Lagrangian,0.005381855832091942,0.004298660106546448,51.02453628359453,11.397520262101605,1.1568518403562131,0.15781894065225893,2,6
utilitarian_profit,Utilitarian Profit,0.0031781900948231745,0.00275168514476537,59.764752513682865,2.5521772425338334,0.9944064350159043,0.02077343476671495,2,6
