constraint,reward,label,apr_disp_mean,apr_disp_std,wealth_gap_mean,wealth_gap_std,rho_mean,rho_std,welfare_M,welfare_F,welfare_avg,n_seeds,n_episodes
wealth,social_welfare,Social Welfare,0.02170155497460191,0.5068014952587221,35.30707992256418,20.149537889773978,1.1732159358058207,1.8007947739604144,1.5430551832647774,1.3152354448756558,1.4412354128332587,3,100
wealth,rawlsian_maximin,Rawlsian Maximin,-0.00577819156208037,0.23494054320187466,21.255600948764005,15.153881317742695,1.2646482734254583,1.4901000819469863,0.5668261753885894,0.4482085551370498,0.513948432037906,3,100
wealth,fairness_lagrangian,Fairness Lagrangian,0.00968051593863839,0.2154828370675206,39.62701602149293,11.695530188652212,1.3215981034965303,0.7954796195455682,1.1137451491647476,0.8427260497863387,0.9944886373631856,3,100
wealth,utilitarian_profit,Utilitarian Profit,0.0004265049500578044,0.010657368284793162,62.3169297562167,2.015021556925494,1.1417644027284695,0.011755256301829739,4.010212064671594,3.512293827945947,3.784677360629033,3,100
